year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2022,3,11,53,0,11,13,64,15,7,11,92,103,23,0,4,5,38,9,4,4,52,56,27,0,7,7,21,3,3,7,31,38,0,0,0,0,0,1,0,0,1,1,3,0,0,1,5,2,0,0,8,8,266,1,20,-240,-2,Austin
2023,3,11,64,2,10,11,82,15,10,12,108,120,25,1,4,7,30,7,2,5,44,49,33,1,5,4,47,8,6,6,59,65,0,0,0,0,0,0,0,0,0,0,6,0,1,0,5,0,2,1,5,6,268,0,19,-239,-1,Austin
2024,3,11,67,2,5,16,59,26,4,7,101,108,27,0,2,6,36,13,1,2,55,57,31,1,2,8,20,11,3,3,39,42,2,0,1,1,1,0,0,1,2,3,7,1,0,1,2,2,0,1,5,6,265,5,17,-237,1,Austin
2012,4,11,73,4,6,24,92,6,0,10,122,132,39,1,6,16,59,2,0,7,77,84,23,3,0,5,21,4,0,3,30,33,0,0,0,2,0,0,0,0,2,2,11,0,0,1,12,0,0,0,13,13,296,2,34,-207,31,Austin
2013,4,11,83,3,6,14,80,5,1,9,99,108,41,1,4,10,54,2,1,5,66,71,32,1,2,2,19,3,0,3,24,27,0,0,0,0,0,0,0,0,0,0,10,1,0,2,7,0,0,1,9,10,316,0,29,-206,32,Austin
2014,4,11,106,0,4,19,89,7,2,4,115,119,54,0,3,11,53,4,0,3,68,71,41,0,1,7,27,2,1,1,36,37,0,0,0,0,3,0,0,0,3,3,11,0,0,1,6,1,1,0,8,8,368,4,26,-205,33,Austin
2015,4,11,89,2,9,12,85,5,2,11,102,113,42,0,4,5,53,1,2,4,59,63,39,2,5,5,24,4,0,7,33,40,1,0,0,1,0,0,0,0,1,1,7,0,0,1,8,0,0,0,9,9,318,3,22,-204,34,Austin
2016,4,11,75,3,7,15,84,7,5,10,106,116,40,2,4,13,53,3,4,6,69,75,26,1,3,2,25,3,1,4,30,34,0,0,0,0,1,0,0,0,1,1,9,0,0,0,5,1,0,0,6,6,320,2,21,-209,29,Austin
2017,4,11,60,1,4,12,70,7,5,5,89,94,34,1,0,7,39,4,3,1,50,51,19,0,4,4,20,3,1,4,27,31,3,0,0,0,2,0,0,0,2,2,4,0,0,1,9,0,1,0,10,10,268,8,22,-208,30,Austin
2018,4,11,62,3,5,9,49,4,4,8,62,70,32,2,2,5,30,4,1,4,39,43,21,1,2,4,13,0,2,3,17,20,1,0,0,0,0,0,0,0,0,0,8,0,1,0,6,0,1,1,6,7,248,1,31,-207,31,Austin
2019,4,11,60,1,5,6,60,3,5,6,69,75,36,1,3,3,37,1,3,4,41,45,18,0,1,3,16,2,2,1,21,22,0,0,0,0,1,0,0,0,1,1,6,0,1,0,6,0,0,1,6,7,235,1,24,-206,32,Austin
2020,4,11,63,4,4,10,57,7,4,8,74,82,38,1,1,4,36,5,1,2,45,47,21,3,3,6,15,2,3,6,23,29,0,0,0,0,1,0,0,0,1,1,4,0,0,0,5,0,0,0,5,5,249,1,18,-204,34,Austin
2021,4,11,70,2,10,12,63,6,1,12,81,93,28,2,4,6,24,4,0,6,34,40,31,0,6,4,36,1,1,6,41,47,1,0,0,0,0,1,0,0,1,1,10,0,0,2,3,0,0,0,5,5,270,2,23,-210,28,Austin
2022,4,11,46,1,5,9,57,16,7,6,82,88,24,1,3,4,32,7,6,4,43,47,21,0,2,5,23,6,1,2,34,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,5,5,220,1,11,-209,29,Austin
2023,4,11,57,3,5,11,60,17,1,8,88,96,27,3,2,4,34,9,0,5,47,52,24,0,2,7,23,5,1,2,35,37,0,0,0,0,0,0,0,0,0,0,6,0,1,0,3,3,0,1,6,7,236,2,17,-208,30,Austin
2024,4,11,41,3,5,10,56,20,2,8,86,94,26,0,3,6,27,18,2,3,51,54,12,3,2,4,23,2,0,5,29,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,6,211,1,14,-206,32,Austin
2012,5,11,84,5,7,22,112,13,2,12,147,159,48,4,5,14,70,10,0,9,94,103,26,1,2,6,36,3,2,3,45,48,1,0,0,0,0,0,0,0,0,0,9,0,0,2,6,0,0,0,8,8,387,1,27,-177,61,Austin
2013,5,11,103,3,3,20,96,7,2,6,123,129,50,1,0,13,57,4,0,1,74,75,41,1,3,6,28,2,1,4,36,40,1,0,0,0,0,0,1,0,0,0,11,1,0,1,11,1,0,1,13,14,362,2,36,-176,62,Austin
2014,5,11,86,1,6,11,81,6,1,7,98,105,41,0,2,4,44,5,0,2,53,55,38,1,4,5,29,0,1,5,34,39,0,0,0,1,0,0,0,0,1,1,7,0,0,1,8,1,0,0,10,10,309,1,23,-175,63,Austin
2015,5,11,67,3,6,12,69,5,1,9,86,95,36,0,4,9,44,3,0,4,56,60,28,3,2,3,15,2,1,5,20,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,10,10,285,0,18,-174,64,Austin
2016,5,11,71,4,6,20,68,2,2,10,90,100,37,2,3,14,49,0,1,5,63,68,29,1,3,4,17,1,0,4,22,26,0,0,0,1,0,0,0,0,1,1,5,1,0,1,2,1,1,1,4,5,282,1,16,-179,59,Austin
2017,5,11,92,3,5,11,62,2,2,8,75,83,49,1,1,6,32,0,1,2,38,40,34,1,4,4,22,1,1,5,27,32,0,0,0,1,1,0,0,0,2,2,9,1,0,0,7,1,0,1,8,9,302,2,31,-178,60,Austin
2018,5,11,62,4,3,9,59,4,1,7,72,79,33,1,2,5,43,2,1,3,50,53,25,2,1,3,10,2,0,3,15,18,0,0,0,0,1,0,0,0,1,1,4,1,0,1,5,0,0,1,6,7,245,1,18,-177,61,Austin
2019,5,11,78,0,8,9,79,10,2,8,98,106,38,0,4,6,49,4,1,4,59,63,36,0,3,2,23,5,0,3,30,33,0,0,0,0,0,0,0,0,0,0,4,0,1,1,7,1,1,1,9,10,264,1,25,-176,62,Austin
2020,5,11,75,3,5,8,68,8,1,8,84,92,45,2,3,4,42,7,1,5,53,58,26,1,2,3,20,1,0,3,24,27,1,0,0,0,1,0,0,0,1,1,3,0,0,1,5,0,0,0,6,6,260,4,13,-174,64,Austin
2021,5,11,57,1,10,9,46,13,0,11,68,79,30,0,4,6,30,10,0,4,46,50,19,1,4,2,13,1,0,5,16,21,0,0,0,0,0,0,0,0,0,0,8,0,2,1,3,2,0,2,6,8,223,2,20,-180,58,Austin
2022,5,11,54,2,6,10,64,14,3,8,88,96,23,1,3,7,39,8,2,4,54,58,23,1,3,3,24,6,1,4,33,37,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,1,1,246,1,15,-179,59,Austin
2023,5,11,63,1,4,18,51,20,3,5,89,94,33,0,2,4,28,15,0,2,47,49,19,1,2,14,17,5,3,3,36,39,1,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,6,6,242,1,20,-178,60,Austin
2024,5,11,52,3,5,15,67,22,3,8,104,112,31,3,2,5,40,10,0,5,55,60,14,0,2,10,22,12,3,2,44,46,1,0,0,0,0,0,0,0,0,0,6,0,1,0,5,0,0,1,5,6,270,3,17,-176,62,Austin
2012,6,11,106,3,5,23,96,7,1,8,126,134,53,1,3,18,64,4,0,4,86,90,38,1,1,5,21,3,0,2,29,31,0,1,0,0,0,0,0,1,0,1,15,0,1,0,11,0,1,1,11,12,360,2,38,-146,92,Austin
2013,6,11,87,0,2,26,87,4,0,2,117,119,49,0,0,13,65,2,0,0,80,80,29,0,2,11,12,0,0,2,23,25,0,0,0,0,0,0,0,0,0,0,9,0,0,2,10,2,0,0,14,14,333,0,37,-145,93,Austin
2014,6,11,87,0,10,14,99,5,3,10,118,128,52,0,5,12,70,4,2,5,86,91,26,0,4,2,24,1,1,4,27,31,1,0,0,0,0,0,0,0,0,0,8,0,1,0,5,0,0,1,5,6,322,1,20,-144,94,Austin
2015,6,11,79,3,6,10,95,6,4,9,111,120,45,2,1,6,61,3,3,3,70,73,25,1,3,2,26,2,1,4,30,34,1,0,0,0,0,0,0,0,0,0,8,0,2,2,8,1,0,2,11,13,325,2,33,-143,95,Austin
2016,6,11,86,2,8,14,72,7,1,10,93,103,45,0,2,10,43,2,1,2,55,57,35,2,4,3,22,2,0,6,27,33,0,0,0,0,0,0,0,0,0,0,6,0,2,1,7,3,0,2,11,13,294,1,26,-148,90,Austin
2017,6,11,88,3,8,9,71,8,2,11,88,99,36,1,3,7,42,5,0,4,54,58,40,1,3,1,19,3,1,4,23,27,0,0,0,0,0,0,0,0,0,0,12,1,2,1,10,0,1,3,11,14,285,0,36,-147,91,Austin
2018,6,11,77,0,8,23,74,15,1,8,112,120,46,0,4,11,55,9,0,4,75,79,24,0,3,9,16,5,1,3,30,33,0,0,0,2,0,0,0,0,2,2,7,0,1,1,3,1,0,1,5,6,288,2,22,-146,92,Austin
2019,6,11,63,2,3,13,85,12,0,5,110,115,27,1,3,10,55,8,0,4,73,77,23,1,0,3,26,3,0,1,32,33,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,1,0,0,5,5,271,0,25,-145,93,Austin
2020,6,11,52,3,1,13,52,11,1,4,76,80,33,1,1,8,38,10,1,2,56,58,12,2,0,4,6,1,0,2,11,13,1,0,0,0,0,0,0,0,0,0,6,0,0,1,8,0,0,0,9,9,239,2,23,-143,95,Austin
2021,6,11,84,2,6,10,69,9,2,8,88,96,51,1,3,9,38,5,1,4,52,56,25,0,2,1,26,4,1,2,31,33,0,0,0,0,0,0,0,0,0,0,8,1,1,0,5,0,0,2,5,7,276,1,25,-149,89,Austin
2022,6,11,77,3,9,11,49,17,4,12,77,89,44,1,6,8,36,13,0,7,57,64,28,1,1,3,10,3,2,2,16,18,0,0,0,0,1,0,0,0,1,1,5,1,2,0,2,1,2,3,3,6,271,1,22,-148,90,Austin
2023,6,11,51,1,12,9,47,18,5,13,74,87,27,0,4,2,28,12,2,4,42,46,19,0,5,7,17,6,3,5,30,35,1,0,0,0,0,0,0,0,0,0,4,1,3,0,2,0,0,4,2,6,227,2,15,-147,91,Austin
2024,6,11,51,2,4,14,52,13,0,6,79,85,24,1,2,8,30,7,0,3,45,48,20,0,2,6,17,4,0,2,27,29,0,0,0,0,0,1,0,0,1,1,7,1,0,0,5,1,0,1,6,7,220,1,18,-145,93,Austin
2012,7,11,85,1,6,23,80,8,2,7,111,118,47,1,4,14,52,6,1,5,72,77,29,0,2,4,17,2,1,2,23,25,0,0,0,1,0,0,0,0,1,1,9,0,0,4,11,0,0,0,15,15,322,1,31,-116,122,Austin
2013,7,11,72,0,11,13,85,3,3,11,101,112,39,0,5,8,55,1,1,5,64,69,26,0,5,5,16,1,2,5,22,27,0,0,0,0,0,0,0,0,0,0,7,0,1,0,14,1,0,1,15,16,313,1,33,-115,123,Austin
2014,7,11,88,1,3,14,88,3,0,4,105,109,53,1,0,13,49,3,0,1,65,66,30,0,3,0,29,0,0,3,29,32,0,0,0,0,0,0,0,0,0,0,5,0,0,1,10,0,0,0,11,11,331,0,25,-114,124,Austin
2015,7,11,78,0,7,10,85,5,0,7,100,107,36,0,2,6,54,1,0,2,61,63,31,0,5,4,24,3,0,5,31,36,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,1,0,0,8,8,315,0,28,-113,125,Austin
2016,7,11,87,5,8,14,67,7,1,13,88,101,52,4,2,8,47,5,1,6,60,66,25,0,6,4,17,1,0,6,22,28,0,0,0,2,0,0,0,0,2,2,10,1,0,0,3,1,0,1,4,5,312,2,23,-118,120,Austin
2017,7,11,100,5,10,12,73,3,2,15,88,103,57,2,4,4,49,2,0,6,55,61,30,3,6,7,19,0,1,9,26,35,2,0,0,0,0,0,0,0,0,0,11,0,0,1,5,1,1,0,7,7,309,2,30,-117,121,Austin
2018,7,11,64,1,6,13,80,8,1,7,101,108,33,0,5,9,58,6,1,5,73,78,24,1,1,3,15,2,0,2,20,22,0,0,0,0,0,0,0,0,0,0,7,0,0,1,7,0,0,0,8,8,267,0,22,-116,122,Austin
2019,7,11,63,0,3,10,80,10,4,3,100,103,39,0,2,7,60,7,3,2,74,76,19,0,1,3,14,3,1,1,20,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,6,276,0,22,-115,123,Austin
2020,7,11,66,2,8,14,58,8,5,10,80,90,33,1,4,11,42,6,2,5,59,64,21,1,2,3,12,2,1,3,17,20,0,0,0,0,0,0,0,0,0,0,12,0,2,0,4,0,2,2,4,6,236,1,27,-113,125,Austin
2021,7,11,62,1,6,11,78,17,1,7,106,113,34,1,2,6,46,8,1,3,60,63,23,0,3,3,28,7,0,3,38,41,0,0,0,0,0,1,0,0,1,1,5,0,1,2,4,1,0,1,7,8,261,1,20,-119,119,Austin
2022,7,11,69,0,6,14,72,19,3,6,105,111,31,0,2,12,57,12,0,2,81,83,32,0,2,2,10,6,2,2,18,20,0,0,0,0,0,0,1,0,0,0,6,0,2,0,5,1,0,2,6,8,256,2,15,-118,120,Austin
2023,7,11,54,2,4,10,57,9,2,6,76,82,34,1,0,2,38,3,0,1,43,44,16,0,4,7,17,6,1,4,30,34,0,1,0,0,0,0,0,1,0,1,4,0,0,1,2,0,1,0,3,3,208,1,15,-117,121,Austin
2024,7,11,55,4,5,11,52,17,3,9,80,89,32,2,3,5,40,12,2,5,57,62,16,1,1,6,6,2,0,2,14,16,2,0,0,0,0,1,0,0,1,1,5,1,1,0,6,2,1,2,8,10,238,4,22,-115,123,Austin
2012,8,11,105,5,6,10,97,5,0,11,112,123,44,1,1,6,52,4,0,2,62,64,52,4,5,2,32,1,0,9,35,44,0,0,0,0,0,0,0,0,0,0,9,0,0,2,13,0,0,0,15,15,352,2,34,-85,153,Austin
2013,8,11,85,2,9,11,92,5,2,11,108,119,42,0,4,6,58,3,1,4,67,71,32,2,3,4,28,2,1,5,34,39,1,0,0,0,0,0,0,0,0,0,10,0,2,1,6,0,0,2,7,9,320,3,27,-84,154,Austin
2014,8,11,84,2,4,13,102,4,4,6,119,125,51,0,1,9,59,1,3,1,69,70,25,2,3,3,25,3,1,5,31,36,0,0,0,0,0,0,0,0,0,0,8,0,0,1,18,0,0,0,19,19,326,1,38,-83,155,Austin
2015,8,11,79,2,3,15,91,4,2,5,110,115,49,0,2,9,55,0,1,2,64,66,24,2,1,4,22,1,1,3,27,30,0,0,0,0,0,1,0,0,1,1,6,0,0,2,14,2,0,0,18,18,293,1,26,-82,156,Austin
2016,8,11,66,3,5,12,77,8,0,8,97,105,33,2,3,9,49,4,0,5,62,67,26,1,1,2,19,1,0,2,22,24,1,0,0,0,1,0,0,0,1,1,6,0,1,1,8,3,0,1,12,13,267,2,22,-87,151,Austin
2017,8,11,67,4,7,12,84,5,2,11,101,112,29,1,3,9,53,3,0,4,65,69,31,2,3,3,26,2,1,5,31,36,0,0,0,0,0,0,0,0,0,0,7,1,1,0,5,0,1,2,5,7,289,0,19,-86,152,Austin
2018,8,11,57,7,6,10,97,5,4,13,112,125,30,0,3,4,63,3,2,3,70,73,26,7,2,6,26,2,1,9,34,43,0,0,0,0,0,0,1,0,0,0,1,0,1,0,8,0,0,1,8,9,270,1,19,-85,153,Austin
2019,8,11,78,2,5,12,71,5,0,7,88,95,28,1,2,9,49,4,0,3,62,65,43,1,2,2,18,1,0,3,21,24,0,0,0,0,0,0,0,0,0,0,7,0,1,1,4,0,0,1,5,6,299,0,21,-84,154,Austin
2020,8,11,64,2,13,11,76,11,3,15,98,113,38,2,6,6,44,6,2,8,56,64,20,0,6,5,23,3,1,6,31,37,0,0,0,0,0,0,0,0,0,0,6,0,1,0,9,2,0,1,11,12,278,0,24,-82,156,Austin
2021,8,11,56,1,8,15,58,13,3,9,86,95,31,1,4,9,38,9,3,5,56,61,23,0,3,5,19,2,0,3,26,29,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,2,0,1,4,5,244,1,14,-88,150,Austin
2022,8,11,57,3,9,14,57,15,5,12,86,98,36,3,3,7,41,9,3,6,57,63,15,0,5,7,14,4,2,5,25,30,1,0,0,0,0,0,0,0,0,0,5,0,1,0,2,2,0,1,4,5,229,1,10,-87,151,Austin
2023,8,11,54,1,2,6,53,16,0,3,75,78,26,1,1,1,28,8,0,2,37,39,21,0,1,5,25,8,0,1,38,39,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,222,1,13,-86,152,Austin
2024,8,11,44,1,6,9,34,13,7,7,56,63,19,1,0,2,17,5,2,1,24,25,20,0,6,6,13,8,4,6,27,33,0,0,0,1,0,0,0,0,1,1,5,0,0,0,4,0,1,0,4,4,193,2,13,-84,154,Austin
2012,9,11,90,2,5,18,93,4,2,7,115,122,55,0,2,15,52,2,1,2,69,71,29,2,1,3,31,1,1,3,35,38,1,0,0,0,1,0,0,0,1,1,5,0,2,0,9,1,0,2,10,12,348,4,25,-54,184,Austin
2013,9,11,93,1,3,27,93,2,2,4,122,126,49,0,0,14,66,1,2,0,81,81,37,1,1,10,16,1,0,2,27,29,1,0,0,1,1,0,0,0,2,2,6,0,2,2,10,0,0,2,12,14,325,5,24,-53,185,Austin
2014,9,11,88,2,6,14,82,4,3,8,100,108,49,0,1,10,48,2,3,1,60,61,31,1,2,2,24,1,0,3,27,30,0,0,0,1,1,0,0,0,2,2,8,1,3,1,9,1,0,4,11,15,346,2,33,-52,186,Austin
2015,9,11,67,3,5,13,91,3,1,8,107,115,28,2,5,9,50,1,0,7,60,67,32,1,0,4,33,2,1,1,39,40,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,8,8,290,0,22,-51,187,Austin
2016,9,11,76,10,12,10,62,9,3,22,81,103,36,1,1,6,33,4,2,2,43,45,34,7,11,4,24,4,1,18,32,50,0,0,0,0,1,0,0,0,1,1,6,2,0,0,4,1,0,2,5,7,288,3,19,-56,182,Austin
2017,9,11,68,3,5,12,81,5,1,8,98,106,31,2,2,6,48,2,1,4,56,60,30,1,2,5,27,2,0,3,34,37,0,0,0,1,1,1,0,0,3,3,7,0,1,0,5,0,0,1,5,6,279,3,23,-55,183,Austin
2018,9,11,63,0,3,9,76,5,1,3,90,93,34,0,1,4,35,3,0,1,42,43,24,0,2,4,31,2,1,2,37,39,0,0,0,0,1,0,0,0,1,1,5,0,0,1,9,0,0,0,10,10,250,1,18,-54,184,Austin
2019,9,11,63,0,6,20,71,8,3,6,99,105,36,0,4,14,41,3,0,4,58,62,22,0,2,4,20,5,2,2,29,31,0,0,0,0,1,0,0,0,1,1,5,0,0,2,9,0,1,0,11,11,270,2,21,-53,185,Austin
2020,9,11,53,3,5,17,75,9,4,8,101,109,29,1,2,6,50,7,1,3,63,66,21,2,2,9,19,2,3,4,30,34,0,0,0,0,1,0,0,0,1,1,3,0,1,2,5,0,0,1,7,8,259,1,17,-51,187,Austin
2021,9,11,57,1,2,18,71,16,2,3,105,108,29,0,1,5,35,6,1,1,46,47,18,1,1,12,28,8,1,2,48,50,0,0,0,1,1,0,0,0,2,2,10,0,0,0,7,2,0,0,9,9,261,3,24,-57,181,Austin
2022,9,11,60,0,10,12,62,12,2,10,86,96,30,0,2,6,36,6,0,2,48,50,26,0,7,6,23,4,2,7,33,40,2,0,0,0,0,0,0,0,0,0,2,0,1,0,3,2,0,1,5,6,232,3,11,-56,182,Austin
2023,9,11,51,1,9,20,54,18,2,10,92,102,27,0,7,9,28,11,1,7,48,55,22,1,2,10,24,6,1,3,40,43,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,4,4,250,4,12,-55,183,Austin
2024,9,11,39,0,4,9,41,13,3,4,63,67,17,0,2,6,22,10,1,2,38,40,20,0,2,3,13,1,1,2,17,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,1,0,8,8,182,3,12,-53,185,Austin
2012,10,11,81,2,6,15,127,5,0,8,147,155,38,1,2,6,60,4,0,3,70,73,32,1,4,7,56,1,0,5,64,69,1,0,0,1,1,0,0,0,2,2,10,0,0,1,10,0,0,0,11,11,344,5,29,-24,214,Austin
2013,10,11,92,0,3,12,103,7,1,3,122,125,44,0,1,7,57,2,0,1,66,67,42,0,1,4,37,4,1,1,45,46,0,0,0,0,3,0,0,0,3,3,6,0,1,1,6,1,0,1,8,9,349,4,21,-23,215,Austin
2014,10,11,91,3,3,16,90,7,0,6,113,119,35,0,2,12,41,3,0,2,56,58,47,2,1,3,35,4,0,3,42,45,0,0,0,0,2,0,0,0,2,2,9,1,0,1,12,0,0,1,13,14,320,3,28,-22,216,Austin
2015,10,11,73,2,5,9,89,3,1,7,101,108,32,0,2,3,45,2,0,2,50,52,35,2,3,6,35,1,1,5,42,47,1,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,9,9,289,1,20,-21,217,Austin
2016,10,11,67,2,3,17,72,6,0,5,95,100,34,0,2,12,50,3,0,2,65,67,28,0,0,3,21,2,0,0,26,26,0,0,0,0,0,1,0,0,1,1,5,2,1,2,1,0,0,3,3,6,268,1,20,-26,212,Austin
2017,10,11,82,2,2,12,62,9,2,4,83,87,43,2,0,8,38,6,2,2,52,54,34,0,2,3,20,2,0,2,25,27,1,0,0,0,0,1,0,0,1,1,4,0,0,1,4,0,0,0,5,5,272,3,14,-25,213,Austin
2018,10,11,62,5,4,17,72,8,1,9,97,106,23,5,1,4,44,3,1,6,51,57,33,0,1,13,22,3,0,1,38,39,0,0,1,0,0,0,0,1,0,1,6,0,1,0,6,2,0,1,8,9,260,2,18,-24,214,Austin
2019,10,11,64,1,7,15,107,16,3,8,138,146,27,0,4,11,57,9,1,4,77,81,32,1,3,4,41,6,2,4,51,55,1,0,0,0,1,0,0,0,1,1,4,0,0,0,8,1,0,0,9,9,309,2,17,-23,215,Austin
2020,10,11,79,1,6,9,69,12,3,7,90,97,42,0,3,4,40,4,1,3,48,51,30,1,3,5,21,8,1,4,34,38,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,1,0,8,8,276,1,24,-21,217,Austin
2021,10,11,60,4,8,12,77,17,2,12,106,118,35,2,3,9,43,7,1,5,59,64,22,1,3,1,31,7,1,4,39,43,1,0,0,1,1,1,0,0,3,3,2,1,2,1,2,2,0,3,5,8,277,4,17,-27,211,Austin
2022,10,11,67,2,7,9,64,15,1,9,88,97,35,0,3,7,41,10,0,3,58,61,26,2,3,2,19,5,1,5,26,31,1,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,0,1,4,5,243,1,11,-26,212,Austin
2023,10,11,61,2,6,11,50,21,4,8,82,90,27,2,4,3,23,10,2,6,36,42,28,0,2,8,25,9,0,2,42,44,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,2,0,4,4,245,2,15,-25,213,Austin
2024,10,11,73,3,5,8,80,13,5,8,101,109,28,1,0,5,43,5,1,1,53,54,40,2,4,3,27,7,4,6,37,43,0,0,0,0,0,0,0,0,0,0,5,0,1,0,10,1,0,1,11,12,289,0,18,-23,215,Austin
2012,11,11,90,1,9,16,91,4,2,10,111,121,31,0,4,9,34,2,0,4,45,49,51,1,5,5,49,1,2,6,55,61,0,0,0,0,0,0,0,0,0,0,8,0,0,2,8,1,0,0,11,11,319,1,24,7,245,Austin
2013,11,11,75,2,2,23,93,6,0,4,122,126,29,2,0,16,50,3,0,2,69,71,41,0,2,4,35,3,0,2,42,44,1,0,0,1,0,0,0,0,1,1,4,0,0,2,8,0,0,0,10,10,295,2,15,8,246,Austin
2014,11,11,81,1,1,9,85,5,2,2,99,101,31,1,0,7,52,3,1,1,62,63,38,0,1,1,27,2,1,1,30,31,4,0,0,0,0,0,0,0,0,0,8,0,0,1,6,0,0,0,7,7,311,6,21,9,247,Austin
2015,11,11,75,5,9,16,100,7,3,14,123,137,26,1,2,8,55,3,1,3,66,69,46,3,7,5,38,4,2,10,47,57,0,0,0,0,1,0,0,0,1,1,3,1,0,3,6,0,0,1,9,10,333,1,19,10,248,Austin
2016,11,11,79,5,7,13,81,4,1,12,98,110,34,0,3,4,47,0,0,3,51,54,39,3,4,9,28,4,1,7,41,48,1,0,0,0,0,0,0,0,0,0,5,2,0,0,6,0,0,2,6,8,295,1,19,5,243,Austin
2017,11,11,80,4,11,8,49,1,2,15,58,73,31,1,5,4,27,0,0,6,31,37,42,3,5,4,17,1,1,8,22,30,0,0,0,0,0,0,0,0,0,0,7,0,1,0,5,0,1,1,5,6,257,0,25,6,244,Austin
2018,11,11,74,3,3,9,66,4,0,6,79,85,24,0,0,6,34,0,0,0,40,40,48,3,3,3,27,2,0,6,32,38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,7,7,221,0,16,7,245,Austin
2019,11,11,75,2,5,18,86,9,1,7,113,120,30,2,3,4,43,2,1,5,49,54,36,0,2,10,37,5,0,2,52,54,1,0,0,1,0,0,0,0,1,1,8,0,0,3,6,2,0,0,11,11,277,2,27,8,246,Austin
2020,11,11,62,4,4,14,99,15,1,8,128,136,24,1,1,9,47,10,0,2,66,68,34,3,2,5,44,5,1,5,54,59,0,0,0,0,0,0,0,0,0,0,4,0,1,0,8,0,0,1,8,9,291,1,19,10,248,Austin
2021,11,11,52,1,7,13,57,10,0,8,80,88,23,0,0,5,33,5,0,0,43,43,25,1,6,8,21,4,0,7,33,40,2,0,0,0,2,0,0,0,2,2,2,0,1,0,1,1,0,1,2,3,218,7,13,4,242,Austin
2022,11,11,50,2,10,8,58,21,2,12,87,99,22,0,6,3,24,9,1,6,36,42,23,2,4,3,33,12,1,6,48,54,0,0,0,1,0,0,0,0,1,1,5,0,0,1,1,0,0,0,2,2,224,2,10,5,243,Austin
2023,11,11,50,3,5,14,60,25,2,8,99,107,12,1,0,5,26,13,1,1,44,45,36,2,5,9,32,10,1,7,51,58,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,4,4,238,1,15,6,244,Austin
2024,11,11,54,2,7,14,68,12,2,9,94,103,18,2,5,6,32,6,0,7,44,51,34,0,1,6,28,5,2,1,39,40,0,0,0,1,0,0,0,0,1,1,2,0,1,1,8,1,0,1,10,11,232,1,16,8,246,Austin
2012,12,11,78,5,1,22,57,5,5,6,84,90,29,0,1,7,19,5,1,1,31,32,42,4,0,15,32,0,2,4,47,51,1,0,0,0,2,0,0,0,2,2,6,1,0,0,4,0,2,1,4,5,273,3,25,37,275,Austin
2013,12,11,78,1,1,25,79,5,1,2,109,111,30,0,1,17,35,2,1,1,54,55,38,1,0,6,36,2,0,1,44,45,3,0,0,0,0,0,0,0,0,0,7,0,0,2,8,1,0,0,11,11,298,4,26,38,276,Austin
2014,12,11,90,6,2,11,72,6,2,8,89,97,40,1,1,6,32,1,1,2,39,41,47,5,1,4,35,4,1,6,43,49,0,0,0,0,1,0,0,0,1,1,3,0,0,1,4,1,0,0,6,6,293,1,16,39,277,Austin
