year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2012,9,26,22,8,4,13,83,12,1,12,108,120,8,3,2,6,57,7,0,5,70,75,12,5,2,4,13,2,1,7,19,26,0,0,0,1,1,0,0,0,2,2,2,0,0,2,12,3,0,0,17,17,268,5,23,-39,199,San Francisco
2013,9,26,27,13,5,19,116,20,1,18,155,173,15,7,2,10,76,11,1,9,97,106,8,5,2,8,32,6,0,7,46,53,0,0,0,1,0,1,0,0,2,2,4,1,1,0,8,2,0,2,10,12,390,6,25,-38,200,San Francisco
2014,9,26,32,7,11,12,115,18,2,18,145,163,15,4,5,4,65,9,0,9,78,87,11,3,6,5,41,8,2,9,54,63,0,0,0,0,0,0,0,0,0,0,6,0,0,3,9,1,0,0,13,13,355,3,33,-37,201,San Francisco
2015,9,26,19,9,10,7,130,14,3,19,151,170,11,2,3,2,70,9,0,5,81,86,8,7,6,4,51,3,1,13,58,71,0,0,0,0,1,0,0,0,1,1,0,0,1,1,8,2,2,1,11,12,320,2,25,-36,202,San Francisco
2016,9,26,22,2,9,14,104,16,2,11,134,145,6,1,5,10,57,9,2,6,76,82,9,1,2,4,34,5,0,3,43,46,2,0,0,0,2,0,0,0,2,2,5,0,2,0,11,2,0,2,13,15,326,5,27,-41,197,San Francisco
2017,9,26,26,9,4,20,118,14,0,13,152,165,13,3,2,11,65,5,0,5,81,86,10,4,2,8,40,7,0,6,55,61,0,0,0,1,1,1,0,0,3,3,3,2,0,0,12,1,0,2,13,15,339,5,32,-40,198,San Francisco
2018,9,26,20,10,5,10,45,81,2,15,136,151,11,6,4,5,28,43,1,10,76,86,8,4,1,5,13,15,1,5,33,38,1,0,0,0,0,1,0,0,1,1,0,0,0,0,4,22,0,0,26,26,277,2,29,-39,199,San Francisco
2019,9,26,17,8,9,15,54,100,2,17,169,186,11,6,6,8,37,54,0,12,99,111,5,2,1,6,13,32,2,3,51,54,0,0,0,0,1,0,0,0,1,1,1,0,2,1,3,14,0,2,18,20,324,3,27,-38,200,San Francisco
2020,9,26,22,5,7,18,44,46,7,12,108,120,10,3,2,7,32,24,3,5,63,68,11,2,5,11,10,15,4,7,36,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,0,0,9,9,216,0,17,-36,202,San Francisco
2021,9,26,29,6,7,17,42,75,1,13,134,147,13,2,4,7,29,42,0,6,78,84,15,4,2,9,8,28,0,6,45,51,0,0,0,0,2,1,0,0,3,3,1,0,1,1,3,4,1,1,8,9,267,3,17,-42,196,San Francisco
2022,9,26,19,7,11,13,53,82,0,18,148,166,12,2,5,5,38,49,0,7,92,99,4,2,5,8,11,23,0,7,42,49,0,1,0,0,1,0,0,1,1,2,3,2,1,0,3,10,0,3,13,16,261,2,22,-41,197,San Francisco
2023,9,26,23,6,8,13,30,68,2,14,111,125,13,2,3,4,22,41,1,5,67,72,8,4,2,8,8,22,1,6,38,44,0,0,1,0,0,1,0,1,1,2,2,0,2,1,0,4,0,2,5,7,245,3,17,-40,198,San Francisco
2024,9,26,12,3,5,16,39,32,2,8,87,95,7,2,2,3,29,15,1,4,47,51,5,0,3,12,8,15,1,3,35,38,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,2,0,1,4,5,199,1,9,-38,200,San Francisco
2012,10,26,34,10,10,12,109,22,3,20,143,163,12,3,1,5,54,11,2,4,70,74,15,6,7,5,44,8,1,13,57,70,0,0,0,0,0,0,0,0,0,0,7,1,2,2,11,3,0,3,16,19,358,1,34,-9,229,San Francisco
2013,10,26,20,10,3,13,124,14,0,13,151,164,7,2,2,8,59,5,0,4,72,76,11,7,1,4,50,8,0,8,62,70,0,0,0,0,0,0,0,0,0,0,2,1,0,1,15,1,0,1,17,18,344,2,31,-8,230,San Francisco
2014,10,26,23,3,6,7,103,23,2,9,133,142,12,2,2,2,54,11,1,4,67,71,10,1,3,4,45,10,0,4,59,63,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,2,1,1,7,8,305,1,20,-7,231,San Francisco
2015,10,26,18,14,4,10,98,29,0,18,137,155,6,6,1,6,58,11,0,7,75,82,11,8,3,3,25,15,0,11,43,54,0,0,0,0,0,1,0,0,1,1,1,0,0,1,15,2,0,0,18,18,345,2,29,-6,232,San Francisco
2016,10,26,29,8,4,12,124,10,4,12,146,158,10,4,1,3,72,5,4,5,80,85,18,1,2,8,31,4,0,3,43,46,0,1,0,0,4,0,0,1,4,5,1,2,1,1,17,1,0,3,19,22,336,8,37,-11,227,San Francisco
2017,10,26,30,10,2,16,155,16,1,12,187,199,18,5,0,8,84,6,1,5,98,103,10,5,2,7,46,8,0,7,61,68,0,0,0,0,3,0,0,0,3,3,2,0,0,1,22,2,0,0,25,25,381,4,38,-10,228,San Francisco
2018,10,26,28,8,4,17,56,94,0,12,167,179,11,4,1,9,32,39,0,5,80,85,16,1,2,5,19,45,0,3,69,72,0,0,0,0,0,1,0,0,1,1,1,3,1,3,5,9,0,4,17,21,313,3,35,-9,229,San Francisco
2019,10,26,25,18,9,8,71,111,1,27,190,217,15,9,2,0,27,67,0,11,94,105,7,8,7,7,39,28,1,15,74,89,0,0,0,0,0,0,0,0,0,0,3,1,0,1,5,16,0,1,22,23,350,0,35,-8,230,San Francisco
2020,10,26,17,5,9,17,24,71,3,14,112,126,8,3,7,8,11,46,1,10,65,75,7,1,1,8,11,23,2,2,42,44,0,0,0,0,1,0,0,0,1,1,2,1,1,1,1,2,0,2,4,6,224,2,12,-6,232,San Francisco
2021,10,26,26,2,7,18,30,107,2,9,155,164,19,1,6,5,24,71,1,7,100,107,6,1,1,12,3,24,1,2,39,41,0,0,0,1,0,0,0,0,1,1,1,0,0,0,3,12,0,0,15,15,282,3,22,-12,226,San Francisco
2022,10,26,12,6,5,18,40,88,4,11,146,157,7,4,4,8,27,45,2,8,80,88,5,2,0,9,11,29,2,2,49,51,0,0,0,0,0,1,0,0,1,1,0,0,1,1,2,13,0,1,16,17,264,3,20,-11,227,San Francisco
2023,10,26,13,6,3,15,35,57,2,9,107,116,4,2,2,3,25,27,2,4,55,59,8,4,1,12,6,19,0,5,37,42,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,11,0,0,14,14,222,2,20,-10,228,San Francisco
2024,10,26,18,11,5,11,45,38,4,16,94,110,11,3,2,4,22,18,2,5,44,49,6,7,3,6,17,14,2,10,37,47,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,6,0,1,13,14,192,0,22,-8,230,San Francisco
2012,11,26,23,10,5,19,69,18,4,15,106,121,8,2,1,8,27,5,2,3,40,43,13,8,3,10,30,8,2,11,48,59,0,0,0,1,1,1,0,0,3,3,2,0,1,0,11,4,0,1,15,16,280,3,33,22,260,San Francisco
2013,11,26,24,7,3,17,74,13,2,10,104,114,11,3,3,9,35,6,2,6,50,56,10,3,0,6,25,7,0,3,38,41,0,0,0,0,3,0,0,0,3,3,3,1,0,2,11,0,0,1,13,14,287,5,30,23,261,San Francisco
2014,11,26,26,7,2,27,127,21,2,9,175,184,8,3,1,13,59,9,2,4,81,85,14,2,1,11,49,6,0,3,66,69,0,0,0,0,2,1,0,0,3,3,4,2,0,3,17,5,0,2,25,27,360,6,42,24,262,San Francisco
2015,11,26,13,3,0,16,39,16,0,3,71,74,7,2,0,3,18,5,0,2,26,28,5,1,0,8,17,8,0,1,33,34,0,0,0,3,0,1,0,0,4,4,1,0,0,2,4,2,0,0,8,8,230,4,15,25,263,San Francisco
2016,11,26,39,5,8,20,121,19,3,13,160,173,12,3,1,7,43,6,0,4,56,60,24,2,5,12,67,11,3,7,90,97,1,0,0,0,0,0,0,0,0,0,2,0,2,1,11,2,0,2,14,16,351,4,30,20,258,San Francisco
2017,11,26,23,2,8,6,121,5,3,10,132,142,8,0,3,1,53,2,1,3,56,59,10,2,5,4,52,2,1,7,58,65,0,0,0,0,2,1,0,0,3,3,5,0,0,1,14,0,1,0,15,15,279,4,31,21,259,San Francisco
2018,11,26,17,4,4,18,56,76,2,8,150,158,8,1,1,4,36,30,0,2,70,72,9,3,3,12,13,36,2,6,61,67,0,0,0,1,2,0,0,0,3,3,0,0,0,1,5,10,0,0,16,16,286,4,28,22,260,San Francisco
2019,11,26,25,8,3,14,30,101,4,11,145,156,12,3,1,8,16,54,3,4,78,82,11,5,2,5,9,36,0,7,50,57,1,0,0,0,0,0,1,0,0,0,1,0,0,1,5,11,0,0,17,17,274,3,26,23,261,San Francisco
2020,11,26,18,4,6,14,18,55,0,10,87,97,6,4,4,5,10,23,0,8,38,46,12,0,2,8,8,23,0,2,39,41,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,8,0,0,9,9,176,2,12,25,263,San Francisco
2021,11,26,29,4,9,15,54,125,3,13,194,207,12,3,3,2,34,51,2,6,87,93,11,1,4,12,15,53,1,5,80,85,1,0,1,0,1,0,0,1,1,2,5,0,1,1,4,21,0,1,26,27,305,3,39,19,257,San Francisco
2022,11,26,19,6,4,12,40,74,2,10,126,136,6,2,0,3,21,38,1,2,62,64,10,4,3,8,14,29,1,7,51,58,1,0,0,0,0,1,0,0,1,1,2,0,1,1,5,6,0,1,12,13,231,4,26,20,258,San Francisco
2023,11,26,22,6,4,19,26,69,2,10,114,124,12,2,1,10,11,43,1,3,64,67,10,4,2,8,9,17,1,6,34,40,0,0,0,1,0,0,0,0,1,1,0,0,1,0,6,9,0,1,15,16,212,2,22,21,259,San Francisco
2024,11,26,14,7,2,8,32,34,4,9,74,83,0,5,1,3,19,10,0,6,32,38,10,2,1,4,8,18,2,3,30,33,0,0,0,0,0,1,1,0,1,1,4,0,0,1,5,5,1,0,11,11,181,2,27,23,261,San Francisco
2012,12,26,25,6,0,12,87,14,0,6,113,119,9,6,0,4,44,3,0,6,51,57,12,0,0,4,29,6,0,0,39,39,0,0,0,0,2,0,0,0,2,2,4,0,0,4,12,5,0,0,21,21,240,3,31,52,290,San Francisco
2013,12,26,16,5,3,10,63,16,0,8,89,97,4,3,2,7,27,7,0,5,41,46,10,1,1,3,29,6,0,2,38,40,0,0,0,0,1,0,0,0,1,1,2,1,0,0,6,3,0,1,9,10,192,1,22,53,291,San Francisco
2014,12,26,19,12,4,15,128,16,3,16,159,175,6,9,1,5,58,3,1,10,66,76,12,3,3,9,50,10,2,6,69,75,0,0,0,1,0,0,0,0,1,1,1,0,0,0,20,3,0,0,23,23,330,3,41,54,292,San Francisco
2015,12,26,20,6,3,10,104,15,0,9,129,138,4,1,0,7,51,5,0,1,63,64,11,2,3,3,39,7,0,5,49,54,0,0,0,0,0,0,0,0,0,0,5,3,0,0,14,3,0,3,17,20,301,2,37,55,293,San Francisco
2016,12,26,28,5,3,14,86,8,3,8,108,116,8,1,1,4,34,4,2,2,42,44,17,4,2,9,35,4,1,6,48,54,0,0,0,0,0,0,0,0,0,0,3,0,0,1,17,0,0,0,18,18,276,2,38,50,288,San Francisco
2017,12,26,21,4,3,9,90,15,1,7,114,121,8,2,1,6,36,8,1,3,50,53,9,2,2,2,40,6,0,4,48,52,0,0,0,1,0,0,0,0,1,1,4,0,0,0,14,1,0,0,15,15,248,2,22,51,289,San Francisco
2018,12,26,17,11,2,8,29,100,1,13,137,150,2,6,1,2,13,33,0,7,48,55,10,5,1,6,11,46,1,6,63,69,0,0,0,0,0,1,0,0,1,1,5,0,0,0,5,20,0,0,25,25,259,3,41,52,290,San Francisco
2019,12,26,23,8,4,9,30,73,1,12,112,124,4,5,2,1,18,30,1,7,49,56,16,3,1,6,9,29,0,4,44,48,1,0,0,0,0,1,0,0,1,1,2,0,1,2,3,13,0,1,18,19,233,6,28,53,291,San Francisco
2020,12,26,22,5,5,25,24,79,1,10,128,138,10,2,3,8,16,40,1,5,64,69,8,3,2,13,6,28,0,5,47,52,1,0,0,0,0,1,0,0,1,1,3,0,0,4,2,10,0,0,16,16,216,3,26,55,293,San Francisco
2021,12,26,8,5,7,16,32,66,1,12,114,126,3,1,3,5,16,32,0,4,53,57,4,4,3,10,9,20,0,7,39,46,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,14,1,1,22,23,197,1,31,49,287,San Francisco
2022,12,26,17,2,3,14,23,112,2,5,149,154,7,1,1,3,13,56,1,2,72,74,10,1,2,10,5,32,1,3,47,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,24,0,0,30,30,233,1,36,50,288,San Francisco
2023,12,26,9,7,6,16,19,35,4,13,70,83,4,1,3,3,5,17,2,4,25,29,4,6,3,11,10,11,1,9,32,41,0,0,0,0,1,0,0,0,1,1,1,0,0,2,3,7,1,0,12,12,169,1,21,51,289,San Francisco
2024,12,26,16,3,4,10,24,24,2,7,58,65,5,0,3,1,11,10,0,3,22,25,9,3,1,8,7,10,1,4,25,29,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,4,1,0,11,11,159,1,17,53,291,San Francisco
2012,1,27,30,9,4,15,90,12,0,13,117,130,13,4,1,10,45,4,0,5,59,64,12,5,3,4,36,5,0,8,45,53,0,0,0,0,2,0,0,0,2,2,5,0,0,1,7,3,0,0,11,11,322,4,30,-282,-44,San Francisco
2013,1,27,32,13,7,11,91,16,0,20,118,138,13,5,2,5,45,6,0,7,56,63,18,6,5,2,37,6,0,11,45,56,0,0,0,1,0,1,0,0,2,2,1,2,0,3,9,3,0,2,15,17,294,4,28,-280,-42,San Francisco
2014,1,27,22,11,2,17,109,18,5,13,144,157,12,4,1,8,45,5,2,5,58,63,7,7,1,6,40,10,3,8,56,64,0,0,0,1,2,0,0,0,3,3,3,0,0,2,22,3,0,0,27,27,321,5,42,-279,-41,San Francisco
2015,1,27,24,4,5,12,137,16,3,9,165,174,8,1,4,7,64,8,2,5,79,84,13,3,1,5,52,4,1,4,61,65,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,4,0,0,25,25,359,3,39,-278,-40,San Francisco
2016,1,27,23,9,7,19,111,12,3,16,142,158,12,2,5,9,43,5,2,7,57,64,9,7,0,7,53,3,1,7,63,70,0,0,0,1,2,1,0,0,4,4,2,0,2,2,13,3,0,2,18,20,332,4,32,-284,-46,San Francisco
2017,1,27,39,5,5,6,133,20,2,10,159,169,15,2,2,2,71,8,2,4,81,85,19,3,2,3,47,9,0,5,59,64,0,0,0,0,2,0,0,0,2,2,5,0,1,1,13,3,0,1,17,18,347,5,35,-282,-44,San Francisco
2018,1,27,27,6,3,17,123,13,2,9,153,162,10,2,1,6,66,6,1,3,78,81,15,3,2,8,41,5,1,5,54,59,1,0,0,1,1,0,0,0,2,2,1,1,0,2,15,2,0,1,19,20,305,5,33,-281,-43,San Francisco
2019,1,27,19,8,7,11,43,73,2,15,127,142,7,4,3,4,23,33,1,7,60,67,8,4,4,6,16,32,1,8,54,62,1,0,0,0,0,0,0,0,0,0,3,0,0,1,4,8,0,0,13,13,248,2,22,-280,-42,San Francisco
2020,1,27,11,6,5,18,48,85,4,11,151,162,4,2,3,6,25,34,2,5,65,70,7,4,2,10,16,44,2,6,70,76,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,0,0,16,16,264,0,19,-279,-41,San Francisco
2021,1,27,15,3,2,23,30,71,3,5,124,129,6,3,0,6,19,42,1,3,67,70,9,0,2,15,10,25,1,2,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,0,7,7,219,0,13,-284,-46,San Francisco
2022,1,27,15,8,1,25,36,81,2,9,142,151,5,6,0,6,24,33,1,6,63,69,10,2,1,16,9,42,1,3,67,70,0,0,0,0,0,1,0,0,1,1,0,0,0,3,3,5,0,0,11,11,243,6,16,-283,-45,San Francisco
2023,1,27,27,5,2,20,33,111,2,7,164,171,9,2,0,11,21,61,1,2,93,95,17,2,2,7,8,36,1,4,51,55,0,0,0,1,0,4,0,0,5,5,1,1,0,1,4,10,0,1,15,16,287,5,20,-282,-44,San Francisco
2024,1,27,16,9,4,13,31,63,2,13,107,120,8,1,1,5,16,32,0,2,53,55,8,6,2,8,12,27,2,8,47,55,0,1,0,0,0,1,0,1,1,2,0,1,1,0,3,3,0,2,6,8,229,2,13,-281,-43,San Francisco
2012,2,27,25,7,2,18,56,20,1,9,94,103,10,2,1,11,30,7,0,3,48,51,12,5,1,6,21,12,1,6,39,45,0,0,0,1,0,0,0,0,1,1,3,0,0,0,5,1,0,0,6,6,263,1,21,-251,-13,San Francisco
2013,2,27,29,14,4,10,94,12,5,18,116,134,17,4,2,3,53,3,1,6,59,65,11,8,2,5,26,7,3,10,38,48,0,0,0,1,1,0,0,0,2,2,1,2,0,1,14,2,1,2,17,19,302,2,31,-249,-11,San Francisco
2014,2,27,25,11,4,24,85,19,2,15,128,143,10,3,2,7,51,11,2,5,69,74,11,8,2,13,29,8,0,10,50,60,0,0,0,2,0,0,0,0,2,2,4,0,0,2,5,0,0,0,7,7,314,2,20,-248,-10,San Francisco
2015,2,27,20,9,3,18,118,22,4,12,158,170,6,2,2,7,62,7,2,4,76,80,12,5,0,6,43,12,2,5,61,66,0,0,0,0,0,0,0,0,0,0,2,2,1,5,13,3,0,3,21,24,360,0,45,-247,-9,San Francisco
2016,2,27,19,4,12,13,133,18,1,16,164,180,13,2,5,6,74,6,1,7,86,93,5,2,5,5,56,11,0,7,72,79,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,2,6,8,329,4,16,-253,-15,San Francisco
2017,2,27,24,5,4,14,125,11,3,9,150,159,13,4,2,5,70,8,1,6,83,89,7,1,2,9,38,3,2,3,50,53,1,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,0,17,17,331,1,26,-251,-13,San Francisco
2018,2,27,17,6,5,5,91,8,0,11,104,115,9,4,4,3,43,3,0,8,49,57,3,2,1,2,29,5,0,3,36,39,1,0,0,0,0,0,0,0,0,0,4,0,0,0,19,0,0,0,19,19,234,3,26,-250,-12,San Francisco
2019,2,27,24,6,4,10,42,77,1,10,129,139,9,3,1,6,24,30,1,4,60,64,12,3,3,3,12,41,0,6,56,62,0,0,0,0,0,0,0,0,0,0,3,0,0,1,6,6,0,0,13,13,262,2,20,-249,-11,San Francisco
2020,2,27,16,10,4,16,47,63,3,14,126,140,5,5,2,9,33,31,2,7,73,80,8,4,2,6,9,22,1,6,37,43,0,0,0,0,0,0,0,0,0,0,3,1,0,1,5,10,0,1,16,17,260,2,23,-248,-10,San Francisco
2021,2,27,17,4,1,24,29,66,6,5,119,124,10,0,0,10,18,37,3,0,65,65,6,4,1,11,10,19,3,5,40,45,0,0,0,1,0,2,0,0,3,3,1,0,0,2,1,8,0,0,11,11,225,3,16,-253,-15,San Francisco
2022,2,27,12,9,5,12,32,83,1,14,127,141,6,3,3,5,18,45,1,6,68,74,4,6,1,4,8,33,0,7,45,52,1,0,0,2,1,0,0,0,3,3,1,0,1,1,5,5,0,1,11,12,213,4,20,-252,-14,San Francisco
2023,2,27,19,1,10,16,35,69,3,11,120,131,11,0,9,8,17,38,1,9,63,72,6,0,1,8,13,23,1,1,44,45,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,8,1,1,13,14,229,2,27,-251,-13,San Francisco
2024,2,27,17,2,7,13,38,49,1,9,100,109,6,1,3,5,28,18,1,4,51,55,9,1,3,8,7,28,0,4,43,47,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,3,0,1,6,7,230,0,16,-250,-12,San Francisco
2012,3,27,25,3,0,15,45,11,1,3,71,74,13,2,0,9,30,8,0,2,47,49,10,0,0,5,10,1,1,0,16,16,0,1,0,0,0,0,0,1,0,1,2,0,0,1,5,2,0,0,8,8,223,1,20,-222,16,San Francisco
2013,3,27,22,12,5,13,86,11,1,17,110,127,12,5,1,6,49,4,0,6,59,65,9,7,4,4,28,6,1,11,38,49,0,0,0,0,1,0,0,0,1,1,1,0,0,3,8,1,0,0,12,12,320,4,20,-221,17,San Francisco
2014,3,27,26,5,5,7,128,16,4,10,151,161,16,1,3,5,78,9,2,4,92,96,9,2,1,2,35,4,1,3,41,44,0,1,0,0,0,0,0,1,0,1,1,1,1,0,15,3,1,2,18,20,350,2,31,-220,18,San Francisco
2015,3,27,27,4,7,18,120,28,3,11,166,177,19,1,2,10,72,17,2,3,99,102,7,2,4,6,28,7,1,6,41,47,0,0,0,0,1,0,0,0,1,1,1,1,1,2,19,4,0,2,25,27,369,2,43,-219,19,San Francisco
2016,3,27,25,5,7,16,85,11,2,12,112,124,14,2,4,9,49,6,2,6,64,70,9,3,3,7,26,3,0,6,36,42,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,2,0,0,12,12,290,1,23,-224,14,San Francisco
2017,3,27,38,8,7,9,133,8,2,15,150,165,17,3,1,3,84,2,2,4,89,93,17,4,4,5,35,6,0,8,46,54,0,0,1,0,1,0,0,1,1,2,4,1,1,1,13,0,0,2,14,16,358,4,27,-223,15,San Francisco
2018,3,27,33,2,6,11,95,14,3,8,120,128,16,1,2,3,58,7,2,3,68,71,10,0,3,7,23,7,1,3,37,40,0,0,0,0,2,0,0,0,2,2,7,1,1,1,12,0,0,2,13,15,274,3,29,-222,16,San Francisco
2019,3,27,18,7,2,8,43,59,1,9,110,119,10,6,1,2,33,40,1,7,75,82,8,1,1,4,7,10,0,2,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,0,0,14,14,244,1,21,-221,17,San Francisco
2020,3,27,18,6,5,20,23,47,1,11,90,101,11,3,4,7,16,26,0,7,49,56,6,1,1,11,6,17,1,2,34,36,0,0,0,1,0,0,0,0,1,1,1,2,0,1,1,4,0,2,6,8,168,1,11,-219,19,San Francisco
2021,3,27,13,3,8,14,41,52,5,11,107,118,7,3,3,6,32,36,1,6,74,80,5,0,5,7,5,16,3,5,28,33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,0,5,5,228,2,12,-225,13,San Francisco
2022,3,27,27,5,3,19,41,76,1,8,136,144,9,3,2,6,25,42,0,5,73,78,15,1,1,12,15,25,1,2,52,54,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,9,0,1,11,12,249,1,17,-224,14,San Francisco
2023,3,27,14,8,5,14,37,89,4,13,140,153,11,5,3,5,22,49,3,8,76,84,3,3,1,7,12,31,1,4,50,54,0,0,0,2,1,0,0,0,3,3,0,0,1,0,2,9,0,1,11,12,269,5,18,-223,15,San Francisco
2024,3,27,16,6,8,13,27,54,3,14,94,108,10,3,4,8,25,39,3,7,72,79,6,3,0,5,1,11,0,3,17,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,0,4,5,9,262,1,14,-221,17,San Francisco
2012,4,27,26,5,6,23,67,17,3,11,107,118,13,2,3,16,42,4,1,5,62,67,7,3,2,6,17,8,2,5,31,36,1,0,0,0,1,1,0,0,2,2,5,0,1,1,7,4,0,1,12,13,321,5,28,-191,47,San Francisco
2013,4,27,36,13,5,13,104,10,2,18,127,145,23,3,3,10,67,6,0,6,83,89,11,7,2,2,26,2,2,9,30,39,0,1,0,0,1,0,0,1,1,2,2,2,0,1,10,2,0,2,13,15,328,2,31,-190,48,San Francisco
2014,4,27,29,11,7,7,90,16,2,18,113,131,15,3,5,2,53,7,2,8,62,70,14,7,2,2,26,4,0,9,32,41,0,0,0,0,0,0,0,0,0,0,0,1,0,3,11,5,0,1,19,20,284,0,29,-189,49,San Francisco
2015,4,27,18,11,8,10,97,21,1,19,128,147,13,5,2,5,65,11,1,7,81,88,5,5,4,4,16,6,0,9,26,35,0,0,0,0,1,0,0,0,1,1,0,1,2,1,15,4,0,3,20,23,308,1,33,-188,50,San Francisco
2016,4,27,18,9,2,8,82,20,2,11,110,121,10,6,1,5,69,10,2,7,84,91,6,3,1,2,8,9,0,4,19,23,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,1,0,0,7,7,277,0,24,-193,45,San Francisco
2017,4,27,20,11,0,21,132,18,3,11,171,182,10,6,0,10,85,15,1,6,110,116,7,3,0,7,25,2,2,3,34,37,0,0,0,0,3,0,0,0,3,3,3,2,0,4,19,1,0,2,24,26,345,5,40,-192,46,San Francisco
2018,4,27,28,12,9,15,87,14,1,21,116,137,20,7,5,10,52,8,0,12,70,82,6,4,0,5,25,4,1,4,34,38,0,0,0,0,0,2,0,0,2,2,2,1,4,0,10,0,0,5,10,15,287,2,31,-191,47,San Francisco
2019,4,27,22,8,5,9,46,95,1,13,150,163,13,2,4,6,24,53,0,6,83,89,6,4,1,2,18,30,1,5,50,55,0,0,0,1,0,0,0,0,1,1,3,2,0,0,4,12,0,2,16,18,278,2,25,-190,48,San Francisco
2020,4,27,13,6,3,19,47,25,3,9,91,100,10,4,0,9,31,13,2,4,53,57,2,2,2,7,12,9,1,4,28,32,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,3,0,1,10,11,173,0,19,-188,50,San Francisco
2021,4,27,22,9,8,22,32,56,0,17,110,127,13,6,5,10,24,42,0,11,76,87,8,2,3,11,6,8,0,5,25,30,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,6,0,1,9,10,228,0,16,-194,44,San Francisco
2022,4,27,18,9,7,17,37,64,4,16,118,134,10,5,3,9,29,40,2,8,78,86,5,3,2,7,8,18,2,5,33,38,0,0,0,1,0,0,0,0,1,1,3,1,2,0,0,6,0,3,6,9,229,2,18,-193,45,San Francisco
2023,4,27,18,5,10,12,44,54,2,15,110,125,14,3,6,2,30,35,0,9,67,76,2,2,1,8,14,10,1,3,32,35,0,0,0,1,0,0,0,0,1,1,2,0,3,1,0,9,1,3,10,13,257,1,20,-192,46,San Francisco
2024,4,27,16,0,10,14,50,37,2,10,101,111,7,0,2,3,33,25,1,2,61,63,6,0,7,10,11,7,1,7,28,35,1,0,0,0,1,1,0,0,2,2,2,0,1,1,5,4,0,1,10,11,190,3,18,-190,48,San Francisco
2012,5,27,28,2,13,9,83,13,1,15,105,120,16,0,8,5,64,7,0,8,76,84,11,1,4,3,9,4,1,5,16,21,0,1,0,0,0,0,0,1,0,1,1,0,1,1,10,2,0,1,13,14,281,4,24,-161,77,San Francisco
2013,5,27,15,9,5,10,64,15,2,14,89,103,9,4,2,10,46,9,0,6,65,71,3,4,3,0,10,4,1,7,14,21,0,0,0,0,0,0,0,0,0,0,3,1,0,0,8,2,1,1,10,11,255,0,20,-160,78,San Francisco
2014,5,27,23,7,3,7,90,20,0,10,117,127,18,5,2,5,59,13,0,7,77,84,3,2,1,1,13,4,0,3,18,21,0,0,0,0,0,0,0,0,0,0,2,0,0,1,18,3,0,0,22,22,287,1,34,-159,79,San Francisco
2015,5,27,22,11,2,16,127,26,2,13,169,182,15,5,1,11,95,18,1,6,124,130,4,2,1,5,17,2,0,3,24,27,0,1,0,0,2,0,0,1,2,3,3,3,0,0,13,6,1,3,19,22,358,4,42,-158,80,San Francisco
