year,month,day,calls_disorder,calls_behavior,calls_traffic,calls_gun,calls_robbery,calls_burglary,calls_aggravated_assault,calls_theft,calls_mv_theft,calls_violent,calls_property,calls_index,calls_disorder_day,calls_behavior_day,calls_traffic_day,calls_gun_day,calls_robbery_day,calls_burglary_day,calls_aggravated_assault_day,calls_theft_day,calls_mv_theft_day,calls_violent_day,calls_property_day,calls_index_day,calls_disorder_night,calls_behavior_night,calls_traffic_night,calls_gun_night,calls_robbery_night,calls_burglary_night,calls_aggravated_assault_night,calls_theft_night,calls_mv_theft_night,calls_violent_night,calls_property_night,calls_index_night,calls_disorder_is_sunrise,calls_behavior_is_sunrise,calls_traffic_is_sunrise,calls_gun_is_sunrise,calls_robbery_is_sunrise,calls_burglary_is_sunrise,calls_aggravated_assault_is_sunrise,calls_theft_is_sunrise,calls_mv_theft_is_sunrise,calls_violent_is_sunrise,calls_property_is_sunrise,calls_index_is_sunrise,calls_disorder_is_sunset,calls_behavior_is_sunset,calls_traffic_is_sunset,calls_gun_is_sunset,calls_robbery_is_sunset,calls_burglary_is_sunset,calls_aggravated_assault_is_sunset,calls_theft_is_sunset,calls_mv_theft_is_sunset,calls_violent_is_sunset,calls_property_is_sunset,calls_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city,date
2012,7,1,67,42,11,2,1,2,0,6,3,1,11,12,21,25,9,0,0,1,0,6,2,0,9,9,35,11,0,1,1,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,11,5,2,1,0,0,0,0,1,0,1,1,535,5,55,-126,112,Hartford,2012-07-01
2013,7,1,51,56,19,0,1,8,0,15,4,1,27,28,27,33,18,0,1,7,0,13,3,1,23,24,11,16,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,2,1,0,3,3,754,2,80,-125,113,Hartford,2013-07-01
2014,7,1,52,60,14,1,1,3,1,16,5,2,24,26,25,48,12,0,0,3,1,12,5,1,20,21,14,6,1,1,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,12,6,1,0,0,0,0,3,0,0,3,3,789,1,66,-124,114,Hartford,2014-07-01
2015,7,1,85,62,20,3,1,4,0,9,5,1,18,19,68,48,18,1,0,4,0,8,5,0,17,17,7,8,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,1,0,0,0,1,0,0,1,1,677,4,61,-123,115,Hartford,2015-07-01
2016,7,1,64,46,24,8,0,3,0,11,1,0,15,15,36,35,17,4,0,3,0,8,1,0,12,12,18,7,2,3,0,0,0,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,9,4,5,1,0,0,0,0,0,0,0,0,561,4,59,-128,110,Hartford,2016-07-01
2017,7,1,59,30,26,5,0,2,0,14,2,0,18,18,28,17,15,2,0,2,0,13,2,0,17,17,20,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,11,3,3,1,0,0,0,0,0,0,0,0,537,6,51,-127,111,Hartford,2017-07-01
2018,7,1,63,22,19,4,0,4,0,13,1,0,18,18,26,12,12,1,0,1,0,11,0,0,12,12,23,8,4,3,0,1,0,2,1,0,4,4,3,0,0,0,0,1,0,0,0,0,1,1,11,2,3,0,0,1,0,0,0,0,1,1,440,7,54,-126,112,Hartford,2018-07-01
2019,7,1,54,28,19,4,0,2,1,7,3,1,12,13,32,20,16,3,0,2,1,6,2,1,10,11,12,4,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,0,0,0,0,1,0,0,1,1,574,3,65,-125,113,Hartford,2019-07-01
2020,7,1,66,37,13,0,1,0,1,7,0,2,7,9,26,25,12,0,1,0,1,6,0,2,6,8,13,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,6,1,0,0,0,0,1,0,0,1,1,975,4,111,-123,115,Hartford,2020-07-01
2021,7,1,26,21,15,2,0,0,0,8,2,0,10,10,22,18,14,1,0,0,0,8,1,0,9,9,4,3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,3,0,-129,109,Hartford,2021-07-01
2022,7,1,44,29,22,8,0,4,3,19,7,3,30,33,23,22,17,3,0,3,0,19,5,0,27,27,12,5,3,4,0,1,1,0,2,1,3,4,1,1,0,0,0,0,2,0,0,2,0,2,8,1,2,1,0,0,0,0,0,0,0,0,391,4,32,-128,110,Hartford,2022-07-01
2023,7,1,75,49,22,27,0,3,3,10,7,3,20,23,27,33,12,4,0,3,3,6,6,3,15,18,31,7,9,22,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,9,1,1,0,0,0,2,0,0,2,2,495,4,85,-127,111,Hartford,2023-07-01
2024,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-07-01
2012,8,1,46,56,21,0,2,1,0,14,0,2,15,17,29,36,20,0,0,1,0,11,0,0,12,12,13,14,1,0,1,0,0,3,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,1,0,0,0,0,1,0,1,783,1,58,-95,143,Hartford,2012-08-01
2013,8,1,65,60,27,0,5,3,1,23,1,6,27,33,38,44,21,0,4,2,0,16,1,4,19,23,19,10,4,0,1,1,1,5,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,2,0,0,2,2,890,2,85,-94,144,Hartford,2013-08-01
2014,8,1,53,53,22,4,1,1,1,14,4,2,19,21,27,35,17,1,1,1,0,12,3,1,16,17,17,15,5,2,0,0,1,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,1,0,0,0,0,0,0,0,0,706,6,62,-93,145,Hartford,2014-08-01
2015,8,1,61,33,18,0,1,4,3,11,2,4,17,21,26,21,10,0,1,3,2,9,2,3,14,17,25,8,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,1,2,0,1,2,3,511,4,55,-92,146,Hartford,2015-08-01
2016,8,1,43,31,22,3,0,0,2,16,3,2,19,21,26,22,17,1,0,0,2,15,3,2,18,20,14,6,3,2,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,521,9,35,-97,141,Hartford,2016-08-01
2017,8,1,48,58,24,5,1,7,0,11,2,1,20,21,31,45,22,1,0,6,0,11,0,0,17,17,14,5,2,2,1,1,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,2,0,0,0,0,1,0,1,1,647,0,52,-96,142,Hartford,2017-08-01
2018,8,1,42,46,19,3,0,2,1,16,4,1,22,23,24,35,15,0,0,1,0,14,2,0,17,17,11,7,1,2,0,0,1,2,1,1,3,4,0,0,0,0,0,0,0,0,1,0,1,1,7,4,3,1,0,1,0,0,0,0,1,1,646,5,54,-95,143,Hartford,2018-08-01
2019,8,1,33,63,23,9,0,1,0,13,0,0,14,14,22,46,19,3,0,1,0,12,0,0,13,13,6,10,1,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,0,0,0,0,0,0,0,0,770,3,75,-94,144,Hartford,2019-08-01
2020,8,1,63,33,12,7,1,0,2,8,4,3,12,15,17,20,7,0,0,0,1,7,3,1,10,11,33,9,5,6,0,0,1,1,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,11,4,0,0,1,0,0,0,0,1,0,1,1022,5,172,-92,146,Hartford,2020-08-01
2021,8,1,53,27,14,14,0,1,0,4,7,0,12,12,17,16,7,5,0,1,0,2,5,0,8,8,26,8,2,8,0,0,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,1,0,0,0,0,0,0,0,0,323,1,40,-98,140,Hartford,2021-08-01
2022,8,1,44,34,10,16,0,0,4,16,7,4,23,27,34,24,10,3,0,0,0,12,7,0,19,19,8,6,0,11,0,0,4,2,0,4,2,6,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,2,0,0,2,2,379,1,34,-97,141,Hartford,2022-08-01
2023,8,1,29,35,13,10,0,5,3,23,13,3,41,44,14,26,8,4,0,3,3,22,8,3,33,36,8,7,5,6,0,1,0,1,2,0,4,4,0,0,0,0,0,1,0,0,1,0,2,2,7,2,0,0,0,0,0,0,2,0,2,2,448,4,29,-96,142,Hartford,2023-08-01
2024,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-08-01
2012,9,1,89,44,20,2,2,5,0,10,2,2,17,19,28,18,5,0,0,5,0,4,1,0,10,10,52,21,14,2,2,0,0,4,1,2,5,7,0,0,1,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,2,0,0,2,2,664,6,72,-64,174,Hartford,2012-09-01
2013,9,1,69,61,13,2,2,2,0,9,4,2,15,17,37,44,6,1,0,2,0,4,3,0,9,9,22,11,6,1,2,0,0,5,1,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,0,0,0,0,0,0,0,0,0,588,3,60,-63,175,Hartford,2013-09-01
2014,9,1,27,26,8,0,0,4,1,11,4,1,19,20,14,19,4,0,0,3,0,7,4,0,14,14,11,3,2,0,0,1,1,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,3,0,0,3,3,425,3,33,-62,176,Hartford,2014-09-01
2015,9,1,63,40,21,0,0,4,0,16,4,0,24,24,37,29,19,0,0,4,0,10,3,0,17,17,21,5,1,0,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,0,0,0,3,0,0,3,3,663,0,61,-61,177,Hartford,2015-09-01
2016,9,1,46,44,19,6,1,2,0,19,7,1,28,29,27,24,17,0,1,1,0,18,5,1,24,25,11,14,2,6,0,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,1,0,1,1,613,2,69,-66,172,Hartford,2016-09-01
2017,9,1,62,36,18,2,1,0,0,7,4,1,11,12,37,22,18,0,1,0,0,5,2,1,7,8,22,12,0,2,0,0,0,1,2,0,3,3,0,0,0,0,0,0,0,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,561,2,35,-65,173,Hartford,2017-09-01
2018,9,1,61,43,11,10,0,1,0,16,5,0,22,22,19,23,4,1,0,1,0,14,3,0,18,18,34,16,5,9,0,0,0,2,2,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0,0,608,6,88,-64,174,Hartford,2018-09-01
2019,9,1,52,28,13,4,1,1,2,10,3,3,14,17,17,16,6,0,1,1,1,6,3,2,10,12,26,12,7,4,0,0,1,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,2,2,513,2,55,-63,175,Hartford,2019-09-01
2020,9,1,27,32,14,3,0,6,1,5,2,1,13,14,17,22,14,2,0,5,0,4,2,0,11,11,7,8,0,1,0,1,1,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,785,6,78,-61,177,Hartford,2020-09-01
2021,9,1,19,30,22,7,0,0,2,23,7,2,30,32,14,20,18,2,0,0,0,17,7,0,24,24,4,6,2,0,0,0,1,2,0,1,2,3,0,0,0,0,0,0,0,1,0,0,1,1,1,4,2,5,0,0,1,3,0,1,3,4,366,4,30,-67,171,Hartford,2021-09-01
2022,9,1,32,44,22,9,0,2,0,8,5,0,15,15,23,27,17,2,0,2,0,7,4,0,13,13,5,14,1,6,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,0,0,0,0,1,0,1,1,476,5,42,-66,172,Hartford,2022-09-01
2023,9,1,33,49,29,4,0,1,2,16,9,2,26,28,9,34,24,1,0,1,1,14,7,1,22,23,18,9,4,2,0,0,1,2,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,1,0,0,0,0,0,0,0,0,433,2,37,-65,173,Hartford,2023-09-01
2024,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-09-01
2012,10,1,42,33,16,1,0,6,2,12,4,2,22,24,26,20,10,0,0,3,0,8,1,0,12,12,9,12,4,1,0,2,1,3,3,1,8,9,0,0,1,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,1,1,0,1,2,3,731,7,46,-34,204,Hartford,2012-10-01
2013,10,1,45,46,19,1,1,2,0,17,2,1,21,22,23,29,12,0,1,1,0,10,1,1,12,13,16,15,6,1,0,1,0,5,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,2,0,0,2,2,768,6,70,-33,205,Hartford,2013-10-01
2014,10,1,45,53,28,2,2,4,1,14,2,3,20,23,23,34,20,0,0,3,0,10,1,0,14,14,19,12,6,2,2,1,1,3,1,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,0,0,0,1,0,0,1,1,637,13,45,-32,206,Hartford,2014-10-01
2015,10,1,35,68,24,2,0,1,1,20,6,1,27,28,25,53,20,0,0,0,0,14,3,0,17,17,9,11,2,2,0,1,1,6,1,1,8,9,0,0,0,0,0,0,0,0,1,0,1,1,1,4,2,0,0,0,0,0,1,0,1,1,695,5,60,-31,207,Hartford,2015-10-01
2016,10,1,46,23,17,2,1,1,1,13,2,2,16,18,21,15,12,0,1,1,0,11,1,1,13,14,24,6,4,2,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,444,1,52,-36,202,Hartford,2016-10-01
2017,10,1,65,43,20,5,0,3,1,16,4,1,23,24,28,18,9,0,0,3,0,10,3,0,16,16,34,19,9,5,0,0,1,4,1,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,2,0,0,2,2,468,3,27,-35,203,Hartford,2017-10-01
2018,10,1,36,39,20,6,2,2,1,16,1,3,19,22,22,30,16,0,2,2,0,13,1,2,16,18,9,9,4,3,0,0,1,3,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,626,0,37,-34,204,Hartford,2018-10-01
2019,10,1,36,54,20,2,0,2,0,17,1,0,20,20,22,40,16,0,0,1,0,14,1,0,16,16,11,12,4,2,0,1,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,786,5,58,-33,205,Hartford,2019-10-01
2020,10,1,49,54,17,9,0,2,2,9,4,2,15,17,28,36,11,1,0,2,0,7,3,0,12,12,16,9,5,7,0,0,2,2,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,1,0,0,0,0,0,0,0,0,1149,2,173,-31,207,Hartford,2020-10-01
2021,10,1,40,29,41,3,0,2,0,14,6,0,22,22,21,17,22,0,0,0,0,14,1,0,15,15,15,11,17,3,0,2,0,0,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,404,1,36,-37,201,Hartford,2021-10-01
2022,10,1,42,27,20,12,0,2,1,12,9,1,23,24,19,13,7,1,0,1,1,8,6,1,15,16,21,12,12,6,0,1,0,2,2,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,2,1,0,5,0,0,0,2,0,0,2,2,343,4,27,-36,202,Hartford,2022-10-01
2023,10,1,64,13,12,17,0,2,2,12,6,2,20,22,28,5,6,9,0,1,1,6,5,1,12,13,31,7,6,8,0,0,1,5,1,1,6,7,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,2,2,338,3,22,-35,203,Hartford,2023-10-01
2024,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-10-01
2012,11,1,56,45,12,3,1,1,0,22,7,1,30,31,24,20,8,1,1,1,0,15,6,1,22,23,28,23,2,2,0,0,0,7,0,0,7,7,0,0,1,0,0,0,0,0,1,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,786,33,58,-3,235,Hartford,2012-11-01
2013,11,1,58,40,21,2,1,2,0,15,3,1,20,21,20,25,12,1,0,1,0,12,1,0,14,14,32,11,7,1,1,1,0,3,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,1,0,1,1,777,14,77,-2,236,Hartford,2013-11-01
2014,11,1,50,24,22,2,3,2,2,8,3,5,13,18,14,11,9,0,3,1,0,3,0,3,4,7,33,12,11,2,0,1,2,4,3,2,8,10,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,1,1,493,12,46,-1,237,Hartford,2014-11-01
2015,11,1,60,31,14,6,3,2,1,6,1,4,9,13,18,14,2,1,1,0,0,3,0,1,3,4,39,14,10,5,0,2,1,3,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,0,0,0,2,0,2,399,2,35,0,238,Hartford,2015-11-01
2016,11,1,44,32,23,1,3,0,0,14,2,3,16,19,25,18,15,0,1,0,0,12,1,1,13,14,15,11,4,1,2,0,0,2,1,2,3,5,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,487,12,27,-5,233,Hartford,2016-11-01
2017,11,1,39,62,33,1,3,4,1,9,2,4,15,19,20,31,24,1,1,3,0,7,2,1,12,13,13,26,3,0,2,1,1,0,0,3,1,4,0,1,1,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,2,0,0,2,2,564,12,48,-4,234,Hartford,2017-11-01
2018,11,1,36,52,24,4,1,6,2,15,6,3,27,30,20,31,15,1,1,3,0,12,4,1,19,20,10,14,2,3,0,1,2,2,1,2,4,6,1,1,2,0,0,0,0,0,0,0,0,0,5,6,5,0,0,2,0,1,1,0,4,4,708,16,65,-3,235,Hartford,2018-11-01
2019,11,1,50,51,26,4,0,1,0,12,5,0,18,18,17,26,22,0,0,1,0,9,4,0,14,14,31,20,3,4,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,2,0,0,2,2,700,9,86,-2,236,Hartford,2019-11-01
2020,11,1,50,32,8,9,0,6,0,9,8,0,23,23,16,10,6,2,0,5,0,5,4,0,14,14,33,20,2,7,0,0,0,2,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,3,3,979,3,56,0,238,Hartford,2020-11-01
2021,11,1,42,26,37,19,0,2,3,10,5,3,17,20,14,13,28,8,0,2,1,9,2,1,13,14,22,11,5,10,0,0,2,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,1,0,0,0,1,2,0,3,3,396,3,30,-6,232,Hartford,2021-11-01
2022,11,1,29,23,11,17,0,1,2,14,5,2,20,22,18,14,7,1,0,0,1,12,3,1,15,16,9,8,3,14,0,1,1,2,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,1,1,455,0,33,-5,233,Hartford,2022-11-01
2023,11,1,27,26,21,3,0,3,2,13,2,2,18,20,12,10,17,2,0,0,2,10,1,2,11,13,10,13,1,1,0,3,0,1,1,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,2,0,0,2,2,372,2,37,-4,234,Hartford,2023-11-01
2024,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-11-01
2012,12,1,33,23,22,3,1,2,0,11,4,1,17,18,6,9,7,2,0,2,0,7,2,0,11,11,26,14,13,1,1,0,0,3,2,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,502,1,46,27,265,Hartford,2012-12-01
2013,12,1,42,24,19,0,1,3,0,12,8,1,23,24,6,5,14,0,1,2,0,8,2,1,12,13,31,17,2,0,0,1,0,2,5,0,8,8,1,0,3,0,0,0,0,2,0,0,2,2,4,2,0,0,0,0,0,0,1,0,1,1,461,8,24,28,266,Hartford,2013-12-01
2014,12,1,35,46,20,1,3,3,0,7,3,3,13,16,24,28,14,0,1,1,0,4,1,1,6,7,9,12,5,1,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,2,2,0,0,1,2,3,5,700,14,65,29,267,Hartford,2014-12-01
2015,12,1,36,17,27,2,0,2,1,9,8,1,19,20,22,9,13,1,0,1,1,6,5,1,12,13,12,6,7,0,0,1,0,3,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,1,0,0,0,0,0,0,0,0,504,7,47,30,268,Hartford,2015-12-01
2016,12,1,45,33,19,2,0,7,1,11,1,1,19,20,22,14,13,1,0,7,0,9,1,0,17,17,20,15,4,1,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,1,0,0,1,1,603,8,44,25,263,Hartford,2016-12-01
2017,12,1,54,45,24,2,0,3,2,12,4,2,19,21,24,25,10,1,0,1,1,8,1,1,10,11,24,16,9,1,0,1,1,2,3,1,6,7,1,0,2,0,0,1,0,0,0,0,1,1,5,4,3,0,0,0,0,2,0,0,2,2,581,11,66,26,264,Hartford,2017-12-01
2018,12,1,43,18,23,15,0,1,1,6,3,1,10,11,13,5,9,0,0,1,0,3,1,0,5,5,28,11,12,13,0,0,1,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,2,0,0,2,2,511,3,43,27,265,Hartford,2018-12-01
2019,12,1,22,15,14,6,3,0,0,10,9,3,19,22,3,5,8,2,0,0,0,6,5,0,11,11,16,8,3,4,3,0,0,4,2,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,2,0,2,2,498,7,47,28,266,Hartford,2019-12-01
2020,12,1,35,55,9,7,0,2,1,18,4,1,24,25,17,18,5,1,0,0,1,10,1,1,11,12,13,24,1,6,0,0,0,5,2,0,7,7,2,4,0,0,0,0,0,2,1,0,3,3,3,9,3,0,0,2,0,1,0,0,3,3,972,9,92,30,268,Hartford,2020-12-01
2021,12,1,41,25,18,7,1,1,1,12,6,2,19,21,21,15,14,1,0,0,0,9,4,0,13,13,16,7,3,5,1,0,1,2,2,2,4,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,1,0,1,0,0,2,2,410,3,36,24,262,Hartford,2021-12-01
2022,12,1,22,38,20,2,0,0,0,11,4,0,15,15,9,26,11,0,0,0,0,6,3,0,9,9,11,10,8,2,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,0,0,2,2,466,2,48,25,263,Hartford,2022-12-01
2023,12,1,33,26,24,9,0,1,2,15,6,2,22,24,13,9,11,2,0,1,1,9,4,1,14,15,19,15,11,7,0,0,0,3,2,0,5,5,0,0,0,0,0,0,1,1,0,1,1,2,1,2,2,0,0,0,0,2,0,0,2,2,358,5,35,26,264,Hartford,2023-12-01
2024,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-12-01
2012,1,2,24,35,8,4,1,3,0,3,2,1,8,9,10,16,4,0,1,2,0,1,0,1,3,4,12,11,3,4,0,1,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,2,1,0,3,3,490,4,56,-307,-69,Hartford,2012-01-02
2013,1,2,34,62,17,0,3,7,0,10,1,3,18,21,18,42,12,0,1,4,0,6,0,1,10,11,13,17,1,0,0,3,0,3,1,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,3,2,3,0,2,0,0,1,0,2,1,3,668,15,51,-305,-67,Hartford,2013-01-02
2014,1,2,26,25,28,1,1,1,0,11,3,1,15,16,10,16,22,0,1,1,0,6,0,1,7,8,11,9,6,1,0,0,0,2,3,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,3,618,9,48,-304,-66,Hartford,2014-01-02
2015,1,2,35,30,11,1,1,4,1,15,4,2,23,25,16,17,5,0,1,2,1,10,1,2,13,15,17,10,2,1,0,2,0,4,3,0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,1,0,0,1,1,518,10,43,-303,-65,Hartford,2015-01-02
2016,1,2,39,24,15,2,1,3,1,12,3,2,18,20,9,8,11,0,0,1,0,6,3,0,10,10,25,14,3,2,1,2,1,3,0,2,5,7,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,3,0,0,3,3,426,7,34,-309,-71,Hartford,2016-01-02
2017,1,2,35,31,9,0,1,1,0,12,3,1,16,17,13,9,4,0,1,0,0,4,1,1,5,6,17,16,4,0,0,1,0,4,2,0,7,7,0,0,0,0,0,0,0,1,0,0,1,1,5,6,1,0,0,0,0,3,0,0,3,3,491,4,53,-307,-69,Hartford,2017-01-02
2018,1,2,25,21,28,1,2,1,1,10,3,3,14,17,10,10,21,0,0,1,0,7,2,0,10,10,14,10,5,1,1,0,1,2,1,2,3,5,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,1,0,0,0,0,1,0,1,467,10,36,-306,-68,Hartford,2018-01-02
2019,1,2,28,44,9,1,0,2,0,8,2,0,12,12,14,27,6,1,0,2,0,4,1,0,7,7,11,15,1,0,0,0,0,3,1,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,1,1,653,13,81,-305,-67,Hartford,2019-01-02
2020,1,2,22,51,20,1,1,0,0,12,5,1,17,18,16,23,16,0,0,0,0,8,2,0,10,10,5,25,3,1,0,0,0,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,3,1,1,4,5,672,7,56,-304,-66,Hartford,2020-01-02
2021,1,2,32,21,15,2,0,0,0,3,1,0,4,4,13,4,6,0,0,0,0,1,0,0,1,1,15,16,6,2,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,1,0,1,1,606,6,46,-309,-71,Hartford,2021-01-02
2022,1,2,25,12,11,4,0,2,1,8,2,1,12,13,6,2,4,0,0,1,0,5,1,0,7,7,16,8,4,4,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,1,0,2,0,0,3,3,195,0,25,-308,-70,Hartford,2022-01-02
2023,1,2,34,38,9,10,0,3,1,13,8,1,24,25,12,28,3,2,0,2,1,8,4,1,14,15,17,8,5,8,0,1,0,3,4,0,8,8,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,2,0,0,2,2,343,2,36,-307,-69,Hartford,2023-01-02
2024,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-01-02
