year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_mv_theft,crime_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_mv_theft_day,crime_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_mv_theft_night,crime_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_mv_theft_is_sunrise,crime_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_mv_theft_is_sunset,crime_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2015,4,18,0,1,0,1,0,13,3,1,14,15,0,1,0,1,0,8,0,1,9,10,0,0,0,0,0,4,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,87,0,10,-197,41,Hartford
2016,4,18,0,0,1,2,2,9,3,1,13,14,0,0,0,2,2,7,0,0,11,11,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,125,1,16,-202,36,Hartford
2017,4,18,0,0,2,2,0,7,1,2,9,11,0,0,1,1,0,2,1,1,3,4,0,0,1,1,0,4,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,84,0,5,-201,37,Hartford
2018,4,18,0,0,2,3,0,6,3,2,9,11,0,0,1,2,0,4,1,1,6,7,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,100,1,8,-200,38,Hartford
2019,4,18,0,0,2,0,0,9,3,2,9,11,0,0,1,0,0,4,0,1,4,5,0,0,0,0,0,5,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,115,3,8,-199,39,Hartford
2020,4,18,0,1,1,2,0,8,2,2,10,12,0,1,1,0,0,3,2,2,3,5,0,0,0,2,0,4,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,84,0,4,-197,41,Hartford
2021,4,18,0,0,1,2,0,6,15,1,8,9,0,0,1,1,0,0,2,1,1,2,0,0,0,1,0,4,11,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,86,1,8,-203,35,Hartford
2022,4,18,19,1,1,0,4,7,4,2,11,13,13,0,1,0,1,5,4,1,6,7,5,1,0,0,2,2,0,1,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,91,1,6,-202,36,Hartford
2023,4,18,22,1,1,0,5,4,8,2,9,11,16,1,1,0,2,4,0,2,6,8,5,0,0,0,3,0,8,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127,0,4,-201,37,Hartford
2024,4,18,18,0,1,0,3,6,3,1,9,10,10,0,0,0,1,4,2,0,5,5,4,0,1,0,2,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,1,80,0,16,-199,39,Hartford
2012,5,18,0,0,3,1,0,9,8,3,10,13,0,0,0,1,0,7,1,0,8,8,0,0,2,0,0,1,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,144,0,20,-170,68,Hartford
2013,5,18,0,3,3,0,0,14,7,6,14,20,0,0,2,0,0,7,2,2,7,9,0,3,1,0,0,5,2,4,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,163,1,15,-169,69,Hartford
2014,5,18,0,1,1,4,0,7,5,2,11,13,0,1,1,3,0,2,1,2,5,7,0,0,0,1,0,3,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,98,3,10,-168,70,Hartford
2015,5,18,0,2,4,5,0,10,0,6,15,21,0,0,2,5,0,8,0,2,13,15,0,2,1,0,0,2,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,119,0,7,-167,71,Hartford
2016,5,18,0,1,1,1,0,13,1,2,14,16,0,1,1,1,0,12,1,2,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,88,0,12,-172,66,Hartford
2017,5,18,0,0,1,2,2,12,5,1,16,17,0,0,1,2,2,5,4,1,9,10,0,0,0,0,0,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,96,1,10,-171,67,Hartford
2018,5,18,0,0,1,6,0,6,1,1,12,13,0,0,0,5,0,5,0,0,10,10,0,0,1,1,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,177,1,11,-170,68,Hartford
2019,5,18,0,0,3,2,0,3,12,3,5,8,0,0,2,0,0,0,1,2,0,2,0,0,1,2,0,3,10,1,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,15,-169,69,Hartford
2020,5,18,0,0,1,1,0,3,5,1,4,5,0,0,1,1,0,3,1,1,4,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,5,-167,71,Hartford
2021,5,18,0,0,0,1,0,2,4,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,-173,65,Hartford
2022,5,18,22,1,0,1,1,6,0,1,8,9,19,0,0,1,1,4,0,0,6,6,2,1,0,0,0,2,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,2,16,-172,66,Hartford
2023,5,18,26,0,5,2,5,2,16,5,9,14,15,0,2,1,2,2,8,2,5,7,6,0,2,1,3,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,8,1,0,1,159,0,33,-171,67,Hartford
2024,5,18,15,1,1,0,3,1,1,2,4,6,10,1,1,0,2,1,0,2,3,5,3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,80,1,12,-169,69,Hartford
2012,6,18,0,2,1,4,1,5,4,3,10,13,0,2,1,3,1,5,1,3,9,12,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,111,1,5,-139,99,Hartford
2013,6,18,0,0,0,3,0,4,6,0,7,7,0,0,0,1,0,3,4,0,4,4,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,155,1,11,-138,100,Hartford
2014,6,18,0,0,0,2,1,7,3,0,10,10,0,0,0,2,1,6,0,0,9,9,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136,0,10,-137,101,Hartford
2015,6,18,0,0,3,3,1,13,5,3,17,20,0,0,2,3,1,9,3,2,13,15,0,0,1,0,0,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,117,0,11,-136,102,Hartford
2016,6,18,0,1,2,1,1,9,1,3,11,14,0,0,1,1,1,6,0,1,8,9,0,1,1,0,0,2,1,2,2,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,84,1,4,-141,97,Hartford
2017,6,18,0,1,2,1,0,8,5,3,9,12,0,0,1,0,0,6,0,1,6,7,0,1,1,1,0,2,4,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,13,-140,98,Hartford
2018,6,18,0,0,2,0,0,14,6,2,14,16,0,0,2,0,0,5,1,2,5,7,0,0,0,0,0,7,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,116,0,16,-139,99,Hartford
2019,6,18,0,0,0,0,1,2,2,0,3,3,0,0,0,0,1,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,88,0,9,-138,100,Hartford
2020,6,18,0,1,0,0,1,6,4,1,7,8,0,1,0,0,1,2,1,1,3,4,0,0,0,0,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,115,0,7,-136,102,Hartford
2021,6,18,27,0,2,1,1,5,1,2,7,9,15,0,0,1,1,5,0,0,7,7,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,1,0,1,102,1,31,-142,96,Hartford
2022,6,18,27,1,3,0,1,4,5,4,5,9,16,0,3,0,1,4,4,3,5,8,9,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,4,7,-141,97,Hartford
2023,6,18,15,3,0,0,1,3,6,3,4,7,12,1,0,0,1,3,0,1,4,5,2,2,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,68,0,10,-140,98,Hartford
2024,6,18,20,0,1,0,3,11,0,1,14,15,15,0,1,0,2,10,0,1,12,13,5,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,4,-138,100,Hartford
2012,7,18,0,0,1,3,0,11,0,1,14,15,0,0,1,2,0,9,0,1,11,12,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,10,-109,129,Hartford
2013,7,18,0,1,0,4,0,6,0,1,10,11,0,0,0,3,0,6,0,0,9,9,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,15,-108,130,Hartford
2014,7,18,0,0,1,3,1,12,0,1,16,17,0,0,0,2,1,10,0,0,13,13,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,119,0,10,-107,131,Hartford
2015,7,18,0,1,3,5,0,12,3,4,17,21,0,0,2,1,0,7,0,2,8,10,0,1,1,4,0,1,3,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,104,2,12,-106,132,Hartford
2016,7,18,0,1,2,2,0,7,1,3,9,12,0,0,1,2,0,5,0,1,7,8,0,1,1,0,0,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,91,2,6,-111,127,Hartford
2017,7,18,0,0,4,0,0,10,2,4,10,14,0,0,3,0,0,6,0,3,6,9,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,3,112,0,13,-110,128,Hartford
2018,7,18,0,2,1,1,0,11,2,3,12,15,0,1,0,1,0,10,0,1,11,12,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,114,2,15,-109,129,Hartford
2019,7,18,0,0,0,1,0,7,0,0,8,8,0,0,0,1,0,6,0,0,7,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,14,-108,130,Hartford
2020,7,18,0,0,3,0,0,10,9,3,10,13,0,0,0,0,0,6,2,0,6,6,0,0,3,0,0,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,133,0,21,-106,132,Hartford
2021,7,18,20,1,1,0,1,9,2,2,10,12,15,1,1,0,0,8,1,2,8,10,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,1,72,4,11,-112,126,Hartford
2022,7,18,16,1,1,1,1,9,1,2,11,13,14,1,0,1,1,9,0,1,11,12,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,97,1,8,-111,127,Hartford
2023,7,18,22,0,1,0,5,4,6,1,9,10,14,0,1,0,4,4,4,1,8,9,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,101,1,10,-110,128,Hartford
2024,7,18,17,0,2,1,7,1,4,2,9,11,9,0,1,0,7,1,2,1,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,2,1,1,2,120,0,27,-108,130,Hartford
2012,8,18,0,2,2,2,1,7,0,4,10,14,0,2,0,1,0,4,0,2,5,7,0,0,2,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,100,2,13,-78,160,Hartford
2013,8,18,0,2,1,2,2,10,2,3,14,17,0,0,1,1,2,5,0,1,8,9,0,2,0,1,0,5,2,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,12,-77,161,Hartford
2014,8,18,0,1,1,1,0,8,0,2,9,11,0,1,0,1,0,5,0,1,6,7,0,0,1,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,112,1,9,-76,162,Hartford
2015,8,18,0,2,1,5,0,12,2,3,17,20,0,0,0,3,0,6,0,0,9,9,0,2,0,2,0,6,2,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,132,0,9,-75,163,Hartford
2016,8,18,0,2,2,0,1,7,2,4,8,12,0,2,1,0,0,6,0,3,6,9,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,112,1,15,-80,158,Hartford
2017,8,18,0,3,1,3,0,7,2,4,10,14,0,0,0,0,0,7,1,0,7,7,0,3,1,3,0,0,1,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,9,-79,159,Hartford
2018,8,18,0,1,3,3,0,16,4,4,19,23,0,1,1,1,0,10,0,2,11,13,0,0,1,2,0,5,2,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,111,0,11,-78,160,Hartford
2019,8,18,0,1,2,1,0,9,0,3,10,13,0,1,1,0,0,8,0,2,8,10,0,0,1,1,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,12,-77,161,Hartford
2020,8,18,0,0,3,0,0,6,6,3,6,9,0,0,0,0,0,5,1,0,5,5,0,0,3,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,107,0,11,-75,163,Hartford
2021,8,18,25,1,3,2,5,7,4,4,14,18,17,1,3,1,2,7,4,4,10,14,8,0,0,1,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,6,-81,157,Hartford
2022,8,18,24,0,0,1,4,5,13,0,10,10,17,0,0,1,3,3,4,0,7,7,7,0,0,0,1,1,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,150,0,18,-80,158,Hartford
2023,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,8,18,20,0,2,3,5,10,1,2,18,20,14,0,1,0,3,9,0,1,12,13,5,0,1,3,2,1,1,1,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,1,2,-77,161,Hartford
2012,9,18,0,0,1,2,0,9,5,1,11,12,0,0,1,1,0,4,0,1,5,6,0,0,0,1,0,4,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,127,3,10,-47,191,Hartford
2013,9,18,0,0,0,3,0,6,0,0,9,9,0,0,0,1,0,4,0,0,5,5,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,110,0,7,-46,192,Hartford
2014,9,18,0,0,0,4,0,10,1,0,14,14,0,0,0,3,0,8,0,0,11,11,0,0,0,0,0,2,1,0,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,120,1,9,-45,193,Hartford
2015,9,18,0,1,0,5,0,8,3,1,13,14,0,1,0,2,0,7,0,1,9,10,0,0,0,2,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,97,0,9,-44,194,Hartford
2016,9,18,0,0,0,1,0,11,5,0,12,12,0,0,0,0,0,8,0,0,8,8,0,0,0,1,0,3,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,9,-49,189,Hartford
2017,9,18,0,0,2,1,1,10,1,2,12,14,0,0,2,0,1,6,0,2,7,9,0,0,0,1,0,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,110,0,10,-48,190,Hartford
2018,9,18,0,0,1,2,0,11,2,1,13,14,0,0,1,1,0,7,0,1,8,9,0,0,0,1,0,3,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,119,0,13,-47,191,Hartford
2019,9,18,0,1,1,1,0,6,6,2,7,9,0,0,0,0,0,4,2,0,4,4,0,0,0,1,0,2,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,116,0,11,-46,192,Hartford
2020,9,18,0,1,3,4,0,6,9,4,10,14,0,0,2,1,0,2,2,2,3,5,0,1,1,3,0,2,6,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,108,0,10,-44,194,Hartford
2021,9,18,14,0,1,1,1,6,0,1,8,9,4,0,0,1,1,4,0,0,6,6,6,0,1,0,0,2,0,1,2,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,75,1,6,-50,188,Hartford
2022,9,18,18,0,1,1,2,3,0,1,6,7,10,0,0,1,2,3,0,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,79,0,13,-49,189,Hartford
2023,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,9,18,16,0,1,2,4,7,5,1,13,14,6,0,0,1,2,7,0,0,10,10,6,0,0,1,1,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,1,1,2,94,0,8,-46,192,Hartford
2012,10,18,0,1,2,3,0,6,2,3,9,12,0,0,0,3,0,1,1,0,4,4,0,0,1,0,0,2,1,1,2,3,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,2,0,2,2,4,96,1,5,-17,221,Hartford
2013,10,18,0,0,1,2,0,10,2,1,12,13,0,0,1,1,0,8,0,1,9,10,0,0,0,1,0,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136,2,4,-16,222,Hartford
2014,10,18,0,2,2,2,2,7,0,4,11,15,0,2,0,1,1,3,0,2,5,7,0,0,2,1,1,4,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,6,-15,223,Hartford
2015,10,18,0,0,3,0,0,10,0,3,10,13,0,0,1,0,0,7,0,1,7,8,0,0,2,0,0,2,0,2,2,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,74,1,4,-14,224,Hartford
2016,10,18,0,2,0,1,0,10,1,2,11,13,0,0,0,0,0,6,0,0,6,6,0,2,0,1,0,3,1,2,4,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,122,3,10,-19,219,Hartford
2017,10,18,0,0,2,4,0,13,2,2,17,19,0,0,2,3,0,10,0,2,13,15,0,0,0,1,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,145,1,19,-18,220,Hartford
2018,10,18,0,0,1,6,0,7,4,1,13,14,0,0,1,3,0,5,0,1,8,9,0,0,0,3,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,140,0,19,-17,221,Hartford
2019,10,18,0,2,2,1,1,3,7,4,5,9,0,0,0,0,0,2,0,0,2,2,0,1,2,1,1,1,7,3,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,120,1,14,-16,222,Hartford
2020,10,18,0,0,5,2,1,4,10,5,7,12,0,0,3,2,1,2,2,3,5,8,0,0,1,0,0,2,8,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,113,1,15,-14,224,Hartford
2021,10,18,38,1,5,3,1,20,1,6,24,30,21,0,3,3,1,12,0,3,16,19,14,1,1,0,0,7,1,2,7,9,1,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,1,0,1,138,2,7,-20,218,Hartford
2022,10,18,12,3,1,0,3,6,0,4,9,13,4,1,0,0,1,5,0,1,6,7,6,2,1,0,2,0,0,3,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,73,1,7,-19,219,Hartford
2023,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,10,18,19,0,0,0,0,2,0,0,2,2,12,0,0,0,0,2,0,0,2,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2,3,-16,222,Hartford
2012,11,18,0,4,1,3,1,4,1,5,8,13,0,1,0,2,0,0,0,1,2,3,0,3,1,1,1,3,1,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,81,0,7,14,252,Hartford
2013,11,18,0,0,1,2,0,8,0,1,10,11,0,0,0,1,0,5,0,0,6,6,0,0,1,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,2,103,1,11,15,253,Hartford
2014,11,18,0,0,0,4,0,7,0,0,11,11,0,0,0,3,0,3,0,0,6,6,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,3,99,1,13,16,254,Hartford
2015,11,18,0,1,3,2,0,13,1,4,15,19,0,0,1,1,0,5,0,1,6,7,0,1,2,1,0,6,1,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,103,2,6,17,255,Hartford
2016,11,18,0,1,1,2,0,9,2,2,11,13,0,0,0,0,0,5,0,0,5,5,0,1,1,2,0,4,2,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,15,12,250,Hartford
2017,11,18,0,2,1,2,0,4,3,3,6,9,0,1,0,1,0,2,1,1,3,4,0,1,1,1,0,2,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,5,13,251,Hartford
2018,11,18,0,0,1,2,1,6,14,1,9,10,0,0,1,1,1,2,2,1,4,5,0,0,0,0,0,4,11,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,92,1,12,14,252,Hartford
2019,11,18,0,0,1,1,1,4,4,1,6,7,0,0,1,1,0,2,0,1,3,4,0,0,0,0,1,1,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,95,0,12,15,253,Hartford
2020,11,18,0,1,0,1,0,11,4,1,12,13,0,0,0,0,0,2,3,0,2,2,0,1,0,1,0,6,1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,105,0,15,17,255,Hartford
2021,11,18,19,0,2,2,3,3,9,2,8,10,9,0,0,2,1,2,1,0,5,5,9,0,1,0,0,1,8,1,1,2,0,0,1,0,2,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,106,3,5,11,249,Hartford
2022,11,18,26,1,3,0,0,5,5,4,5,9,12,1,1,0,0,5,3,2,5,7,7,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,103,0,16,12,250,Hartford
2023,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,11,18,23,2,0,1,1,5,3,2,7,9,14,0,0,1,1,3,0,0,5,5,8,2,0,0,0,2,3,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104,0,11,15,253,Hartford
2012,12,18,0,2,1,1,0,10,4,3,11,14,0,0,0,0,0,6,0,0,6,6,0,1,1,1,0,3,4,2,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,100,2,12,44,282,Hartford
2013,12,18,0,2,2,1,0,9,0,4,10,14,0,1,1,1,0,2,0,2,3,5,0,0,1,0,0,6,0,1,6,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,98,1,15,45,283,Hartford
2014,12,18,0,2,1,1,0,8,2,3,9,12,0,0,0,1,0,3,1,0,4,4,0,1,1,0,0,3,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,3,100,0,9,46,284,Hartford
2015,12,18,0,0,0,0,3,13,2,0,16,16,0,0,0,0,2,6,0,0,8,8,0,0,0,0,1,6,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,110,2,5,47,285,Hartford
2016,12,18,0,0,1,0,0,11,4,1,11,12,0,0,1,0,0,6,1,1,6,7,0,0,0,0,0,4,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,80,0,5,42,280,Hartford
2017,12,18,0,0,1,0,0,7,2,1,7,8,0,0,0,0,0,4,0,0,4,4,0,0,1,0,0,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,100,1,6,43,281,Hartford
2018,12,18,0,0,2,3,0,8,1,2,11,13,0,0,1,1,0,1,0,1,2,3,0,0,1,2,0,5,1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,96,0,10,44,282,Hartford
2019,12,18,0,2,1,2,0,4,2,3,6,9,0,1,0,1,0,1,0,1,2,3,0,1,0,1,0,2,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,125,0,19,45,283,Hartford
