year,month,day,crime_disorder,crime_gun,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_violent,crime_property,crime_index,crime_disorder_day,crime_gun_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_gun_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_gun_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_gun_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2020,3,23,42,0,2,3,6,32,10,5,48,53,24,0,0,3,1,25,6,3,32,35,15,0,1,0,3,6,4,1,13,14,0,0,0,0,2,0,0,0,2,2,3,0,1,0,0,1,0,1,1,2,146,3,9,-223,15,New Orleans
2021,3,23,38,1,2,4,2,22,21,6,45,51,24,1,1,2,1,19,15,3,35,38,12,0,1,2,1,3,5,3,9,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,145,2,6,-229,9,New Orleans
2022,3,23,34,2,2,4,1,16,32,6,49,55,19,1,0,1,0,8,20,1,28,29,14,1,2,3,1,8,12,5,21,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,132,1,1,-228,10,New Orleans
2023,3,23,34,3,0,2,2,24,30,2,56,58,24,1,0,1,0,15,6,1,21,22,6,2,0,1,2,6,21,1,29,30,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,2,3,0,5,5,157,3,15,-227,11,New Orleans
2024,3,23,40,3,1,4,3,38,19,5,60,65,21,3,1,1,1,14,8,2,23,25,17,0,0,3,2,23,11,3,36,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,147,2,4,-225,13,New Orleans
2012,4,23,30,2,4,4,18,37,27,8,82,90,21,1,1,2,15,22,11,3,48,51,8,0,3,2,2,14,14,5,30,35,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,2,0,3,3,276,4,15,-195,43,New Orleans
2013,4,23,25,0,5,2,14,43,16,7,73,80,17,0,1,1,11,32,9,2,52,54,7,0,4,0,2,8,6,4,16,20,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,3,0,1,4,5,210,1,11,-194,44,New Orleans
2014,4,23,30,2,11,3,9,30,15,14,54,68,14,2,6,3,5,20,2,9,27,36,10,0,5,0,3,10,12,5,25,30,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,2,2,221,0,15,-193,45,New Orleans
2015,4,23,28,2,3,1,7,38,9,4,54,58,9,2,0,0,5,25,3,0,33,33,16,0,3,1,2,12,5,4,19,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,2,2,167,1,12,-192,46,New Orleans
2016,4,23,36,2,1,6,7,34,13,7,54,61,22,1,0,5,4,14,4,5,22,27,11,1,1,1,3,18,8,2,29,31,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,1,1,0,2,2,169,1,9,-197,41,New Orleans
2017,4,23,54,1,4,4,7,22,17,8,46,54,40,0,1,2,4,14,6,3,24,27,12,1,3,1,3,8,9,4,20,24,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,2,180,3,8,-196,42,New Orleans
2018,4,23,62,1,5,4,11,34,9,9,54,63,32,1,1,1,5,25,4,2,34,36,26,0,4,3,5,8,5,7,18,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,2,2,216,0,9,-195,43,New Orleans
2019,4,23,64,1,0,3,7,41,41,3,89,92,42,1,0,2,6,28,7,2,41,43,16,0,0,1,1,10,33,1,44,45,1,0,0,0,0,0,1,0,1,1,5,0,0,0,0,3,0,0,3,3,261,2,15,-194,44,New Orleans
2020,4,23,47,2,0,0,7,28,13,0,48,48,32,0,0,0,1,25,10,0,36,36,15,2,0,0,6,2,3,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,144,1,5,-192,46,New Orleans
2021,4,23,50,0,2,5,3,19,9,7,31,38,37,0,1,3,1,13,3,4,17,21,12,0,1,0,1,5,6,1,12,13,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,1,0,2,1,3,160,1,6,-198,40,New Orleans
2022,4,23,37,2,3,3,5,34,26,6,65,71,23,1,0,2,3,10,8,2,21,23,12,1,3,1,2,23,17,4,42,46,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,2,155,1,6,-197,41,New Orleans
2023,4,23,39,6,3,4,3,26,30,7,59,66,22,5,0,2,1,9,11,2,21,23,13,1,2,2,2,16,18,4,36,40,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,1,2,3,153,1,8,-196,42,New Orleans
2024,4,23,44,0,1,4,6,22,12,5,40,45,34,0,1,2,3,15,6,3,24,27,8,0,0,2,2,6,5,2,13,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3,3,139,1,6,-194,44,New Orleans
2012,5,23,16,1,2,4,6,35,10,6,51,57,10,1,0,2,4,26,8,2,38,40,5,0,2,2,2,5,2,4,9,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,4,4,175,3,10,-165,73,New Orleans
2013,5,23,24,2,1,1,10,43,9,2,62,64,7,0,1,1,8,30,3,2,41,43,13,1,0,0,2,12,6,0,20,20,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,1,1,202,3,17,-164,74,New Orleans
2014,5,23,36,1,3,4,9,33,9,7,51,58,12,1,1,3,7,21,3,4,31,35,23,0,1,0,2,12,6,1,20,21,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,179,1,9,-163,75,New Orleans
2015,5,23,32,0,3,10,6,31,17,13,54,67,19,0,2,7,4,13,7,9,24,33,10,0,1,2,2,18,10,3,30,33,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,143,0,9,-162,76,New Orleans
2016,5,23,40,0,1,2,15,24,13,3,52,55,29,0,0,0,8,16,8,0,32,32,9,0,1,2,6,6,5,3,17,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,3,3,164,0,13,-167,71,New Orleans
2017,5,23,42,1,2,4,10,31,21,6,62,68,28,1,0,1,6,22,7,1,35,36,8,0,1,1,4,5,14,2,23,25,0,0,1,0,0,1,0,1,1,2,6,0,0,2,0,3,0,2,3,5,188,2,19,-166,72,New Orleans
2018,5,23,48,2,0,6,6,31,18,6,55,61,26,1,0,5,5,18,5,5,28,33,16,1,0,1,1,12,12,1,25,26,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,2,2,212,1,13,-165,73,New Orleans
2019,5,23,55,0,2,5,6,44,27,7,77,84,27,0,1,3,3,28,7,4,38,42,20,0,1,2,3,14,20,3,37,40,0,0,0,0,0,1,0,0,1,1,8,0,0,0,0,1,0,0,1,1,206,2,13,-164,74,New Orleans
2020,5,23,41,2,0,3,10,19,25,3,54,57,21,1,0,2,3,13,13,2,29,31,15,1,0,1,7,4,10,1,21,22,0,0,0,0,0,0,1,0,1,1,5,0,0,0,0,2,1,0,3,3,128,2,8,-162,76,New Orleans
2021,5,23,55,0,6,3,5,25,34,9,64,73,27,0,2,1,3,17,13,3,33,36,23,0,4,1,2,4,14,5,20,25,3,0,0,0,0,1,1,0,2,2,2,0,0,1,0,3,6,1,9,10,185,6,18,-168,70,New Orleans
2022,5,23,40,5,4,5,7,22,46,9,75,84,24,3,3,1,5,17,26,4,48,52,11,1,1,4,2,3,15,5,20,25,0,0,0,0,0,1,2,0,3,3,5,1,0,0,0,1,3,0,4,4,180,3,13,-167,71,New Orleans
2023,5,23,35,6,2,1,5,21,30,3,56,59,18,3,0,1,5,15,11,1,31,32,13,2,1,0,0,6,19,1,25,26,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,1,148,1,14,-166,72,New Orleans
2024,5,23,27,0,2,4,2,32,23,6,57,63,17,0,2,3,0,23,13,5,36,41,8,0,0,1,2,9,9,1,20,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,160,0,7,-164,74,New Orleans
2012,6,23,34,1,2,1,9,22,12,3,43,46,17,1,1,1,5,10,6,2,21,23,14,0,0,0,4,11,5,0,20,20,1,0,0,0,0,0,1,0,1,1,2,0,1,0,0,1,0,1,1,2,178,3,8,-134,104,New Orleans
2013,6,23,29,3,6,1,6,37,15,7,58,65,13,1,3,0,6,25,8,3,39,42,14,2,2,1,0,10,6,3,16,19,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,1,1,1,2,3,170,3,10,-133,105,New Orleans
2014,6,23,32,2,3,4,15,43,17,7,75,82,17,0,2,3,10,28,9,5,47,52,12,1,1,1,3,15,7,2,25,27,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1,0,3,3,207,0,20,-132,106,New Orleans
2015,6,23,27,0,1,1,3,23,12,2,38,40,17,0,0,1,2,19,5,1,26,27,7,0,0,0,0,3,7,0,10,10,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,2,3,145,2,8,-131,107,New Orleans
2016,6,23,46,2,1,5,16,37,9,6,62,68,28,0,0,3,13,21,1,3,35,38,13,1,1,2,2,14,8,3,24,27,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,0,3,3,177,1,11,-136,102,New Orleans
2017,6,23,36,0,5,5,5,38,33,10,76,86,21,0,3,2,3,27,12,5,42,47,11,0,1,2,2,11,21,3,34,37,1,0,1,1,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,191,3,6,-135,103,New Orleans
2018,6,23,45,0,2,6,7,50,17,8,74,82,25,0,1,3,3,30,11,4,44,48,14,0,1,2,4,15,6,3,25,28,1,0,0,0,0,1,0,0,1,1,5,0,0,1,0,4,0,1,4,5,206,2,15,-134,104,New Orleans
2019,6,23,56,4,2,4,5,42,63,6,110,116,32,2,0,1,2,26,31,1,59,60,19,1,2,2,1,14,29,4,44,48,0,0,0,0,1,1,2,0,4,4,5,1,0,1,1,1,1,1,3,4,228,6,14,-133,105,New Orleans
2020,6,23,58,1,2,6,7,19,22,8,48,56,43,1,2,4,4,17,11,6,32,38,12,0,0,1,2,2,9,1,13,14,1,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,2,1,2,3,160,2,7,-131,107,New Orleans
2021,6,23,34,2,1,5,10,41,17,6,68,74,24,2,1,3,4,29,10,4,43,47,7,0,0,1,6,9,6,1,21,22,0,0,0,0,0,1,1,0,2,2,3,0,0,1,0,2,0,1,2,3,164,2,8,-137,101,New Orleans
2022,6,23,31,5,4,7,7,18,30,11,55,66,14,2,1,4,4,14,13,5,31,36,15,2,3,2,2,4,15,5,21,26,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,2,1,3,4,154,1,8,-136,102,New Orleans
2023,6,23,26,1,1,7,8,33,20,8,61,69,17,1,0,3,2,21,5,3,28,31,5,0,1,2,6,9,12,3,27,30,0,0,0,0,0,1,2,0,3,3,4,0,0,2,0,2,1,2,3,5,150,3,14,-135,103,New Orleans
2024,6,23,39,1,4,5,3,36,19,9,58,67,24,1,0,0,1,17,5,0,23,23,11,0,4,5,2,16,14,9,32,41,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,2,0,0,2,2,173,1,11,-133,105,New Orleans
2012,7,23,38,0,3,2,15,22,13,5,50,55,22,0,0,2,12,14,8,2,34,36,14,0,1,0,3,5,3,1,11,12,0,0,0,0,0,0,1,0,1,1,2,0,2,0,0,3,1,2,4,6,232,1,20,-104,134,New Orleans
2013,7,23,34,1,3,1,11,49,12,4,72,76,15,1,0,1,8,38,3,1,49,50,16,0,2,0,3,8,9,2,20,22,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,1,3,4,187,1,10,-103,135,New Orleans
2014,7,23,42,0,1,3,17,31,19,4,67,71,22,0,0,1,10,20,6,1,36,37,14,0,1,1,4,10,9,2,23,25,0,0,0,1,1,0,0,1,1,2,6,0,0,0,2,1,4,0,7,7,183,2,19,-102,136,New Orleans
2015,7,23,34,2,6,2,8,27,13,8,48,56,19,2,2,2,5,14,5,4,24,28,12,0,4,0,2,12,7,4,21,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,3,3,145,0,10,-101,137,New Orleans
2016,7,23,39,0,6,7,10,26,14,13,50,63,22,0,1,4,7,10,3,5,20,25,16,0,3,3,2,16,11,6,29,35,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,1,3,165,1,6,-106,132,New Orleans
2017,7,23,35,2,3,3,3,35,25,6,63,69,11,0,1,2,0,20,5,3,25,28,18,1,2,1,2,12,16,3,30,33,0,0,0,0,0,0,1,0,1,1,6,1,0,0,1,3,3,0,7,7,202,2,21,-105,133,New Orleans
2018,7,23,48,4,3,3,9,32,29,6,70,76,33,3,1,3,3,22,10,4,35,39,12,1,2,0,6,9,17,2,32,34,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,1,1,0,2,2,211,1,10,-104,134,New Orleans
2019,7,23,40,2,1,1,6,32,39,2,77,79,24,2,1,0,6,24,25,1,55,56,9,0,0,1,0,6,11,1,17,18,1,0,0,0,0,0,1,0,1,1,6,0,0,0,0,2,2,0,4,4,189,2,14,-103,135,New Orleans
2020,7,23,44,0,1,4,6,29,18,5,53,58,29,0,1,3,3,23,10,4,36,40,11,0,0,1,3,5,7,1,15,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,2,2,141,0,8,-101,137,New Orleans
2021,7,23,39,1,3,8,4,43,19,11,66,77,20,1,3,5,2,28,9,8,39,47,17,0,0,2,2,15,9,2,26,28,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,2,170,0,9,-107,131,New Orleans
2022,7,23,52,4,6,2,6,25,47,8,78,86,26,3,2,2,3,12,7,4,22,26,24,1,4,0,2,11,39,4,52,56,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,2,0,0,3,3,187,1,8,-106,132,New Orleans
2023,7,23,41,4,1,5,4,24,48,6,76,82,21,1,0,2,1,14,14,2,29,31,16,3,0,0,3,9,32,0,44,44,0,0,0,0,0,0,1,0,1,1,4,0,1,3,0,1,1,4,2,6,174,1,14,-105,133,New Orleans
2024,7,23,29,0,0,1,5,33,9,1,47,48,21,0,0,0,1,23,5,0,29,29,7,0,0,0,4,10,3,0,17,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,2,141,0,5,-103,135,New Orleans
2012,8,23,26,3,2,0,16,35,12,2,63,65,11,2,2,0,10,24,5,2,39,41,15,1,0,0,6,10,7,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,192,1,8,-73,165,New Orleans
2013,8,23,36,2,1,1,14,36,10,2,60,62,20,1,1,0,13,26,4,1,43,44,13,1,0,1,1,9,6,1,16,17,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,185,1,9,-72,166,New Orleans
2014,8,23,39,0,5,4,4,24,12,9,40,49,21,0,1,2,1,10,4,3,15,18,16,0,4,2,3,14,8,6,25,31,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,137,1,4,-71,167,New Orleans
2015,8,23,34,1,8,4,14,33,9,12,56,68,14,0,3,3,9,15,3,6,27,33,16,1,5,1,5,14,6,6,25,31,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,4,147,2,7,-70,168,New Orleans
2016,8,23,42,2,1,5,8,27,15,6,50,56,26,2,0,3,7,17,4,3,28,31,15,0,1,2,0,9,11,3,20,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,188,1,7,-75,163,New Orleans
2017,8,23,40,0,5,5,3,42,12,10,57,67,23,0,2,3,2,33,7,5,42,47,15,0,2,2,1,8,3,4,12,16,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,1,1,1,2,3,198,1,7,-74,164,New Orleans
2018,8,23,46,0,2,2,6,41,16,4,63,67,21,0,1,1,3,30,5,2,38,40,16,0,1,0,3,6,11,1,20,21,0,0,0,0,0,1,0,0,1,1,9,0,0,1,0,4,0,1,4,5,205,1,14,-73,165,New Orleans
2019,8,23,50,0,2,3,10,48,16,5,74,79,28,0,1,0,4,32,6,1,42,43,20,0,1,3,6,11,7,4,24,28,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,5,1,0,6,6,200,2,11,-72,166,New Orleans
2020,8,23,59,0,2,10,3,17,12,12,32,44,40,0,1,6,1,8,4,7,13,20,13,0,1,3,2,8,8,4,18,22,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,1,1,2,161,0,11,-70,168,New Orleans
2021,8,23,60,2,1,5,2,27,20,6,49,55,33,2,0,4,1,16,8,4,25,29,20,0,1,1,1,11,10,2,22,24,1,0,0,0,0,0,1,0,1,1,6,0,0,0,0,0,1,0,1,1,171,4,8,-76,162,New Orleans
2022,8,23,34,1,1,6,3,19,25,7,47,54,19,1,0,3,1,14,6,3,21,24,14,0,1,1,2,5,17,2,24,26,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,2,2,4,143,0,7,-75,163,New Orleans
2023,8,23,36,1,0,5,5,25,21,5,51,56,24,1,0,0,4,16,6,0,26,26,8,0,0,4,1,9,13,4,23,27,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,1,2,3,151,0,11,-74,164,New Orleans
2024,8,23,42,2,2,5,3,40,11,7,54,61,21,1,0,4,3,20,3,4,26,30,13,1,1,1,0,15,7,2,22,24,0,0,0,0,0,1,0,0,1,1,8,0,1,0,0,4,1,1,5,6,161,2,21,-72,166,New Orleans
2012,9,23,23,0,3,0,4,24,14,3,42,45,8,0,0,0,3,12,5,0,20,20,13,0,3,0,1,11,9,3,21,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,159,0,15,-42,196,New Orleans
2013,9,23,23,0,1,1,9,36,12,2,57,59,14,0,1,0,6,30,5,1,41,42,8,0,0,1,2,4,6,1,12,13,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,3,3,162,1,12,-41,197,New Orleans
2014,9,23,29,0,2,2,10,29,19,4,58,62,13,0,2,0,9,17,5,2,31,33,9,0,0,0,1,11,11,0,23,23,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,1,3,2,4,6,164,0,21,-40,198,New Orleans
2015,9,23,37,0,1,5,8,26,9,6,43,49,26,0,0,4,3,15,4,4,22,26,9,0,1,1,5,9,3,2,17,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,4,4,177,0,15,-39,199,New Orleans
2016,9,23,43,2,4,0,4,36,10,4,50,54,11,2,0,0,2,18,2,0,22,22,28,0,4,0,2,15,7,4,24,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,0,4,4,151,3,11,-44,194,New Orleans
2017,9,23,51,4,2,3,1,43,12,5,56,61,29,0,1,1,1,22,1,2,24,26,21,4,0,2,0,19,10,2,29,31,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,3,3,186,1,8,-43,195,New Orleans
2018,9,23,53,3,2,4,5,30,18,6,53,59,28,1,0,3,0,19,8,3,27,30,25,2,2,1,5,8,7,3,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,203,1,12,-42,196,New Orleans
2019,9,23,39,4,2,6,7,36,30,8,73,81,20,2,2,2,5,24,4,4,33,37,15,1,0,4,2,9,24,4,35,39,0,0,0,0,0,0,2,0,2,2,4,1,0,0,0,3,0,0,3,3,216,2,17,-41,197,New Orleans
2020,9,23,44,2,4,6,3,19,43,10,65,75,19,1,0,2,1,13,26,2,40,42,22,1,3,2,2,6,14,5,22,27,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,3,3,3,6,169,0,11,-39,199,New Orleans
2021,9,23,44,2,1,6,5,27,14,7,46,53,25,2,0,1,2,16,4,1,22,23,15,0,1,3,2,8,10,4,20,24,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,3,0,2,4,6,153,0,12,-45,193,New Orleans
2022,9,23,30,7,10,4,4,29,22,14,55,69,17,2,0,1,3,21,12,1,36,37,9,4,7,2,1,8,10,9,19,28,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,0,4,0,4,168,1,15,-44,194,New Orleans
2023,9,23,39,3,0,9,3,31,21,9,55,64,21,0,0,3,2,18,7,3,27,30,14,3,0,5,1,13,12,5,26,31,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,2,3,155,1,12,-43,195,New Orleans
2024,9,23,37,2,2,6,4,26,10,8,40,48,26,2,2,1,1,14,3,3,18,21,10,0,0,4,1,10,6,4,17,21,0,0,0,1,1,1,0,1,2,3,1,0,0,0,1,1,1,0,3,3,150,3,9,-41,197,New Orleans
2012,10,23,27,6,8,5,9,29,2,13,40,53,15,4,2,1,6,21,2,3,29,32,12,2,3,3,2,7,0,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,4,2,6,174,2,11,-12,226,New Orleans
2013,10,23,27,0,2,1,16,31,16,3,63,66,14,0,1,0,11,23,5,1,39,40,12,0,1,1,5,5,9,2,19,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,5,5,178,0,10,-11,227,New Orleans
2014,10,23,24,0,1,4,6,31,13,5,50,55,14,0,1,2,3,22,6,3,31,34,8,0,0,2,2,9,7,2,18,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,164,0,8,-10,228,New Orleans
2015,10,23,27,0,3,3,8,27,7,6,42,48,16,0,1,2,4,14,4,3,22,25,11,0,2,1,4,11,3,3,18,21,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,147,2,6,-9,229,New Orleans
2016,10,23,40,2,2,4,4,40,19,6,63,69,16,0,2,1,1,19,2,3,22,25,19,2,0,3,3,20,17,3,40,43,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,1,167,0,8,-14,224,New Orleans
2017,10,23,58,1,3,7,9,34,15,10,58,68,36,1,1,4,6,20,9,5,35,40,20,0,1,2,3,12,5,3,20,23,0,0,0,0,0,0,1,0,1,1,2,0,1,1,0,2,0,2,2,4,189,1,9,-13,225,New Orleans
2018,10,23,45,2,3,4,4,27,31,7,62,69,24,1,3,2,4,16,10,5,30,35,19,0,0,1,0,8,21,1,29,30,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,1,2,3,188,5,6,-12,226,New Orleans
2019,10,23,40,2,1,0,9,41,23,1,73,74,18,0,0,0,4,22,6,0,32,32,20,1,1,0,5,17,15,1,37,38,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,1,0,3,3,188,3,6,-11,227,New Orleans
2020,10,23,58,2,5,6,8,26,25,11,59,70,28,1,1,2,0,19,8,3,27,30,26,0,3,3,8,6,17,6,31,37,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,2,1,3,193,2,14,-9,229,New Orleans
2021,10,23,33,1,2,10,2,37,15,12,54,66,16,1,1,5,0,17,4,6,21,27,16,0,1,3,2,19,10,4,31,35,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,2,2,4,151,0,11,-15,223,New Orleans
2022,10,23,33,7,5,3,6,20,49,8,75,83,17,2,2,1,1,10,20,3,31,34,15,5,3,1,4,8,29,4,41,45,0,0,0,1,1,1,0,1,2,3,1,0,0,0,0,1,0,0,1,1,179,6,3,-14,224,New Orleans
2023,10,23,46,2,3,1,6,35,24,4,65,69,27,0,1,0,1,24,9,1,34,35,15,2,2,1,5,10,13,3,28,31,1,0,0,0,0,0,1,0,1,1,3,0,0,0,0,1,1,0,2,2,166,3,8,-13,225,New Orleans
2024,10,23,43,0,1,5,4,24,14,6,42,48,21,0,1,3,2,13,6,4,21,25,17,0,0,2,2,10,6,2,18,20,0,0,0,0,0,1,0,0,1,1,5,0,0,0,0,0,2,0,2,2,145,2,9,-11,227,New Orleans
2012,11,23,17,3,3,7,8,36,14,10,58,68,9,0,0,3,4,18,5,3,27,30,7,3,2,3,4,16,8,5,28,33,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,2,0,2,2,4,163,1,16,19,257,New Orleans
2013,11,23,45,1,2,2,7,25,20,4,52,56,11,0,1,1,2,9,8,2,19,21,34,1,1,0,5,14,12,1,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,3,167,0,8,20,258,New Orleans
2014,11,23,35,2,6,3,4,20,17,9,41,50,11,0,2,2,4,7,8,4,19,23,17,1,4,1,0,12,8,5,20,25,2,0,0,0,0,0,1,0,1,1,5,1,0,0,0,1,0,0,1,1,137,3,8,21,259,New Orleans
2015,11,23,29,1,5,4,10,23,9,9,42,51,16,1,1,1,6,15,3,2,24,26,12,0,4,3,3,6,6,7,15,22,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,2,2,135,3,9,22,260,New Orleans
2016,11,23,48,0,10,1,11,35,11,11,57,68,23,0,0,0,3,20,0,0,23,23,22,0,8,0,6,12,11,8,29,37,1,0,0,0,0,0,0,0,0,0,2,0,2,1,2,3,0,3,5,8,160,2,12,17,255,New Orleans
2017,11,23,41,1,4,2,8,14,8,6,30,36,17,0,1,0,1,10,5,1,16,17,24,1,3,2,6,3,3,5,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,115,0,3,18,256,New Orleans
2018,11,23,47,3,1,2,8,36,38,3,82,85,19,0,0,1,4,24,17,1,45,46,26,3,0,1,4,9,20,1,33,34,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,1,1,4,5,210,0,12,19,257,New Orleans
2019,11,23,44,3,6,3,2,41,33,9,76,85,21,2,2,0,2,20,6,2,28,30,20,1,4,2,0,18,25,6,43,49,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,2,1,5,6,192,1,11,20,258,New Orleans
2020,11,23,40,4,3,5,7,25,43,8,75,83,25,1,1,0,4,18,11,1,33,34,14,3,1,5,3,5,26,6,34,40,0,0,0,0,0,0,3,0,3,3,1,0,1,0,0,2,3,1,5,6,179,4,11,22,260,New Orleans
2021,11,23,41,0,2,2,8,29,19,4,56,60,22,0,1,0,3,16,5,1,24,25,18,0,1,2,5,10,14,3,29,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,3,136,0,6,16,254,New Orleans
2022,11,23,22,0,1,2,5,11,35,3,51,54,5,0,0,2,5,6,15,2,26,28,17,0,1,0,0,4,18,1,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,113,2,3,17,255,New Orleans
2023,11,23,30,0,0,4,6,20,23,4,49,53,12,0,0,3,1,10,5,3,16,19,17,0,0,1,5,8,18,1,31,32,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,118,1,3,18,256,New Orleans
