year,month,day,crime_disorder,crime_gun,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_violent,crime_property,crime_index,crime_disorder_day,crime_gun_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_gun_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_gun_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_gun_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2012,11,4,19,4,2,5,6,17,9,7,32,39,5,1,0,4,2,8,2,4,12,16,12,3,2,1,4,6,7,3,17,20,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,2,0,0,2,2,134,1,8,0,238,New Orleans
2013,11,4,27,3,1,5,9,47,16,6,72,78,21,0,0,3,6,36,8,3,50,53,6,3,0,2,3,9,7,2,19,21,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0,1,2,3,179,1,11,1,239,New Orleans
2014,11,4,26,1,3,2,16,21,17,5,54,59,11,0,2,2,10,12,8,4,30,34,13,0,1,0,5,5,6,1,16,17,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,4,3,0,8,8,171,0,18,2,240,New Orleans
2015,11,4,29,3,7,4,5,23,9,11,37,48,8,1,3,2,3,16,4,5,23,28,17,2,4,2,2,6,5,6,13,19,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,156,2,9,3,241,New Orleans
2016,11,4,38,0,2,1,4,27,7,3,38,41,21,0,1,1,1,15,1,2,17,19,13,0,1,0,2,7,5,1,14,15,0,0,0,0,1,1,0,0,2,2,4,0,0,0,0,4,1,0,5,5,146,2,12,-2,236,New Orleans
2017,11,4,54,3,1,4,4,33,20,5,57,62,21,2,0,3,3,13,7,3,23,26,29,1,1,1,1,17,12,2,30,32,1,0,0,0,0,1,0,0,1,1,3,0,0,0,0,2,1,0,3,3,176,2,12,-1,237,New Orleans
2018,11,4,63,0,4,8,2,33,48,12,83,95,30,0,1,3,2,15,12,4,29,33,27,0,3,5,0,14,35,8,49,57,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,1,0,5,5,216,3,13,0,238,New Orleans
2019,11,4,44,3,1,2,11,27,10,3,48,51,28,1,0,1,5,10,3,1,18,19,12,1,1,1,5,14,6,2,25,27,1,0,0,0,0,1,1,0,2,2,3,1,0,0,1,2,0,0,3,3,164,3,11,1,239,New Orleans
2020,11,4,61,2,1,6,3,26,29,7,58,65,35,1,0,4,0,11,13,4,24,28,23,0,0,1,3,11,16,1,30,31,0,0,0,1,0,2,0,1,2,3,3,1,1,0,0,2,0,1,2,3,181,3,10,3,241,New Orleans
2021,11,4,45,1,0,4,2,26,30,4,58,62,28,0,0,2,2,17,9,2,28,30,12,1,0,2,0,6,18,2,24,26,0,0,0,0,0,2,0,0,2,2,5,0,0,0,0,1,3,0,4,4,173,3,15,-3,235,New Orleans
2022,11,4,28,2,4,3,5,23,27,7,55,62,14,1,1,0,1,10,11,1,22,23,11,1,2,3,3,11,15,5,29,34,0,0,0,0,1,1,1,0,3,3,3,0,1,0,0,1,0,1,1,2,142,3,7,-2,236,New Orleans
2023,11,4,56,1,4,6,6,34,40,10,80,90,29,1,3,3,2,15,13,6,30,36,23,0,1,3,4,17,19,4,40,44,1,0,0,0,0,1,1,0,2,2,3,0,0,0,0,1,7,0,8,8,189,3,12,-1,237,New Orleans
2024,11,4,45,1,2,2,6,38,14,4,58,62,24,0,1,2,5,26,5,3,36,39,15,1,1,0,1,10,6,1,17,18,1,0,0,0,0,0,1,0,1,1,5,0,0,0,0,2,2,0,4,4,167,2,13,1,239,New Orleans
2012,12,4,29,0,2,2,7,22,10,4,39,43,10,0,2,1,2,17,3,3,22,25,19,0,0,1,5,4,6,1,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,205,0,11,30,268,New Orleans
2013,12,4,32,3,1,4,9,40,12,5,61,66,12,3,0,2,4,23,3,2,30,32,19,0,1,2,5,14,9,3,28,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,3,225,0,9,31,269,New Orleans
2014,12,4,34,0,4,0,13,28,18,4,59,63,16,0,1,0,7,20,6,1,33,34,15,0,2,0,5,7,12,2,24,26,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,1,2,3,165,1,7,32,270,New Orleans
2015,12,4,31,0,6,0,8,47,9,6,64,70,16,0,0,0,4,30,4,0,38,38,13,0,6,0,3,16,5,6,24,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,2,180,0,8,33,271,New Orleans
2016,12,4,35,1,1,3,13,30,17,4,60,64,11,1,0,0,7,15,4,0,26,26,21,0,1,3,6,11,13,4,30,34,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,4,4,158,2,9,28,266,New Orleans
2017,12,4,45,0,2,10,8,29,8,12,45,57,27,0,0,3,3,13,3,3,19,22,16,0,2,7,4,16,5,9,25,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,174,0,6,29,267,New Orleans
2018,12,4,61,0,4,3,4,36,17,7,57,64,29,0,1,3,0,22,6,4,28,32,26,0,3,0,4,11,11,3,26,29,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,3,193,1,14,30,268,New Orleans
2019,12,4,47,3,6,2,4,30,10,8,44,52,25,1,2,1,1,22,5,3,28,31,16,1,4,1,3,8,4,5,15,20,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,1,1,175,1,13,31,269,New Orleans
2020,12,4,48,4,6,5,6,42,11,11,59,70,21,2,2,4,3,28,4,6,35,41,24,2,3,0,3,11,4,3,18,21,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,3,2,6,8,172,1,13,33,271,New Orleans
2021,12,4,36,3,0,5,6,26,26,5,58,63,13,2,0,3,1,13,5,3,19,22,20,1,0,1,5,12,19,1,36,37,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,2,1,3,4,145,0,10,27,265,New Orleans
2022,12,4,38,1,2,3,6,14,41,5,61,66,20,1,1,2,1,6,8,3,15,18,17,0,1,1,3,7,30,2,40,42,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,3,0,5,5,153,1,10,28,266,New Orleans
2023,12,4,23,0,2,3,4,28,28,5,60,65,14,0,0,1,2,18,7,1,27,28,8,0,2,2,2,9,21,4,32,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,150,0,5,29,267,New Orleans
2024,12,4,30,4,1,4,4,18,16,5,38,43,17,2,1,4,3,9,7,5,19,24,12,2,0,0,1,4,9,0,14,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,5,5,132,0,10,31,269,New Orleans
2012,1,5,20,1,3,4,5,20,10,7,35,42,6,1,0,1,3,10,5,1,18,19,12,0,3,1,2,9,3,4,14,18,0,0,0,0,0,0,1,0,1,1,2,0,0,2,0,1,1,2,2,4,141,2,8,-304,-66,New Orleans
2013,1,5,24,0,0,0,7,33,11,0,51,51,8,0,0,0,3,15,4,0,22,22,14,0,0,0,4,15,7,0,26,26,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,2,0,0,2,2,163,1,7,-302,-64,New Orleans
2014,1,5,26,0,5,6,11,22,10,11,43,54,11,0,3,4,7,8,4,7,19,26,13,0,2,2,4,11,5,4,20,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,4,4,123,0,11,-301,-63,New Orleans
2015,1,5,29,2,5,1,15,29,22,6,66,72,17,1,0,0,11,22,12,0,45,45,12,1,5,1,4,5,10,6,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,157,0,3,-300,-62,New Orleans
2016,1,5,22,0,2,3,9,28,14,5,51,56,12,0,1,0,4,17,3,1,24,25,10,0,0,2,5,8,10,2,23,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,4,6,172,0,11,-306,-68,New Orleans
2017,1,5,35,0,5,4,7,35,8,9,50,59,13,0,0,1,4,25,3,1,32,33,15,0,5,3,2,8,5,8,15,23,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2,0,0,3,3,155,0,17,-304,-66,New Orleans
2018,1,5,49,0,1,2,5,27,6,3,38,41,19,0,1,0,3,11,1,1,15,16,26,0,0,2,2,14,5,2,21,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,2,147,0,8,-303,-65,New Orleans
2019,1,5,48,2,6,6,6,27,43,12,76,88,20,1,2,3,1,14,16,5,31,36,23,1,3,2,5,12,20,5,37,42,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,7,2,8,10,214,1,18,-302,-64,New Orleans
2020,1,5,35,1,0,6,2,16,16,6,34,40,14,0,0,2,1,8,3,2,12,14,17,1,0,3,1,7,13,3,21,24,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,1,1,2,89,0,7,-301,-63,New Orleans
2021,1,5,36,2,2,9,1,24,45,11,70,81,15,1,0,5,0,15,7,5,22,27,17,1,2,3,1,9,37,5,47,52,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,1,2,169,1,7,-306,-68,New Orleans
2022,1,5,49,3,1,5,4,26,28,6,58,64,20,2,0,2,0,15,5,2,20,22,25,1,1,3,3,9,22,4,34,38,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,1,0,4,4,163,0,9,-305,-67,New Orleans
2023,1,5,27,1,5,6,5,17,42,11,64,75,14,0,1,4,3,7,8,5,18,23,8,1,4,2,2,8,32,6,42,48,0,0,0,0,0,0,1,0,1,1,5,0,0,0,0,2,1,0,3,3,161,1,9,-304,-66,New Orleans
2024,1,5,47,1,2,1,6,25,45,3,76,79,23,1,2,1,1,12,11,3,24,27,18,0,0,0,4,12,33,0,49,49,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,3,3,181,2,10,-303,-65,New Orleans
2012,2,5,29,2,4,7,7,34,20,11,61,72,7,1,0,3,2,17,8,3,27,30,19,1,3,3,3,17,10,6,30,36,0,0,1,1,0,0,0,2,0,2,3,0,0,0,2,0,2,0,4,4,189,3,9,-273,-35,New Orleans
2013,2,5,22,1,0,2,10,42,14,2,66,68,9,1,0,1,6,29,6,1,41,42,11,0,0,1,3,13,8,1,24,25,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,152,2,12,-271,-33,New Orleans
2014,2,5,34,3,9,3,9,30,21,12,60,72,16,1,2,0,5,22,8,2,35,37,17,1,5,2,2,8,13,7,23,30,0,0,1,0,0,0,0,1,0,1,1,1,1,1,2,0,0,2,2,4,249,1,19,-270,-32,New Orleans
2015,2,5,34,1,0,1,5,28,10,1,43,44,16,0,0,0,3,20,1,0,24,24,14,1,0,0,1,5,8,0,14,14,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,3,1,1,5,6,143,0,16,-269,-31,New Orleans
2016,2,5,30,0,2,3,10,89,22,5,121,126,13,0,0,3,4,31,7,3,42,45,14,0,2,0,6,55,14,2,75,77,0,0,0,0,0,1,1,0,2,2,3,0,0,0,0,2,0,0,2,2,243,3,17,-275,-37,New Orleans
2017,2,5,41,3,4,9,1,33,16,13,50,63,16,1,1,2,0,17,4,3,21,24,19,2,3,7,0,14,12,10,26,36,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,0,0,3,3,171,1,11,-273,-35,New Orleans
2018,2,5,44,1,1,2,9,27,21,3,57,60,19,1,0,1,5,18,6,1,29,30,22,0,1,1,4,7,15,2,26,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,2,179,0,8,-272,-34,New Orleans
2019,2,5,54,2,2,3,4,33,17,5,54,59,22,0,1,1,2,17,4,2,23,25,26,2,1,2,2,14,10,3,26,29,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,3,0,5,5,192,2,14,-271,-33,New Orleans
2020,2,5,30,0,1,0,4,35,11,1,50,51,16,0,0,0,3,23,3,0,29,29,12,0,1,0,1,8,8,1,17,18,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,3,0,0,3,3,141,2,8,-270,-32,New Orleans
2021,2,5,48,1,6,7,5,20,14,13,39,52,23,0,3,5,2,11,5,8,18,26,22,1,3,1,3,8,6,4,17,21,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,3,1,4,5,159,2,9,-275,-37,New Orleans
2022,2,5,53,2,4,5,2,32,69,9,103,112,28,2,3,2,1,18,12,5,31,36,22,0,1,2,1,13,48,3,62,65,2,0,0,0,0,0,2,0,2,2,1,0,0,1,0,1,7,1,8,9,235,4,16,-274,-36,New Orleans
2023,2,5,33,1,2,7,4,28,32,9,64,73,18,1,1,4,1,16,6,5,23,28,13,0,1,3,3,10,21,4,34,38,1,0,0,0,0,0,2,0,2,2,1,0,0,0,0,2,3,0,5,5,145,3,6,-273,-35,New Orleans
2024,2,5,35,1,0,1,9,27,22,1,58,59,14,1,0,1,4,11,5,1,20,21,16,0,0,0,5,13,16,0,34,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,0,4,4,156,0,12,-272,-34,New Orleans
2012,3,5,26,1,1,4,8,32,19,5,59,64,18,1,0,1,5,20,10,1,35,36,6,0,0,3,3,8,8,3,19,22,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,4,0,1,4,5,201,2,14,-244,-6,New Orleans
2013,3,5,13,4,0,1,8,36,18,1,62,63,7,3,0,0,5,27,5,0,37,37,5,0,0,1,3,9,12,1,24,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,243,0,13,-243,-5,New Orleans
2014,3,5,43,0,4,4,11,47,19,8,77,85,13,0,1,1,6,31,9,2,46,48,26,0,3,2,5,12,9,5,26,31,1,0,0,0,0,1,0,0,1,1,3,0,0,1,0,3,1,1,4,5,199,2,12,-242,-4,New Orleans
2015,3,5,28,2,1,2,6,25,12,3,43,46,18,1,1,0,4,16,5,1,25,26,8,0,0,2,2,7,7,2,16,18,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2,2,149,0,12,-241,-3,New Orleans
2016,3,5,39,0,2,4,8,34,17,6,59,65,23,0,1,1,4,16,6,2,26,28,13,0,1,3,4,16,11,4,31,35,0,0,0,0,0,2,0,0,2,2,3,0,0,0,0,0,0,0,0,0,163,3,6,-246,-8,New Orleans
2017,3,5,49,0,2,0,7,48,16,2,71,73,27,0,1,0,5,19,5,1,29,30,20,0,1,0,2,23,11,1,36,37,1,0,0,0,0,2,0,0,2,2,1,0,0,0,0,4,0,0,4,4,179,4,8,-245,-7,New Orleans
2018,3,5,50,1,3,0,2,26,16,3,44,47,27,0,2,0,1,12,9,2,22,24,18,1,0,0,1,12,6,0,19,19,0,0,0,0,0,0,1,0,1,1,5,0,1,0,0,2,0,1,2,3,175,1,14,-244,-6,New Orleans
2019,3,5,54,11,0,5,2,54,35,5,91,96,23,4,0,2,2,27,14,2,43,45,28,7,0,2,0,24,18,2,42,44,0,0,0,0,0,0,1,0,1,1,3,0,0,1,0,3,2,1,5,6,262,2,14,-243,-5,New Orleans
2020,3,5,38,1,1,4,8,27,9,5,44,49,15,1,1,2,2,17,2,3,21,24,21,0,0,2,6,5,7,2,18,20,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4,0,0,4,4,159,2,12,-241,-3,New Orleans
2021,3,5,35,2,1,6,7,20,17,7,44,51,21,2,1,4,4,14,6,5,24,29,12,0,0,2,2,6,7,2,15,17,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,4,0,4,4,152,2,11,-247,-9,New Orleans
2022,3,5,28,1,3,7,5,19,34,10,58,68,17,1,1,3,3,11,9,4,23,27,9,0,2,4,1,7,25,6,33,39,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,1,1,133,3,3,-246,-8,New Orleans
2023,3,5,26,6,1,5,11,26,18,6,55,61,12,3,0,0,3,12,7,0,22,22,12,2,1,4,7,14,11,5,32,37,0,0,0,0,1,0,0,0,1,1,2,1,0,1,0,0,0,1,0,1,133,2,5,-245,-7,New Orleans
2024,3,5,49,2,1,1,3,26,11,2,40,42,33,2,0,0,2,18,3,0,23,23,16,0,1,1,1,7,8,2,16,18,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,138,2,2,-243,-5,New Orleans
2012,4,5,32,1,4,3,3,21,7,7,31,38,14,0,2,2,2,17,0,4,19,23,18,0,2,1,0,2,7,3,9,12,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,0,0,2,2,172,1,6,-213,25,New Orleans
2013,4,5,23,0,1,2,7,31,9,3,47,50,13,0,1,1,3,23,4,2,30,32,8,0,0,1,3,7,4,1,14,15,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,1,0,0,2,2,179,1,16,-212,26,New Orleans
2014,4,5,39,0,1,3,9,34,16,4,59,63,19,0,1,0,5,18,4,1,27,28,18,0,0,3,4,15,11,3,30,33,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,2,160,2,5,-211,27,New Orleans
2015,4,5,33,0,4,2,7,31,14,6,52,58,20,0,1,1,5,17,8,2,30,32,10,0,3,1,2,12,6,4,20,24,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,1,1,138,2,5,-210,28,New Orleans
2016,4,5,42,2,0,5,6,15,10,5,31,36,23,2,0,2,5,9,6,2,20,22,15,0,0,3,1,5,4,3,10,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,1,156,0,12,-215,23,New Orleans
2017,4,5,37,3,4,7,6,34,6,11,46,57,15,2,0,3,3,22,4,3,29,32,18,0,3,4,2,10,2,7,14,21,0,0,0,0,0,1,0,0,1,1,4,1,1,0,1,1,0,1,2,3,169,1,13,-214,24,New Orleans
2018,4,5,67,1,3,3,6,42,20,6,68,74,38,0,1,1,4,33,6,2,43,45,26,0,2,2,1,8,13,4,22,26,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,0,3,3,236,2,12,-213,25,New Orleans
2019,4,5,47,4,1,2,3,39,34,3,76,79,25,1,0,0,1,24,12,0,37,37,15,2,1,2,1,11,18,3,30,33,0,0,0,0,0,0,1,0,1,1,7,1,0,0,1,4,3,0,8,8,214,1,25,-212,26,New Orleans
2020,4,5,38,1,1,3,4,28,12,4,44,48,18,1,0,2,2,21,5,2,28,30,16,0,1,0,1,6,7,1,14,15,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,1,2,3,119,0,10,-210,28,New Orleans
2021,4,5,40,3,5,6,7,28,44,11,79,90,21,2,4,2,2,20,24,6,46,52,15,1,1,4,5,8,18,5,31,36,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,1,0,1,1,201,1,14,-216,22,New Orleans
2022,4,5,47,1,5,10,5,28,11,15,44,59,29,0,0,5,1,12,9,5,22,27,17,1,4,5,3,15,2,9,20,29,0,0,0,0,1,1,0,0,2,2,1,0,1,0,0,0,0,1,0,1,180,3,9,-215,23,New Orleans
2023,4,5,39,0,1,3,4,26,28,4,58,62,19,0,0,1,3,18,3,1,24,25,14,0,0,2,1,6,20,2,27,29,1,0,0,0,0,0,1,0,1,1,5,0,1,0,0,2,4,1,6,7,158,5,13,-214,24,New Orleans
2024,4,5,38,3,0,2,5,30,16,2,51,53,19,1,0,2,3,13,4,2,20,22,17,0,0,0,2,17,11,0,30,30,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,142,0,11,-212,26,New Orleans
2012,5,5,27,2,4,6,10,29,12,10,51,61,19,0,2,4,4,20,2,6,26,32,6,1,2,1,5,8,10,3,23,26,0,0,0,0,1,0,0,0,1,1,2,1,0,1,0,1,0,1,1,2,204,2,11,-183,55,New Orleans
2013,5,5,29,1,3,2,8,35,18,5,61,66,15,0,1,2,5,20,4,3,29,32,12,1,2,0,3,13,14,2,30,32,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,171,4,3,-182,56,New Orleans
2014,5,5,32,0,0,1,19,39,9,1,67,68,16,0,0,0,17,29,4,0,50,50,13,0,0,0,1,8,4,0,13,13,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,1,1,4,5,201,1,17,-181,57,New Orleans
2015,5,5,36,2,3,3,13,28,19,6,60,66,26,1,1,3,10,23,9,4,42,46,6,1,2,0,3,4,9,2,16,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,2,2,169,0,8,-180,58,New Orleans
2016,5,5,53,3,1,5,9,26,23,6,58,64,37,2,1,3,5,18,10,4,33,37,14,1,0,2,3,7,13,2,23,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,2,187,0,9,-185,53,New Orleans
2017,5,5,50,0,2,4,4,48,13,6,65,71,25,0,1,1,2,26,5,2,33,35,18,0,1,3,2,17,8,4,27,31,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,5,200,3,15,-184,54,New Orleans
2018,5,5,57,1,5,4,0,41,20,9,61,70,31,1,1,3,0,24,5,4,29,33,20,0,2,1,0,16,14,3,30,33,0,0,1,0,0,0,1,1,1,2,6,0,1,0,0,1,0,1,1,2,208,2,17,-183,55,New Orleans
2019,5,5,55,1,6,5,5,34,31,11,70,81,33,0,3,4,3,23,24,7,50,57,18,1,3,1,1,8,7,4,16,20,2,0,0,0,0,1,0,0,1,1,2,0,0,0,1,2,0,0,3,3,214,6,8,-182,56,New Orleans
2020,5,5,45,2,0,1,5,17,21,1,43,44,29,2,0,0,4,15,10,0,29,29,15,0,0,1,1,2,10,1,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,149,0,5,-180,58,New Orleans
2021,5,5,51,0,0,6,1,23,28,6,52,58,32,0,0,5,1,15,6,5,22,27,15,0,0,1,0,7,20,1,27,28,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,3,3,171,1,11,-186,52,New Orleans
2022,5,5,33,2,3,6,4,19,19,9,42,51,16,1,2,6,0,15,9,8,24,32,16,1,0,0,4,4,9,0,17,17,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,152,1,6,-185,53,New Orleans
2023,5,5,51,5,2,4,2,46,42,6,90,96,29,0,2,2,0,38,10,4,48,52,20,4,0,2,1,8,29,2,38,40,0,0,0,0,0,0,1,0,1,1,2,1,0,0,1,0,2,0,3,3,199,3,7,-184,54,New Orleans
2024,5,5,59,6,0,4,5,34,25,4,64,68,37,2,0,2,2,18,7,2,27,29,14,1,0,2,3,13,18,2,34,36,0,0,0,0,0,1,0,0,1,1,8,3,0,0,0,2,0,0,2,2,190,1,18,-182,56,New Orleans
2012,6,5,33,1,3,2,8,22,13,5,43,48,27,1,2,1,5,15,5,3,25,28,4,0,1,1,3,7,7,2,17,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,252,1,17,-152,86,New Orleans
2013,6,5,20,2,2,1,7,48,18,3,73,76,7,2,0,1,5,36,9,1,50,51,10,0,1,0,1,7,9,1,17,18,0,0,0,0,0,1,0,0,1,1,3,0,1,0,1,4,0,1,5,6,201,1,13,-151,87,New Orleans
2014,6,5,32,3,3,6,8,28,10,9,46,55,9,1,2,1,6,20,4,3,30,33,17,0,1,3,1,8,6,4,15,19,0,0,0,0,0,0,0,0,0,0,6,2,0,2,1,0,0,2,1,3,192,0,21,-150,88,New Orleans
2015,6,5,25,0,2,1,16,33,10,3,59,62,14,0,1,0,10,22,7,1,39,40,9,0,0,0,5,9,3,0,17,17,0,0,1,0,0,0,0,1,0,1,2,0,0,1,1,2,0,1,3,4,166,2,20,-149,89,New Orleans
2016,6,5,39,2,2,3,5,23,22,5,50,55,26,1,0,1,4,16,5,1,25,26,13,0,1,1,1,7,13,2,21,23,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,2,4,6,144,0,12,-154,84,New Orleans
2017,6,5,47,4,5,4,8,28,15,9,51,60,30,2,3,2,5,22,6,5,33,38,14,0,2,1,3,5,8,3,16,19,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,1,1,2,3,181,0,15,-153,85,New Orleans
2018,6,5,49,1,6,6,7,29,9,12,45,57,26,1,1,5,4,18,3,6,25,31,20,0,5,0,1,10,5,5,16,21,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,1,1,4,5,189,1,22,-152,86,New Orleans
2019,6,5,39,3,3,4,5,34,33,7,72,79,25,2,1,1,3,24,13,2,40,42,14,1,1,3,2,8,20,4,30,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,3,206,0,12,-151,87,New Orleans
2020,6,5,55,0,1,5,4,26,16,6,46,52,39,0,1,2,2,21,6,3,29,32,12,0,0,3,2,4,7,3,13,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3,0,4,4,167,1,13,-149,89,New Orleans
2021,6,5,44,2,3,11,6,34,26,14,66,80,24,1,1,5,3,18,9,6,30,36,13,1,1,5,2,14,15,6,31,37,0,0,0,0,0,0,0,0,0,0,7,0,1,1,1,2,2,2,5,7,179,0,17,-155,83,New Orleans
2022,6,5,40,4,3,4,7,29,28,7,64,71,21,0,1,1,4,13,15,2,32,34,16,3,2,2,3,14,12,4,29,33,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,1,1,3,4,172,1,12,-154,84,New Orleans
2023,6,5,33,4,6,10,10,28,39,16,77,93,16,2,3,6,4,20,20,9,44,53,16,2,3,3,5,7,18,6,30,36,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,2,3,183,1,8,-153,85,New Orleans
2024,6,5,49,2,1,2,2,26,21,3,49,52,27,1,0,2,1,19,11,2,31,33,14,0,1,0,1,5,10,1,16,17,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,2,0,0,2,2,163,1,14,-151,87,New Orleans
2012,7,5,34,3,2,2,12,30,23,4,65,69,17,3,0,0,8,20,12,0,40,40,13,0,2,2,2,10,10,4,22,26,0,0,0,0,0,0,1,0,1,1,4,0,0,0,2,0,0,0,2,2,191,1,12,-122,116,New Orleans
2013,7,5,36,1,6,6,8,34,16,12,58,70,15,1,1,2,6,21,6,3,33,36,18,0,3,3,1,12,8,6,21,27,0,0,1,0,1,0,1,1,2,3,3,0,1,1,0,1,1,2,2,4,198,3,15,-121,117,New Orleans
2014,7,5,30,0,4,4,10,49,19,8,78,86,12,0,1,2,8,23,9,3,40,43,16,0,3,2,2,21,8,5,31,36,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,4,2,0,6,6,173,2,13,-120,118,New Orleans
2015,7,5,41,0,4,3,7,23,23,7,53,60,30,0,3,1,4,15,10,4,29,33,10,0,1,1,2,8,12,2,22,24,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,2,173,2,12,-119,119,New Orleans
