year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2021,5,10,77,4,9,13,72,20,1,13,105,118,46,1,5,9,46,11,1,6,66,72,26,3,3,3,20,7,0,6,30,36,1,0,1,1,0,0,0,1,1,2,4,0,0,0,6,2,0,0,8,8,283,4,16,-181,57,Austin
2022,5,10,56,1,9,15,62,14,4,10,91,101,31,0,5,9,44,8,3,5,61,66,20,1,4,6,14,5,0,5,25,30,0,0,0,0,1,0,0,0,1,1,5,0,0,0,3,1,1,0,4,4,259,3,18,-180,58,Austin
2023,5,10,61,3,5,13,48,13,2,8,74,82,36,1,4,7,28,4,2,5,39,44,22,0,1,6,15,7,0,1,28,29,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,2,0,2,7,9,223,0,20,-179,59,Austin
2024,5,10,66,4,11,11,55,13,1,15,79,94,42,3,5,4,31,7,1,8,42,50,21,1,4,6,21,5,0,5,32,37,0,0,1,0,0,0,0,1,0,1,3,0,1,1,3,1,0,1,5,6,252,1,13,-177,61,Austin
2012,6,10,88,2,10,17,112,7,3,12,136,148,37,0,3,10,72,4,1,3,86,89,41,2,7,6,34,2,1,9,42,51,0,0,0,0,0,0,0,0,0,0,10,0,0,1,6,1,1,0,8,8,376,1,27,-147,91,Austin
2013,6,10,82,2,8,15,106,4,3,10,125,135,46,2,3,10,75,3,3,5,88,93,27,0,5,5,19,0,0,5,24,29,0,0,0,0,1,0,0,0,1,1,9,0,0,0,11,1,0,0,12,12,353,2,34,-146,92,Austin
2014,6,10,79,2,4,11,75,4,3,6,90,96,46,2,1,5,49,3,1,3,57,60,25,0,3,3,20,1,1,3,24,27,0,0,0,0,0,0,0,0,0,0,8,0,0,3,6,0,1,0,9,9,288,1,25,-145,93,Austin
2015,6,10,86,1,4,14,93,6,2,5,113,118,48,0,4,10,66,3,1,4,79,83,28,1,0,4,17,1,0,1,22,23,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,2,1,0,12,12,330,1,28,-144,94,Austin
2016,6,10,72,4,11,16,82,10,0,15,108,123,43,3,6,13,64,6,0,9,83,92,20,1,3,2,12,2,0,4,16,20,0,0,0,0,0,0,0,0,0,0,9,0,2,1,6,2,0,2,9,11,317,0,31,-149,89,Austin
2017,6,10,78,6,5,16,60,12,0,11,88,99,31,1,4,9,39,5,0,5,53,58,39,5,0,7,13,6,0,5,26,31,0,0,0,0,1,0,0,0,1,1,8,0,1,0,7,1,0,1,8,9,292,1,31,-148,90,Austin
2018,6,10,72,0,12,18,70,11,2,12,99,111,36,0,3,12,33,5,1,3,50,53,24,0,9,5,30,5,1,9,40,49,1,0,0,0,0,0,0,0,0,0,11,0,0,1,7,1,0,0,9,9,283,3,28,-147,91,Austin
2019,6,10,87,0,4,8,88,7,1,4,103,107,49,0,1,6,64,3,1,1,73,74,25,0,3,2,17,3,0,3,22,25,1,0,0,0,1,0,0,0,1,1,12,0,0,0,6,1,0,0,7,7,282,2,28,-146,92,Austin
2020,6,10,35,1,6,13,80,14,1,7,107,114,17,1,5,5,54,6,1,6,65,71,15,0,0,6,22,7,0,0,35,35,0,0,0,0,0,0,0,0,0,0,3,0,1,2,4,1,0,1,7,8,247,0,21,-144,94,Austin
2021,6,10,58,0,5,8,59,14,6,5,81,86,30,0,0,2,37,9,3,0,48,48,23,0,3,4,20,4,3,3,28,31,1,0,0,0,1,0,0,0,1,1,4,0,2,2,1,1,0,2,4,6,237,2,15,-150,88,Austin
2022,6,10,65,4,9,15,54,17,3,13,86,99,35,2,7,5,34,11,1,9,50,59,24,2,1,9,16,5,2,3,30,33,2,0,0,0,0,0,0,0,0,0,4,0,1,1,4,1,0,1,6,7,254,3,14,-149,89,Austin
2023,6,10,57,1,6,21,48,29,4,7,98,105,25,0,1,5,33,21,2,1,59,60,25,0,4,15,14,4,2,4,33,37,3,0,0,0,0,0,0,0,0,0,4,1,1,1,1,4,0,2,6,8,261,3,22,-148,90,Austin
2024,6,10,50,1,14,11,46,13,2,15,70,85,28,1,5,3,25,7,0,6,35,41,14,0,7,8,14,3,2,7,25,32,0,0,0,0,0,0,0,0,0,0,8,0,2,0,7,3,0,2,10,12,221,0,28,-146,92,Austin
2012,7,10,96,3,0,21,76,9,2,3,106,109,57,0,0,16,50,7,1,0,73,73,26,3,0,4,21,2,0,3,27,30,1,0,0,0,0,0,0,0,0,0,12,0,0,1,5,0,1,0,6,6,340,1,24,-117,121,Austin
2013,7,10,78,3,5,16,73,3,2,8,92,100,33,2,2,13,44,1,1,4,58,62,32,0,3,1,20,1,1,3,22,25,1,0,0,0,0,0,0,0,0,0,12,1,0,2,9,1,0,1,12,13,301,2,37,-116,122,Austin
2014,7,10,85,1,7,11,97,9,3,8,117,125,45,0,4,7,58,8,2,4,73,77,27,1,2,4,29,1,1,3,34,37,0,0,0,0,0,0,0,0,0,0,13,0,1,0,10,0,0,1,10,11,321,2,33,-115,123,Austin
2015,7,10,86,6,2,16,81,4,0,8,101,109,50,3,2,12,57,2,0,5,71,76,27,3,0,0,16,2,0,3,18,21,0,0,0,0,0,0,0,0,0,0,9,0,0,4,8,0,0,0,12,12,319,0,28,-114,124,Austin
2016,7,10,107,1,3,1,65,3,3,4,69,73,53,0,0,0,42,1,3,0,43,43,38,1,3,1,20,2,0,4,23,27,1,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,3,3,281,1,26,-119,119,Austin
2017,7,10,85,1,11,10,66,5,2,12,81,93,58,1,7,8,48,2,1,8,58,66,22,0,3,2,11,3,1,3,16,19,0,0,0,0,0,0,0,0,0,0,5,0,1,0,7,0,0,1,7,8,273,0,19,-118,120,Austin
2018,7,10,73,2,5,22,72,5,1,7,99,106,43,2,2,16,52,3,1,4,71,75,21,0,2,3,13,1,0,2,17,19,0,0,0,1,1,0,0,0,2,2,9,0,1,2,6,1,0,1,9,10,273,3,26,-117,121,Austin
2019,7,10,68,5,7,12,92,6,1,12,110,122,42,1,4,7,60,3,1,5,70,75,15,3,2,4,19,2,0,5,25,30,1,0,0,0,1,1,0,0,2,2,10,1,1,1,12,0,0,2,13,15,287,3,35,-116,122,Austin
2020,7,10,51,0,7,12,64,11,0,7,87,94,31,0,3,7,41,9,0,3,57,60,15,0,4,4,17,1,0,4,22,26,0,0,0,1,0,0,0,0,1,1,5,0,0,0,6,1,0,0,7,7,249,2,22,-114,124,Austin
2021,7,10,63,0,4,10,54,19,4,4,83,87,31,0,1,4,39,11,0,1,54,55,22,0,2,5,12,7,4,2,24,26,0,0,0,1,0,0,0,0,1,1,10,0,1,0,3,1,0,1,4,5,249,1,21,-120,118,Austin
2022,7,10,44,7,12,5,64,20,3,19,89,108,20,4,6,2,45,13,1,10,60,70,17,3,6,3,13,4,2,9,20,29,0,0,0,0,1,0,0,0,1,1,7,0,0,0,5,3,0,0,8,8,225,1,22,-119,119,Austin
2023,7,10,50,1,5,11,58,14,4,6,83,89,23,1,1,3,29,9,2,2,41,43,20,0,4,6,22,3,1,4,31,35,0,0,0,0,2,0,0,0,2,2,7,0,0,2,5,2,1,0,9,9,235,3,28,-118,120,Austin
2024,7,10,50,2,5,8,55,13,3,7,76,83,29,1,3,4,34,6,3,4,44,48,16,0,2,4,16,3,0,2,23,25,1,1,0,0,1,0,0,1,1,2,4,0,0,0,4,4,0,0,8,8,252,4,19,-116,122,Austin
2012,8,10,89,3,5,19,114,8,0,8,141,149,44,0,1,13,75,3,0,1,91,92,32,3,4,4,30,5,0,7,39,46,0,0,0,0,0,0,0,0,0,0,13,0,0,2,9,0,0,0,11,11,380,0,38,-86,152,Austin
2013,8,10,98,2,9,20,94,10,3,11,124,135,42,0,4,12,58,8,0,4,78,82,46,1,3,4,27,2,2,4,33,37,0,0,0,0,0,0,0,0,0,0,10,1,2,4,9,0,1,3,13,16,369,0,37,-85,153,Austin
2014,8,10,87,4,7,16,81,9,1,11,106,117,52,0,1,7,47,3,0,1,57,58,25,4,6,8,28,5,1,10,41,51,1,0,0,0,0,0,0,0,0,0,9,0,0,1,6,1,0,0,8,8,327,2,28,-84,154,Austin
2015,8,10,81,5,4,16,77,4,2,9,97,106,45,1,3,12,50,3,1,4,65,69,29,4,1,3,23,0,1,5,26,31,0,0,0,0,0,0,0,0,0,0,7,0,0,1,4,1,0,0,6,6,313,0,20,-83,155,Austin
2016,8,10,75,2,4,12,65,6,2,6,83,89,44,0,0,8,51,2,2,0,61,61,20,1,4,4,12,4,0,5,20,25,1,0,0,0,0,0,0,0,0,0,10,1,0,0,2,0,0,1,2,3,281,2,23,-88,150,Austin
2017,8,10,71,4,6,9,88,5,4,10,102,112,31,4,2,6,48,3,2,6,57,63,27,0,3,2,30,2,1,3,34,37,0,0,0,0,0,0,1,0,0,0,13,0,1,1,10,0,0,1,11,12,286,2,32,-87,151,Austin
2018,8,10,69,4,3,10,81,7,1,7,98,105,39,0,2,8,54,3,0,2,65,67,21,3,0,2,21,4,1,3,27,30,1,0,0,0,1,0,0,0,1,1,8,1,1,0,5,0,0,2,5,7,264,2,24,-86,152,Austin
2019,8,10,74,5,15,9,93,12,1,20,114,134,39,1,5,8,56,4,1,6,68,74,28,4,8,1,33,6,0,12,40,52,1,0,0,0,0,1,0,0,1,1,6,0,2,0,4,1,0,2,5,7,314,2,24,-85,153,Austin
2020,8,10,63,5,7,12,88,17,3,12,117,129,31,3,5,7,57,7,3,8,71,79,25,2,2,5,28,7,0,4,40,44,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,6,6,301,1,22,-83,155,Austin
2021,8,10,60,4,6,10,69,12,2,10,91,101,37,2,2,6,39,8,0,4,53,57,16,2,3,2,20,3,1,5,25,30,0,0,0,1,0,0,0,0,1,1,7,0,1,1,10,1,1,1,12,13,240,1,25,-89,149,Austin
2022,8,10,53,2,7,13,67,14,2,9,94,103,24,1,4,4,44,9,1,5,57,62,19,0,2,8,22,4,1,2,34,36,0,1,0,1,0,1,0,1,2,3,10,0,1,0,1,0,0,1,1,2,238,3,16,-88,150,Austin
2023,8,10,61,3,9,13,54,21,1,12,88,100,35,1,5,5,28,12,1,6,45,51,20,1,3,6,23,9,0,4,38,42,0,0,0,1,0,0,0,0,1,1,6,1,1,1,3,0,0,2,4,6,250,1,14,-87,151,Austin
2024,8,10,46,1,12,15,48,11,2,13,74,87,27,1,6,8,33,7,0,7,48,55,16,0,5,7,13,4,2,5,24,29,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,1,2,3,211,0,10,-85,153,Austin
2012,9,10,81,0,6,16,82,9,2,6,107,113,43,0,3,11,50,5,1,3,66,69,29,0,2,4,21,1,1,2,26,28,0,0,1,0,1,0,0,1,1,2,9,0,0,1,10,3,0,0,14,14,303,2,32,-55,183,Austin
2013,9,10,90,3,2,17,101,3,3,5,121,126,43,1,0,10,63,2,2,1,75,76,33,2,1,4,28,1,1,3,33,36,2,0,0,1,1,0,0,0,2,2,12,0,1,2,9,0,0,1,11,12,334,4,32,-54,184,Austin
2014,9,10,76,2,2,15,86,7,1,4,108,112,39,1,1,9,54,2,0,2,65,67,31,0,1,4,19,4,1,1,27,28,0,1,0,0,0,0,0,1,0,1,6,0,0,2,13,1,0,0,16,16,294,1,26,-53,185,Austin
2015,9,10,64,2,3,9,80,2,1,5,91,96,34,0,1,7,54,1,1,1,62,63,25,1,0,1,18,0,0,1,19,20,0,1,0,0,0,0,0,1,0,1,5,0,2,1,8,1,0,2,10,12,267,2,20,-52,186,Austin
2016,9,10,84,5,10,14,66,4,0,15,84,99,37,1,2,7,42,3,0,3,52,55,38,4,5,7,17,1,0,9,25,34,0,0,0,0,1,0,0,0,1,1,9,0,3,0,6,0,0,3,6,9,299,3,26,-57,181,Austin
2017,9,10,74,3,3,6,65,2,5,6,73,79,46,1,2,5,37,0,0,3,42,45,24,1,1,1,22,2,5,2,25,27,0,0,0,0,1,0,0,0,1,1,4,1,0,0,5,0,0,1,5,6,281,2,21,-56,182,Austin
2018,9,10,73,2,6,12,86,7,3,8,105,113,52,1,3,10,54,5,2,4,69,73,12,1,2,2,21,2,1,3,25,28,0,0,0,0,0,0,0,0,0,0,9,0,1,0,11,0,0,1,11,12,308,1,31,-55,183,Austin
2019,9,10,64,2,1,7,67,15,1,3,89,92,37,1,0,4,33,9,1,1,46,47,22,1,1,2,30,6,0,2,38,40,0,0,0,0,0,0,0,0,0,0,5,0,0,1,4,0,0,0,5,5,268,0,18,-54,184,Austin
2020,9,10,55,2,8,16,84,11,2,10,111,121,29,1,4,9,49,8,1,5,66,71,19,1,2,6,23,2,1,3,31,34,0,0,1,1,1,0,0,1,2,3,7,0,1,0,11,1,0,1,12,13,257,4,22,-52,186,Austin
2021,9,10,72,6,5,18,80,18,2,11,116,127,41,1,4,6,43,12,1,5,61,66,27,5,1,10,27,4,0,6,41,47,2,0,0,0,0,1,0,0,1,1,2,0,0,2,10,1,1,0,13,13,301,5,21,-58,180,Austin
2022,9,10,63,0,10,12,74,16,3,10,102,112,32,0,6,6,40,7,1,6,53,59,25,0,3,5,31,7,2,3,43,46,1,0,0,0,1,1,0,0,2,2,5,0,1,1,2,1,0,1,4,5,263,5,17,-57,181,Austin
2023,9,10,60,5,3,16,58,22,3,8,96,104,27,3,2,6,33,11,1,5,50,55,29,1,1,9,23,10,2,2,42,44,1,1,0,0,0,0,0,1,0,1,3,0,0,1,2,1,0,0,4,4,253,3,14,-56,182,Austin
2024,9,10,50,1,8,8,50,5,4,9,63,72,25,1,4,1,31,2,0,5,34,39,23,0,4,4,14,3,3,4,21,25,0,0,0,1,0,0,0,0,1,1,2,0,0,2,5,0,1,0,7,7,211,1,14,-54,184,Austin
2012,10,10,96,1,5,20,89,4,2,6,113,119,47,0,1,10,51,2,2,1,63,64,42,0,4,8,29,1,0,4,38,42,2,0,0,1,0,1,0,0,2,2,5,1,0,1,9,0,0,1,10,11,326,5,23,-25,213,Austin
2013,10,10,88,1,9,15,82,3,3,10,100,110,26,1,4,4,53,2,2,5,59,64,54,0,3,10,22,1,1,3,33,36,0,0,0,1,0,0,0,0,1,1,8,0,2,0,7,0,0,2,7,9,326,4,26,-24,214,Austin
2014,10,10,77,4,5,14,112,6,2,9,132,141,36,1,0,5,64,2,0,1,71,72,34,3,3,9,42,4,1,6,55,61,1,0,0,0,0,0,1,0,0,0,6,0,2,0,6,0,0,2,6,8,360,4,22,-23,215,Austin
2015,10,10,90,2,2,12,88,3,2,4,103,107,44,0,0,7,50,1,2,0,58,58,36,2,2,5,29,2,0,4,36,40,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,9,9,315,0,25,-22,216,Austin
2016,10,10,74,0,2,7,93,7,4,2,107,109,37,0,2,2,50,4,3,2,56,58,32,0,0,3,35,3,1,0,41,41,0,0,0,1,0,0,0,0,1,1,5,0,0,1,8,0,0,0,9,9,294,2,26,-27,211,Austin
2017,10,10,82,3,6,5,64,7,4,9,76,85,41,2,1,4,43,3,1,3,50,53,36,1,5,1,17,3,3,6,21,27,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,1,0,0,5,5,270,0,13,-26,212,Austin
2018,10,10,68,3,2,9,83,7,1,5,99,104,30,1,1,5,54,4,1,2,63,65,32,2,1,4,24,2,0,3,30,33,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,1,0,0,6,6,268,1,16,-25,213,Austin
2019,10,10,76,2,4,10,76,10,1,6,96,102,37,1,2,4,46,4,0,3,54,57,30,1,2,5,26,5,1,3,36,39,1,0,0,0,0,0,0,0,0,0,8,0,0,1,4,1,0,0,6,6,286,1,21,-24,214,Austin
2020,10,10,75,4,8,13,71,11,1,12,95,107,38,1,5,7,41,6,0,6,54,60,29,3,3,5,25,4,1,6,34,40,1,0,0,0,0,0,0,0,0,0,7,0,0,1,5,1,0,0,7,7,284,1,24,-22,216,Austin
2021,10,10,49,4,7,11,103,13,7,11,127,138,26,3,4,1,52,6,1,7,59,66,20,1,3,9,43,7,6,4,59,63,1,0,0,1,1,0,0,0,2,2,2,0,0,0,7,0,0,0,7,7,278,4,13,-28,210,Austin
2022,10,10,72,3,3,13,79,12,6,6,104,110,29,0,1,6,54,7,2,1,67,68,36,3,2,6,17,4,4,5,27,32,0,0,0,0,1,0,0,0,1,1,7,0,0,1,7,1,0,0,9,9,262,1,19,-27,211,Austin
2023,10,10,42,3,4,9,39,15,3,7,63,70,23,1,3,4,21,11,1,4,36,40,17,2,1,3,14,4,2,3,21,24,0,0,0,0,1,0,0,0,1,1,2,0,0,2,3,0,0,0,5,5,206,1,14,-26,212,Austin
2024,10,10,54,2,3,11,61,13,3,5,85,90,26,0,1,6,33,8,3,1,47,48,24,1,1,4,23,4,0,2,31,33,1,0,0,0,0,0,0,0,0,0,3,1,1,1,5,1,0,2,7,9,242,1,15,-24,214,Austin
2012,11,10,109,1,6,19,89,7,0,7,115,122,43,0,4,6,41,2,0,4,49,53,61,0,2,10,47,5,0,2,62,64,0,0,0,0,0,0,0,0,0,0,5,1,0,3,1,0,0,1,4,5,352,0,17,6,244,Austin
2013,11,10,107,5,12,12,94,9,1,17,115,132,47,1,3,3,41,4,0,4,48,52,54,4,8,8,51,5,1,12,64,76,0,0,0,0,0,0,0,0,0,0,6,0,1,1,2,0,0,1,3,4,340,0,14,7,245,Austin
2014,11,10,73,3,1,24,61,8,2,4,93,97,32,3,0,19,35,2,1,3,56,59,34,0,0,5,22,6,1,0,33,33,0,0,0,0,0,0,0,0,0,0,7,0,1,0,4,0,0,1,4,5,287,1,16,8,246,Austin
2015,11,10,79,3,3,16,98,10,0,6,124,130,31,0,2,8,56,6,0,2,70,72,44,3,1,7,37,2,0,4,46,50,0,0,0,0,0,1,0,0,1,1,4,0,0,1,5,1,0,0,7,7,332,1,23,9,247,Austin
2016,11,10,70,4,3,13,86,8,0,7,107,114,29,0,1,9,43,3,0,1,55,56,39,2,2,4,34,5,0,4,43,47,0,1,0,0,0,0,0,1,0,1,2,1,0,0,9,0,0,1,9,10,309,1,17,4,242,Austin
2017,11,10,84,4,6,8,63,7,1,10,78,88,29,1,2,1,34,3,1,3,38,41,43,2,4,5,26,3,0,6,34,40,3,0,0,0,0,0,0,0,0,0,9,1,0,2,3,1,0,1,6,7,278,3,24,5,243,Austin
2018,11,10,61,2,8,21,79,5,4,10,105,115,26,0,2,12,44,2,2,2,58,60,32,1,5,9,31,3,2,6,43,49,0,0,0,0,1,0,0,0,1,1,3,1,1,0,3,0,0,2,3,5,289,1,24,6,244,Austin
2019,11,10,82,5,11,11,78,6,2,16,95,111,33,2,6,5,36,2,1,8,43,51,42,2,3,6,35,3,1,5,44,49,0,0,0,0,1,0,0,0,1,1,7,1,2,0,6,1,0,3,7,10,274,1,23,7,245,Austin
2020,11,10,64,4,7,19,88,16,0,11,123,134,22,1,4,10,44,5,0,5,59,64,33,2,3,9,37,7,0,5,53,58,1,0,0,0,2,0,0,0,2,2,8,1,0,0,5,4,0,1,9,10,298,3,24,9,247,Austin
2021,11,10,53,2,3,17,66,6,0,5,89,94,20,0,2,7,34,2,0,2,43,45,26,2,0,8,30,4,0,2,42,44,0,0,0,0,0,0,0,0,0,0,7,0,1,2,2,0,0,1,4,5,222,2,18,3,241,Austin
2022,11,10,49,2,2,7,70,12,2,4,89,93,17,1,2,6,35,9,2,3,50,53,25,0,0,1,30,2,0,0,33,33,0,0,0,0,0,0,0,0,0,0,7,1,0,0,5,1,0,1,6,7,232,0,23,4,242,Austin
2023,11,10,55,3,6,13,43,18,6,9,74,83,24,0,4,7,23,10,1,4,40,44,27,3,2,4,13,7,5,5,24,29,0,0,0,0,1,0,0,0,1,1,4,0,0,2,6,1,0,0,9,9,234,1,21,5,243,Austin
2024,11,10,54,1,6,13,58,16,3,7,87,94,22,0,0,11,26,10,1,0,47,47,28,1,5,2,26,5,2,6,33,39,1,0,0,0,0,0,0,0,0,0,3,0,1,0,6,1,0,1,7,8,222,2,13,7,245,Austin
2012,12,10,85,2,4,22,64,2,3,6,88,94,30,1,2,10,31,1,3,3,42,45,48,1,2,9,26,1,0,3,36,39,2,0,0,2,0,0,0,0,2,2,5,0,0,1,7,0,0,0,8,8,278,5,19,36,274,Austin
2013,12,10,58,0,2,26,83,3,0,2,112,114,24,0,0,19,41,2,0,0,62,62,27,0,1,6,37,1,0,1,44,45,0,0,0,0,1,0,0,0,1,1,7,0,1,1,4,0,0,1,5,6,273,4,20,37,275,Austin
2014,12,10,71,0,7,15,81,3,4,7,99,106,26,0,4,10,36,1,1,4,47,51,38,0,3,4,38,2,3,3,44,47,1,0,0,1,1,0,0,0,2,2,6,0,0,0,6,0,0,0,6,6,293,4,22,38,276,Austin
2015,12,10,68,1,3,16,90,8,5,4,114,118,26,1,2,8,35,4,1,3,47,50,36,0,1,7,47,4,4,1,58,59,1,0,0,0,1,0,0,0,1,1,5,0,0,1,7,0,0,0,8,8,315,4,25,39,277,Austin
2016,12,10,70,5,2,10,78,7,4,7,95,102,23,2,0,3,37,3,1,2,43,45,39,3,2,7,34,3,2,5,44,49,1,0,0,0,0,1,0,0,1,1,7,0,0,0,7,0,1,0,7,7,281,3,20,34,272,Austin
2017,12,10,70,6,11,5,65,4,2,17,74,91,14,1,6,4,31,2,1,7,37,44,49,2,4,1,28,2,1,6,31,37,1,1,0,0,0,0,0,1,0,1,6,2,1,0,6,0,0,3,6,9,264,2,22,35,273,Austin
2018,12,10,57,1,2,11,91,7,0,3,109,112,22,0,0,7,44,5,0,0,56,56,31,1,1,3,42,2,0,2,47,49,0,0,0,0,1,0,0,0,1,1,4,0,1,1,4,0,0,1,5,6,259,2,14,36,274,Austin
2019,12,10,50,5,5,13,72,12,1,10,97,107,20,1,1,6,25,3,0,2,34,36,25,4,4,5,37,7,1,8,49,57,0,0,0,0,1,2,0,0,3,3,5,0,0,2,9,0,0,0,11,11,246,4,27,37,275,Austin
2020,12,10,58,3,5,15,89,12,4,8,116,124,21,1,4,4,51,6,3,5,61,66,33,2,1,11,32,5,1,3,48,51,0,0,0,0,1,0,0,0,1,1,4,0,0,0,5,1,0,0,6,6,278,1,20,39,277,Austin
2021,12,10,71,1,10,15,75,18,2,11,108,119,28,0,3,8,36,6,0,3,50,53,38,1,7,6,33,11,1,8,50,58,0,0,0,0,0,1,0,0,1,1,5,0,0,1,6,0,1,0,7,7,273,3,16,33,271,Austin
2022,12,10,47,4,10,13,75,18,3,14,106,120,19,3,4,2,32,7,0,7,41,48,25,1,5,11,36,10,3,6,57,63,2,0,0,0,2,1,0,0,3,3,1,0,1,0,5,0,0,1,5,6,255,6,11,34,272,Austin
2023,12,10,60,1,10,10,59,13,1,11,82,93,16,0,0,5,18,6,0,0,29,29,39,1,9,4,39,6,1,10,49,59,0,0,0,0,0,0,0,0,0,0,5,0,1,1,2,1,0,1,4,5,247,2,18,35,273,Austin
2024,12,10,60,1,4,14,64,18,5,5,96,101,25,0,0,8,29,12,1,0,49,49,27,0,3,5,28,5,4,3,38,41,0,0,0,0,1,0,0,0,1,1,8,1,1,1,6,1,0,2,8,10,248,1,23,37,275,Austin
2012,1,11,80,1,3,24,80,8,3,4,112,116,33,0,0,13,35,2,1,0,50,50,39,1,3,9,36,4,1,4,49,53,0,0,0,1,0,1,0,0,2,2,8,0,0,1,9,1,1,0,11,11,320,2,27,-298,-60,Austin
2013,1,11,92,1,2,24,85,9,5,3,118,121,33,1,1,13,43,0,1,2,56,58,49,0,1,5,35,6,3,1,46,47,0,0,0,1,0,0,0,0,1,1,10,0,0,5,7,3,1,0,15,15,347,1,36,-296,-58,Austin
2014,1,11,96,1,2,15,86,6,3,3,107,110,28,0,1,8,35,2,2,1,45,46,56,1,1,5,41,4,1,2,50,52,0,0,0,0,1,0,0,0,1,1,12,0,0,2,9,0,0,0,11,11,355,2,32,-295,-57,Austin
2015,1,11,79,1,3,3,71,8,1,4,82,86,26,0,0,1,30,3,0,0,34,34,48,1,3,1,37,5,1,4,43,47,0,0,0,0,0,0,0,0,0,0,5,0,0,1,4,0,0,0,5,5,248,0,20,-294,-56,Austin
2016,1,11,75,3,4,19,68,3,0,7,90,97,28,1,2,15,38,0,0,3,53,56,35,2,2,3,20,2,0,4,25,29,0,0,0,0,1,0,0,0,1,1,12,0,0,1,9,1,0,0,11,11,261,1,31,-300,-62,Austin
2017,1,11,87,1,6,14,79,2,2,7,95,102,37,0,2,8,44,1,1,2,53,55,44,1,4,5,26,1,1,5,32,37,0,0,0,1,0,0,0,0,1,1,6,0,0,0,9,0,0,0,9,9,307,1,27,-298,-60,Austin
2018,1,11,61,0,6,10,70,6,1,6,86,92,17,0,3,7,44,3,0,3,54,57,40,0,3,3,23,1,1,3,27,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,5,5,243,2,16,-297,-59,Austin
2019,1,11,68,3,3,18,107,10,2,6,135,141,29,2,2,10,41,3,1,4,54,58,33,1,1,6,53,7,1,2,66,68,1,0,0,0,0,0,0,0,0,0,5,0,0,2,13,0,0,0,15,15,313,2,33,-296,-58,Austin
2020,1,11,75,2,6,6,82,8,4,8,96,104,20,1,3,1,44,4,2,4,49,53,48,1,3,4,33,3,2,4,40,44,1,0,0,0,0,0,0,0,0,0,6,0,0,1,5,1,0,0,7,7,288,1,20,-295,-57,Austin
2021,1,11,46,3,8,9,77,7,4,11,93,104,22,0,3,2,35,1,0,3,38,41,21,3,5,4,33,6,4,8,43,51,1,0,0,0,1,0,0,0,1,1,2,0,0,3,8,0,0,0,11,11,241,3,19,-300,-62,Austin
2022,1,11,42,1,7,13,59,17,0,8,89,97,19,0,2,6,32,10,0,2,48,50,20,1,5,7,21,6,0,6,34,40,0,0,0,0,2,0,0,0,2,2,3,0,0,0,4,1,0,0,5,5,205,3,17,-299,-61,Austin
2023,1,11,36,2,2,12,53,12,0,4,77,81,15,0,0,3,27,2,0,0,32,32,18,1,2,8,21,9,0,3,38,41,0,0,0,1,0,0,0,0,1,1,3,1,0,0,5,1,0,1,6,7,188,2,13,-298,-60,Austin
2024,1,11,53,0,3,8,41,13,1,3,62,65,18,0,3,1,21,4,1,3,26,29,26,0,0,4,16,7,0,0,27,27,0,0,0,1,0,0,0,0,1,1,9,0,0,2,4,2,0,0,8,8,213,2,25,-297,-59,Austin
2012,2,11,108,1,2,13,104,10,0,3,127,130,41,0,1,5,42,2,0,1,49,50,53,1,1,8,58,6,0,2,72,74,3,0,0,0,0,0,0,0,0,0,11,0,0,0,4,2,0,0,6,6,355,3,22,-267,-29,Austin
2013,2,11,89,2,8,17,64,5,0,10,86,96,42,1,2,11,35,2,0,3,48,51,44,1,4,4,17,3,0,5,24,29,2,0,0,1,1,0,0,0,2,2,1,0,2,1,11,0,0,2,12,14,279,4,23,-265,-27,Austin
