year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2023,1,16,47,3,7,13,64,11,2,10,88,98,20,1,2,6,42,6,0,3,54,57,25,2,4,6,17,4,2,6,27,33,0,0,0,0,0,0,0,0,0,0,2,0,1,1,5,1,0,1,7,8,220,0,17,-293,-55,Austin
2024,1,16,34,1,2,9,47,16,6,3,72,75,15,0,0,5,25,5,3,0,35,35,12,0,2,4,16,10,3,2,30,32,0,0,0,0,1,0,0,0,1,1,7,1,0,0,5,1,0,1,6,7,174,1,17,-292,-54,Austin
2012,2,16,78,3,5,15,87,11,1,8,113,121,33,0,1,9,40,6,0,1,55,56,38,3,4,5,42,2,1,7,49,56,0,0,0,0,0,2,0,0,2,2,7,0,0,1,5,1,0,0,7,7,313,3,18,-262,-24,Austin
2013,2,16,92,0,7,11,103,10,2,7,124,131,34,0,1,5,53,7,1,1,65,66,47,0,6,6,44,3,1,6,53,59,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,6,6,345,0,18,-260,-22,Austin
2014,2,16,78,4,10,5,64,3,1,14,72,86,26,1,3,2,33,0,0,4,35,39,45,3,6,2,27,3,1,9,32,41,0,0,0,1,0,0,0,0,1,1,7,0,1,0,4,0,0,1,4,5,261,1,20,-259,-21,Austin
2015,2,16,78,2,1,13,79,10,0,3,102,105,33,0,0,5,41,7,0,0,53,53,40,2,1,6,31,3,0,3,40,43,0,0,0,1,0,0,0,0,1,1,5,0,0,1,7,0,0,0,8,8,267,1,19,-258,-20,Austin
2016,2,16,75,1,4,13,68,5,4,5,86,91,26,0,1,8,36,2,1,1,46,47,42,1,3,5,29,2,1,4,36,40,2,0,0,0,0,1,0,0,1,1,5,0,0,0,3,0,2,0,3,3,269,3,16,-264,-26,Austin
2017,2,16,74,3,1,7,56,5,3,4,68,72,32,0,1,4,40,2,3,1,46,47,35,3,0,3,13,2,0,3,18,21,2,0,0,0,0,1,0,0,1,1,5,0,0,0,3,0,0,0,3,3,281,6,12,-262,-24,Austin
2018,2,16,73,2,6,11,62,5,5,8,78,86,30,1,1,4,34,1,2,2,39,41,37,1,5,7,21,4,3,6,32,38,2,0,0,0,1,0,0,0,1,1,4,0,0,0,6,0,0,0,6,6,277,7,18,-261,-23,Austin
2019,2,16,86,5,4,10,100,11,1,9,121,130,33,0,1,4,49,3,0,1,56,57,44,5,3,5,42,6,1,8,53,61,1,0,0,0,3,0,0,0,3,3,8,0,0,1,6,2,0,0,9,9,321,6,25,-260,-22,Austin
2020,2,16,75,1,7,5,84,3,3,8,92,100,35,0,2,1,37,0,2,2,38,40,33,1,5,3,37,1,1,6,41,47,0,0,0,0,2,2,0,0,4,4,7,0,0,1,8,0,0,0,9,9,272,5,24,-259,-21,Austin
2021,2,16,38,0,6,15,25,4,0,6,44,50,13,0,4,8,16,2,0,4,26,30,21,0,2,6,7,2,0,2,15,17,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,3,3,143,1,11,-264,-26,Austin
2022,2,16,56,2,7,10,82,12,4,9,104,113,25,0,4,4,41,5,1,4,50,54,24,2,2,6,29,6,3,4,41,45,1,0,0,0,1,1,0,0,2,2,6,0,1,0,11,0,0,1,11,12,253,4,29,-263,-25,Austin
2023,2,16,47,5,4,11,84,9,3,9,104,113,24,2,1,7,39,4,1,3,50,53,19,2,3,4,33,3,2,5,40,45,0,0,0,0,5,0,0,0,5,5,4,1,0,0,7,2,0,1,9,10,239,5,17,-262,-24,Austin
2024,2,16,60,4,9,13,57,29,2,13,99,112,25,2,2,7,24,12,1,4,43,47,31,2,7,5,27,15,1,9,47,56,1,0,0,0,0,0,0,0,0,0,3,0,0,1,6,2,0,0,9,9,281,1,23,-261,-23,Austin
2012,3,16,108,3,2,18,101,1,1,5,120,125,41,1,1,7,54,1,1,2,62,64,58,2,1,10,37,0,0,3,47,50,0,0,0,0,1,0,0,0,1,1,9,0,0,1,9,0,0,0,10,10,395,7,35,-233,5,Austin
2013,3,16,106,0,9,14,124,5,2,9,143,152,37,0,5,8,58,2,1,5,68,73,58,0,3,5,58,3,1,3,66,69,1,0,0,0,0,0,0,0,0,0,10,0,1,1,8,0,0,1,9,10,411,1,27,-232,6,Austin
2014,3,16,86,5,7,12,86,6,1,12,104,116,30,0,5,6,45,3,0,5,54,59,51,5,2,6,37,2,1,7,45,52,0,0,0,0,1,0,0,0,1,1,5,0,0,0,3,1,0,0,4,4,317,1,13,-231,7,Austin
2015,3,16,79,3,4,14,81,8,3,7,103,110,39,2,1,7,43,4,1,3,54,57,39,1,3,4,26,4,2,4,34,38,0,0,0,0,2,0,0,0,2,2,1,0,0,3,10,0,0,0,13,13,318,2,20,-230,8,Austin
2016,3,16,90,1,6,14,68,7,2,7,89,96,44,1,3,6,34,3,1,4,43,47,40,0,1,7,25,1,1,1,33,34,0,0,0,0,0,0,0,0,0,0,6,0,2,1,9,3,0,2,13,15,308,1,27,-235,3,Austin
2017,3,16,96,4,5,11,78,4,3,9,93,102,39,0,1,6,36,1,1,1,43,44,49,3,4,2,35,3,2,7,40,47,0,0,0,1,0,0,0,0,1,1,8,1,0,2,7,0,0,1,9,10,323,1,26,-234,4,Austin
2018,3,16,69,3,6,17,84,6,4,9,107,116,32,1,2,13,48,3,3,3,64,67,32,1,3,3,27,3,1,4,33,37,1,0,0,0,0,0,0,0,0,0,4,1,1,1,9,0,0,2,10,12,297,1,20,-233,5,Austin
2019,3,16,87,4,15,16,106,8,2,19,130,149,41,0,7,5,52,4,0,7,61,68,41,4,8,11,48,3,2,12,62,74,0,0,0,0,1,0,0,0,1,1,5,0,0,0,5,1,0,0,6,6,323,1,16,-232,6,Austin
2020,3,16,74,2,6,12,65,10,2,8,87,95,39,1,2,5,39,7,1,3,51,54,33,1,2,5,19,2,1,3,26,29,0,0,0,0,0,1,0,0,1,1,2,0,2,2,7,0,0,2,9,11,269,2,19,-230,8,Austin
2021,3,16,54,3,7,11,73,8,2,10,92,102,30,2,4,4,39,4,2,6,47,53,18,1,3,5,27,4,0,4,36,40,0,0,0,1,1,0,0,0,2,2,6,0,0,1,6,0,0,0,7,7,246,5,18,-236,2,Austin
2022,3,16,57,3,8,9,63,14,10,11,86,97,29,2,3,4,39,8,5,5,51,56,27,0,3,3,22,6,4,3,31,34,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,1,3,4,7,265,0,12,-235,3,Austin
2023,3,16,58,0,8,17,67,21,9,8,105,113,20,0,3,6,25,14,1,3,45,48,34,0,5,10,37,5,7,5,52,57,1,0,0,0,0,0,0,0,0,0,3,0,0,1,5,2,1,0,8,8,259,1,18,-234,4,Austin
2024,3,16,71,5,2,9,59,16,19,7,84,91,20,2,0,5,25,10,1,2,40,42,44,3,2,3,30,4,17,5,37,42,1,0,0,0,0,1,0,0,1,1,6,0,0,1,4,1,1,0,6,6,266,2,15,-232,6,Austin
2012,4,16,96,5,5,26,88,5,1,10,119,129,49,2,2,20,61,2,0,4,83,87,42,2,3,3,17,2,1,5,22,27,0,0,0,2,3,0,0,0,5,5,5,1,0,1,7,1,0,1,9,10,356,8,25,-202,36,Austin
2013,4,16,84,0,4,17,87,6,2,4,110,114,51,0,0,9,61,1,2,0,71,71,26,0,3,6,19,4,0,3,29,32,1,0,0,2,0,0,0,0,2,2,6,0,1,0,7,1,0,1,8,9,327,5,21,-201,37,Austin
2014,4,16,87,1,7,18,74,6,2,8,98,106,59,0,3,7,46,4,2,3,57,60,25,1,3,7,18,2,0,4,27,31,0,0,0,0,0,0,0,0,0,0,3,0,1,4,10,0,0,1,14,15,306,0,29,-200,38,Austin
2015,4,16,85,5,5,11,71,2,1,10,84,94,47,1,1,8,41,1,0,2,50,52,26,3,4,3,23,1,0,7,27,34,2,0,0,0,1,0,0,0,1,1,10,1,0,0,6,0,1,1,6,7,316,3,27,-199,39,Austin
2016,4,16,73,7,7,14,72,6,1,14,92,106,38,1,2,8,48,2,0,3,58,61,32,4,5,3,20,2,1,9,25,34,0,0,0,0,1,0,0,0,1,1,3,2,0,3,3,2,0,2,8,10,277,1,23,-204,34,Austin
2017,4,16,93,1,4,6,53,3,2,5,62,67,48,0,2,2,23,2,1,2,27,29,38,1,0,4,26,1,1,1,31,32,0,0,0,0,1,0,0,0,1,1,7,0,2,0,3,0,0,2,3,5,257,3,16,-203,35,Austin
2018,4,16,72,4,2,10,73,5,1,6,88,94,40,3,0,4,55,2,1,3,61,64,27,1,1,6,12,3,0,2,21,23,0,0,0,0,0,0,0,0,0,0,5,0,1,0,6,0,0,1,6,7,250,0,16,-202,36,Austin
2019,4,16,64,2,7,8,86,5,2,9,99,108,31,1,3,6,48,0,0,4,54,58,22,1,2,2,28,5,2,3,35,38,0,0,0,0,1,0,0,0,1,1,11,0,2,0,9,0,0,2,9,11,280,3,27,-201,37,Austin
2020,4,16,71,4,8,9,50,13,3,12,72,84,35,3,4,4,33,6,3,7,43,50,28,1,3,5,11,5,0,4,21,25,1,0,0,0,0,0,0,0,0,0,7,0,1,0,6,2,0,1,8,9,255,2,26,-199,39,Austin
2021,4,16,51,7,7,8,73,6,2,14,87,101,31,5,1,3,50,3,1,6,56,62,17,2,4,2,20,3,1,6,25,31,0,0,0,1,0,0,0,0,1,1,3,0,2,2,3,0,0,2,5,7,265,1,15,-205,33,Austin
2022,4,16,58,5,7,9,60,13,1,12,82,94,30,2,3,6,31,8,0,5,45,50,22,2,4,3,20,4,1,6,27,33,1,0,0,0,1,0,0,0,1,1,5,1,0,0,8,1,0,1,9,10,248,2,23,-204,34,Austin
2023,4,16,36,0,5,8,42,9,5,5,59,64,21,0,1,2,16,5,2,1,23,24,12,0,4,6,24,4,1,4,34,38,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,1,0,2,2,192,1,12,-203,35,Austin
2024,4,16,51,3,6,11,45,20,2,9,76,85,19,2,5,8,29,18,2,7,55,62,28,0,0,3,10,1,0,0,14,14,0,0,0,0,0,0,0,0,0,0,4,1,1,0,6,1,0,2,7,9,221,0,16,-201,37,Austin
2012,5,16,101,2,4,17,92,8,1,6,117,123,56,2,2,13,59,5,1,4,77,81,35,0,0,2,25,1,0,0,28,28,0,0,0,0,0,0,0,0,0,0,10,0,2,2,8,2,0,2,12,14,365,0,32,-172,66,Austin
2013,5,16,87,1,5,15,99,8,1,6,122,128,52,0,2,15,66,8,0,2,89,91,30,0,2,0,21,0,1,2,21,23,0,0,0,0,1,0,0,0,1,1,5,1,1,0,11,0,0,2,11,13,368,1,27,-171,67,Austin
2014,5,16,73,5,3,25,87,4,2,8,116,124,37,3,1,21,54,1,1,4,76,80,30,2,1,3,26,2,0,3,31,34,1,0,0,1,0,0,0,0,1,1,5,0,1,0,7,1,1,1,8,9,327,3,26,-170,68,Austin
2015,5,16,76,1,8,13,82,4,0,9,99,108,32,1,7,9,50,1,0,8,60,68,38,0,1,2,28,3,0,1,33,34,0,0,0,0,0,0,0,0,0,0,6,0,0,2,4,0,0,0,6,6,284,0,19,-169,69,Austin
2016,5,16,98,1,4,11,83,5,1,5,99,104,56,0,2,7,60,3,0,2,70,72,38,1,2,3,18,1,0,3,22,25,0,0,0,0,0,1,0,0,1,1,4,0,0,1,5,0,1,0,6,6,316,3,23,-174,64,Austin
2017,5,16,77,2,8,11,66,6,0,10,83,93,50,0,5,7,49,4,0,5,60,65,20,1,3,3,12,2,0,4,17,21,0,0,0,0,1,0,0,0,1,1,7,1,0,1,4,0,0,1,5,6,278,2,19,-173,65,Austin
2018,5,16,76,2,5,7,63,7,4,7,77,84,44,0,3,4,49,4,2,3,57,60,24,2,2,2,12,2,2,4,16,20,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,1,0,0,4,4,249,0,19,-172,66,Austin
2019,5,16,66,4,3,4,94,8,2,7,106,113,38,3,3,3,56,5,2,6,64,70,20,0,0,1,29,2,0,0,32,32,0,0,0,0,1,0,0,0,1,1,8,1,0,0,8,1,0,1,9,10,309,2,28,-171,67,Austin
2020,5,16,66,2,12,13,68,12,3,14,93,107,40,1,5,6,51,6,0,6,63,69,23,1,3,6,12,5,2,4,23,27,1,0,0,0,1,0,0,0,1,1,2,0,4,1,4,1,1,4,6,10,254,2,19,-169,69,Austin
2021,5,16,47,1,5,14,58,9,3,6,81,87,23,1,3,7,32,8,1,4,47,51,21,0,2,5,19,1,2,2,25,27,0,0,0,0,1,0,0,0,1,1,3,0,0,2,6,0,0,0,8,8,209,2,18,-175,63,Austin
2022,5,16,66,2,5,11,69,9,4,7,89,96,41,1,2,6,48,8,3,3,62,65,21,0,2,4,18,0,1,2,22,24,0,1,0,0,0,0,0,1,0,1,4,0,1,1,3,1,0,1,5,6,251,1,15,-174,64,Austin
2023,5,16,48,1,4,16,77,19,3,5,112,117,27,1,2,5,46,13,1,3,64,67,18,0,2,11,21,4,2,2,36,38,1,0,0,0,1,0,0,0,1,1,2,0,0,0,9,2,0,0,11,11,241,2,21,-173,65,Austin
2024,5,16,48,2,5,7,70,17,2,7,94,101,20,2,4,3,45,15,1,6,63,69,25,0,1,3,19,2,1,1,24,25,0,0,0,1,1,0,0,0,2,2,3,0,0,0,5,0,0,0,5,5,241,3,15,-171,67,Austin
2012,6,16,110,7,4,20,89,4,3,11,113,124,53,3,1,13,49,0,2,4,62,66,40,3,3,6,22,3,1,6,31,37,1,1,0,0,0,0,0,1,0,1,16,0,0,1,18,1,0,0,20,20,389,2,51,-141,97,Austin
2013,6,16,96,3,6,11,78,6,0,9,95,104,50,1,4,7,49,3,0,5,59,64,34,2,2,3,24,2,0,4,29,33,1,0,0,0,0,0,0,0,0,0,11,0,0,1,5,1,0,0,7,7,321,1,25,-140,98,Austin
2014,6,16,115,11,5,8,79,1,2,16,88,104,74,1,2,4,60,0,0,3,64,67,21,7,3,2,14,1,2,10,17,27,0,1,0,1,0,0,0,1,1,2,20,2,0,1,5,0,0,2,6,8,339,3,39,-139,99,Austin
2015,6,16,78,3,5,10,71,1,1,8,82,90,55,1,4,7,48,1,1,5,56,61,18,2,1,3,16,0,0,3,19,22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,7,7,299,1,21,-138,100,Austin
2016,6,16,77,5,4,14,41,11,3,9,66,75,42,2,1,8,21,5,2,3,34,37,25,1,1,4,12,6,1,2,22,24,0,0,0,0,0,0,0,0,0,0,10,2,2,2,8,0,0,4,10,14,270,0,31,-143,95,Austin
2017,6,16,79,1,6,7,71,6,1,7,84,91,43,0,3,5,52,5,1,3,62,65,29,1,2,1,16,1,0,3,18,21,0,0,0,1,0,0,0,0,1,1,7,0,1,0,3,0,0,1,3,4,300,2,21,-142,96,Austin
2018,6,16,84,4,4,10,70,6,4,8,86,94,44,2,2,8,48,1,3,4,57,61,28,1,2,1,16,4,1,3,21,24,0,0,0,0,1,0,0,0,1,1,12,1,0,1,5,1,0,1,7,8,291,2,27,-141,97,Austin
2019,6,16,70,7,8,13,65,10,2,15,88,103,35,2,5,5,43,5,0,7,53,60,25,4,1,8,20,3,2,5,31,36,0,0,0,0,0,0,0,0,0,0,10,1,2,0,2,2,0,3,4,7,284,0,32,-140,98,Austin
2020,6,16,66,7,5,11,58,9,0,12,78,90,42,4,3,7,40,6,0,7,53,60,16,2,1,3,13,3,0,3,19,22,0,1,0,0,0,0,0,1,0,1,8,0,1,1,5,0,0,1,6,7,249,1,20,-138,100,Austin
2021,6,16,60,1,8,7,45,13,3,9,65,74,35,1,5,4,32,8,1,6,44,50,17,0,3,2,10,3,2,3,15,18,0,0,0,0,0,0,0,0,0,0,8,0,0,1,3,2,0,0,6,6,220,0,25,-144,94,Austin
2022,6,16,64,2,1,10,51,11,1,3,72,75,27,2,1,6,37,8,0,3,51,54,28,0,0,3,11,3,1,0,17,17,2,0,0,0,1,0,0,0,1,1,7,0,0,1,2,0,0,0,3,3,240,3,15,-143,95,Austin
2023,6,16,58,0,3,10,51,17,5,3,78,81,35,0,0,7,29,11,3,0,47,47,20,0,2,2,22,5,1,2,29,31,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,1,2,3,221,0,12,-142,96,Austin
2024,6,16,42,3,4,13,38,18,3,7,69,76,18,1,1,5,28,10,2,2,43,45,21,2,2,7,8,5,1,4,20,24,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,3,0,1,6,7,188,1,14,-140,98,Austin
2012,7,16,92,3,6,22,103,6,0,9,131,140,54,3,3,18,71,3,0,6,92,98,28,0,2,3,19,2,0,2,24,26,0,0,0,1,1,1,0,0,3,3,10,0,1,0,12,0,0,1,12,13,364,5,41,-111,127,Austin
2013,7,16,97,1,5,10,86,4,0,6,100,106,67,0,3,7,66,3,0,3,76,79,20,1,2,3,11,1,0,3,15,18,1,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,9,318,2,26,-110,128,Austin
2014,7,16,81,0,2,8,83,8,3,2,99,101,47,0,1,4,58,4,1,1,66,67,18,0,1,2,16,2,2,1,20,21,1,0,0,0,2,0,0,0,2,2,15,0,0,2,7,2,0,0,11,11,309,3,38,-109,129,Austin
2015,7,16,80,2,6,9,80,7,2,8,96,104,48,0,4,6,49,4,2,4,59,63,21,2,2,1,24,0,0,4,25,29,0,0,0,0,2,0,0,0,2,2,11,0,0,2,5,3,0,0,10,10,330,3,34,-108,130,Austin
2016,7,16,76,2,4,19,71,4,2,6,94,100,45,0,0,15,45,3,1,0,63,63,25,2,3,4,18,0,1,5,22,27,0,0,0,0,1,0,0,0,1,1,6,0,1,0,7,1,0,1,8,9,285,2,24,-113,125,Austin
2017,7,16,101,5,6,12,50,7,1,11,69,80,56,4,2,8,28,5,0,6,41,47,38,1,4,3,16,2,1,5,21,26,1,0,0,0,0,0,0,0,0,0,6,0,0,1,6,0,0,0,7,7,296,4,25,-112,126,Austin
2018,7,16,85,2,5,15,78,6,3,7,99,106,40,0,3,7,63,4,2,3,74,77,32,1,1,6,8,2,0,2,16,18,0,0,0,0,0,0,1,0,0,0,13,1,1,2,7,0,0,2,9,11,279,1,30,-111,127,Austin
2019,7,16,73,2,10,14,87,8,6,12,109,121,44,0,5,5,62,6,2,5,73,78,18,2,5,8,13,1,3,7,22,29,1,0,0,0,2,0,1,0,2,2,10,0,0,1,10,1,0,0,12,12,292,6,32,-110,128,Austin
2020,7,16,70,0,13,13,69,7,1,13,89,102,38,0,6,6,53,4,0,6,63,69,27,0,6,6,10,1,1,6,17,23,0,0,1,0,1,0,0,1,1,2,5,0,0,1,5,2,0,0,8,8,268,3,17,-108,130,Austin
2021,7,16,56,4,4,18,76,15,3,8,109,117,34,1,4,7,53,13,1,5,73,78,19,3,0,6,19,2,2,3,27,30,0,0,0,2,0,0,0,0,2,2,3,0,0,3,4,0,0,0,7,7,266,2,17,-114,124,Austin
2022,7,16,51,2,5,9,84,20,5,7,113,120,30,1,2,4,63,11,1,3,78,81,15,1,3,3,19,7,4,4,29,33,1,0,0,1,0,1,0,0,2,2,5,0,0,1,2,1,0,0,4,4,265,3,14,-113,125,Austin
2023,7,16,62,3,11,17,50,18,2,14,85,99,36,0,2,6,28,11,0,2,45,47,22,3,8,10,21,6,2,11,37,48,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,0,1,3,4,263,0,15,-112,126,Austin
2024,7,16,44,3,11,9,42,14,3,14,65,79,21,1,3,4,27,9,2,4,40,44,16,2,6,3,14,3,1,8,20,28,0,0,0,1,0,0,0,0,1,1,7,0,2,1,1,2,0,2,4,6,214,1,21,-110,128,Austin
2012,8,16,99,0,9,23,78,3,3,9,104,113,48,0,2,18,53,2,2,2,73,75,42,0,5,5,18,0,1,5,23,28,0,0,0,0,0,0,0,0,0,0,9,0,2,0,7,1,0,2,8,10,366,2,30,-80,158,Austin
2013,8,16,105,2,5,12,92,5,2,7,109,116,59,1,3,10,67,3,0,4,80,84,29,0,1,2,21,1,2,1,24,25,2,0,0,0,1,0,0,0,1,1,15,1,1,0,3,1,0,2,4,6,364,4,25,-79,159,Austin
2014,8,16,100,1,4,15,102,6,1,5,123,128,49,0,1,6,54,1,0,1,61,62,47,1,3,7,39,4,1,4,50,54,0,0,0,0,0,0,0,0,0,0,4,0,0,2,9,1,0,0,12,12,349,0,26,-78,160,Austin
2015,8,16,94,6,3,9,90,5,2,9,104,113,42,2,1,4,53,3,0,3,60,63,48,4,2,2,31,2,2,6,35,41,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,9,9,325,1,21,-77,161,Austin
2016,8,16,62,2,5,10,77,6,0,7,93,100,30,0,3,7,54,2,0,3,63,66,22,2,1,1,19,1,0,3,21,24,0,0,0,0,0,0,0,0,0,0,10,0,1,2,4,3,0,1,9,10,265,1,27,-82,156,Austin
2017,8,16,61,4,5,9,86,6,2,9,101,110,33,3,3,5,57,2,0,6,64,70,24,1,1,4,22,4,2,2,30,32,1,0,0,0,0,0,0,0,0,0,3,0,1,0,7,0,0,1,7,8,282,2,17,-81,157,Austin
2018,8,16,65,1,3,13,83,6,2,4,102,106,31,1,1,7,61,1,0,2,69,71,23,0,1,3,15,4,1,1,22,23,1,0,0,0,1,0,0,0,1,1,10,0,1,3,6,1,1,1,10,11,276,3,33,-80,158,Austin
2019,8,16,77,5,11,12,98,8,1,16,118,134,39,3,7,8,61,4,0,10,73,83,32,2,4,4,26,2,1,6,32,38,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,2,0,0,13,13,329,1,30,-79,159,Austin
2020,8,16,55,2,10,14,72,9,5,12,95,107,31,1,3,6,46,6,1,4,58,62,23,1,6,8,23,2,4,7,33,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,4,5,255,1,15,-77,161,Austin
2021,8,16,48,1,2,15,67,18,4,3,100,103,24,1,0,10,42,12,1,1,64,65,17,0,2,4,23,5,3,2,32,34,0,0,0,1,0,0,0,0,1,1,7,0,0,0,2,1,0,0,3,3,253,2,15,-83,155,Austin
2022,8,16,39,2,4,14,67,14,2,6,95,101,22,1,3,9,40,9,1,4,58,62,15,1,1,5,20,4,1,2,29,31,0,0,0,0,1,0,0,0,1,1,2,0,0,0,6,1,0,0,7,7,207,1,14,-82,156,Austin
2023,8,16,53,2,4,9,46,17,6,6,72,78,23,2,1,1,24,8,3,3,33,36,23,0,1,7,21,8,3,1,36,37,0,0,0,0,0,0,0,0,0,0,7,0,2,1,1,1,0,2,3,5,224,2,19,-81,157,Austin
2024,8,16,59,1,3,9,54,14,5,4,77,81,34,0,2,3,32,5,1,2,40,42,19,1,1,6,18,9,3,2,33,35,0,0,0,0,1,0,1,0,1,1,6,0,0,0,3,0,0,0,3,3,239,4,18,-79,159,Austin
2012,9,16,75,3,7,21,80,9,1,10,110,120,37,1,3,12,34,6,0,4,52,56,33,2,4,9,42,3,1,6,54,60,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,4,289,0,16,-49,189,Austin
2013,9,16,91,2,2,18,90,3,1,4,111,115,43,1,1,11,55,2,0,2,68,70,40,1,1,5,26,1,1,2,32,34,2,0,0,1,1,0,0,0,2,2,6,0,0,1,8,0,0,0,9,9,312,4,18,-48,190,Austin
2014,9,16,85,5,5,17,76,3,2,10,96,106,48,1,1,11,47,2,2,2,60,62,28,2,4,4,21,0,0,6,25,31,2,1,0,0,0,0,0,1,0,1,7,1,0,2,8,1,0,1,11,12,308,5,26,-47,191,Austin
2015,9,16,87,4,2,11,95,4,0,6,110,116,52,1,1,6,66,0,0,2,72,74,26,3,1,4,21,4,0,4,29,33,0,0,0,0,0,0,0,0,0,0,9,0,0,1,8,0,0,0,9,9,324,2,32,-46,192,Austin
2016,9,16,88,1,6,9,80,6,0,7,95,102,54,0,3,4,50,6,0,3,60,63,26,1,3,3,23,0,0,4,26,30,2,0,0,0,1,0,0,0,1,1,6,0,0,2,6,0,0,0,8,8,305,3,21,-51,187,Austin
2017,9,16,87,0,8,10,63,8,1,8,81,89,43,0,3,6,38,1,1,3,45,48,38,0,4,3,22,7,0,4,32,36,1,0,0,0,0,0,0,0,0,0,5,0,1,1,3,0,0,1,4,5,290,2,19,-50,188,Austin
2018,9,16,84,7,7,6,72,10,4,14,88,102,39,1,3,2,35,3,3,4,40,44,40,6,4,3,30,6,1,10,39,49,3,0,0,1,1,0,0,0,2,2,2,0,0,0,6,1,0,0,7,7,270,5,13,-49,189,Austin
2019,9,16,61,3,5,15,72,6,4,8,93,101,36,1,1,11,50,1,1,2,62,64,16,1,4,4,16,4,3,5,24,29,0,0,0,0,1,0,0,0,1,1,9,1,0,0,5,1,0,1,6,7,264,2,20,-48,190,Austin
2020,9,16,70,5,7,13,80,12,0,12,105,117,35,3,4,6,49,6,0,7,61,68,29,2,2,7,29,5,0,4,41,45,0,0,0,0,0,1,0,0,1,1,6,0,1,0,2,0,0,1,2,3,303,3,14,-46,192,Austin
2021,9,16,57,2,12,10,79,9,2,14,98,112,23,1,6,6,54,3,1,7,63,70,28,1,5,3,16,4,1,6,23,29,1,0,0,0,0,1,0,0,1,1,5,0,1,1,9,1,0,1,11,12,261,2,23,-52,186,Austin
2022,9,16,63,3,7,10,84,22,1,10,116,126,30,1,5,4,45,15,0,6,64,70,27,2,2,5,34,7,1,4,46,50,0,0,0,0,3,0,0,0,3,3,6,0,0,1,2,0,0,0,3,3,293,4,22,-51,187,Austin
2023,9,16,56,4,10,11,64,16,3,14,91,105,23,2,4,4,39,8,1,6,51,57,31,1,4,7,23,7,2,5,37,42,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,1,0,3,3,6,240,0,12,-50,188,Austin
2024,9,16,49,2,4,15,48,12,3,6,75,81,27,1,3,8,33,9,1,4,50,54,19,1,1,6,14,3,1,2,23,25,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,2,206,3,10,-48,190,Austin
2012,10,16,89,2,2,32,102,10,1,4,144,148,30,0,1,27,48,6,0,1,81,82,49,1,1,5,40,4,1,2,49,51,3,0,0,0,0,0,0,0,0,0,7,1,0,0,14,0,0,1,14,15,353,3,26,-19,219,Austin
2013,10,16,87,1,4,19,97,9,1,5,125,130,43,0,1,9,51,5,0,1,65,66,34,1,3,9,33,4,1,4,46,50,0,0,0,0,0,0,0,0,0,0,10,0,0,1,13,0,0,0,14,14,328,0,33,-18,220,Austin
2014,10,16,91,1,2,19,69,4,4,3,92,95,41,1,0,10,42,4,2,1,56,57,43,0,2,6,21,0,2,2,27,29,0,0,0,1,0,0,0,0,1,1,7,0,0,2,6,0,0,0,8,8,317,2,20,-17,221,Austin
2015,10,16,69,2,0,13,73,6,0,2,92,94,25,1,0,9,45,2,0,1,56,57,41,1,0,4,23,4,0,1,31,32,0,0,0,0,2,0,0,0,2,2,3,0,0,0,3,0,0,0,3,3,279,4,12,-16,222,Austin
