year,month,day,crime_disorder,crime_gun,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_violent,crime_property,crime_index,crime_disorder_day,crime_gun_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_gun_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_gun_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_gun_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2016,9,1,2,1,1,2,16,11,29,3,56,59,2,1,0,1,13,7,22,1,42,43,0,0,1,0,3,2,5,1,10,11,0,0,0,0,0,0,2,0,2,2,0,0,0,1,0,2,0,1,2,3,82,2,4,-66,172,Seattle
2017,9,1,0,0,0,2,7,15,51,2,73,75,0,0,0,2,5,13,33,2,51,53,0,0,0,0,2,2,11,0,15,15,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,5,0,5,5,101,2,8,-65,173,Seattle
2018,9,1,0,0,1,0,10,24,42,1,76,77,0,0,0,0,7,13,28,0,48,48,0,0,1,0,3,5,12,1,20,21,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5,2,0,7,7,90,1,7,-64,174,Seattle
2019,9,1,1,2,2,6,20,41,32,8,93,101,1,1,1,4,10,24,24,5,58,63,0,1,1,2,9,12,7,3,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,7,7,140,0,11,-63,175,Seattle
2020,9,1,2,0,3,4,19,20,52,7,91,98,1,0,2,3,10,15,39,5,64,69,1,0,1,1,9,3,9,2,21,23,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,2,1,0,3,3,144,5,6,-61,177,Seattle
2021,9,1,3,0,4,2,23,28,58,6,109,115,2,0,4,0,11,18,38,4,67,71,1,0,0,1,6,8,15,1,29,30,0,0,0,0,2,0,2,0,4,4,0,0,0,1,4,2,3,1,9,10,148,4,12,-67,171,Seattle
2022,9,1,1,1,3,1,18,24,37,4,79,83,1,0,1,0,12,18,25,1,55,56,0,0,2,1,6,3,7,3,16,19,0,0,0,0,0,0,2,0,2,2,0,1,0,0,0,3,3,0,6,6,127,3,12,-66,172,Seattle
2023,9,1,3,2,1,4,26,17,40,5,83,88,1,1,1,2,14,11,24,3,49,52,2,1,0,2,10,4,12,2,26,28,0,0,0,0,0,0,3,0,3,3,0,0,0,0,2,2,1,0,5,5,121,4,7,-65,173,Seattle
2024,9,1,1,0,0,2,23,28,59,2,110,112,0,0,0,0,10,17,37,0,64,64,1,0,0,2,11,10,18,2,39,41,0,0,0,0,1,0,2,0,3,3,0,0,0,0,1,1,2,0,4,4,152,6,7,-63,175,Seattle
2012,10,1,0,0,0,0,17,23,28,0,68,68,0,0,0,0,17,17,15,0,49,49,0,0,0,0,0,3,8,0,11,11,0,0,0,0,0,1,3,0,4,4,0,0,0,0,0,2,2,0,4,4,91,6,5,-34,204,Seattle
2013,10,1,1,0,0,1,8,16,41,1,65,66,1,0,0,1,6,10,25,1,41,42,0,0,0,0,0,4,8,0,12,12,0,0,0,0,0,0,4,0,4,4,0,0,0,0,2,2,4,0,8,8,84,4,9,-33,205,Seattle
2014,10,1,1,0,0,0,12,15,55,0,82,82,1,0,0,0,6,10,32,0,48,48,0,0,0,0,3,4,11,0,18,18,0,0,0,0,3,0,4,0,7,7,0,0,0,0,0,1,8,0,9,9,103,7,10,-32,206,Seattle
2015,10,1,5,0,1,0,16,21,50,1,87,88,1,0,0,0,14,14,23,0,51,51,3,0,1,0,2,5,19,1,26,27,0,0,0,0,0,1,2,0,3,3,1,0,0,0,0,1,6,0,7,7,114,4,9,-31,207,Seattle
2016,10,1,0,0,1,2,11,11,40,3,62,65,0,0,0,1,6,10,25,1,41,42,0,0,1,1,4,1,13,2,18,20,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,2,2,88,2,3,-36,202,Seattle
2017,10,1,0,0,0,1,12,20,35,1,67,68,0,0,0,0,9,11,20,0,40,40,0,0,0,1,2,7,10,1,19,20,0,0,0,0,0,0,3,0,3,3,0,0,0,0,1,2,2,0,5,5,93,3,5,-35,203,Seattle
2018,10,1,1,0,0,1,12,21,40,1,73,74,0,0,0,0,5,14,24,0,43,43,1,0,0,1,4,4,15,1,23,24,0,0,0,0,2,0,0,0,2,2,0,0,0,0,1,3,1,0,5,5,92,2,5,-34,204,Seattle
2019,10,1,3,0,4,6,13,31,45,10,89,99,3,0,1,1,5,21,24,2,50,52,0,0,3,3,6,6,18,6,30,36,0,0,0,0,1,0,2,0,3,3,0,0,0,2,1,4,1,2,6,8,145,5,10,-33,205,Seattle
2020,10,1,6,1,3,5,25,25,48,8,98,106,3,1,2,3,13,18,24,5,55,60,1,0,0,1,10,5,18,1,33,34,0,0,0,0,0,1,6,0,7,7,2,0,1,1,2,1,0,2,3,5,154,8,9,-31,207,Seattle
2021,10,1,7,0,3,4,16,33,59,7,108,115,4,0,2,4,6,20,24,6,50,56,2,0,1,0,7,11,28,1,46,47,0,0,0,0,1,0,4,0,5,5,1,0,0,0,2,2,3,0,7,7,169,5,10,-37,201,Seattle
2022,10,1,3,2,0,4,16,22,36,4,74,78,1,0,0,1,8,12,23,1,43,44,1,2,0,2,6,8,12,2,26,28,0,0,0,0,1,1,0,0,2,2,1,0,0,1,1,1,1,1,3,4,111,4,5,-36,202,Seattle
2023,10,1,2,0,1,0,26,15,46,1,87,88,0,0,1,0,12,7,24,1,43,44,2,0,0,0,11,6,21,0,38,38,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,1,0,5,5,122,2,7,-35,203,Seattle
2024,10,1,2,0,4,5,26,32,55,9,113,122,0,0,1,3,7,22,24,4,53,57,1,0,3,1,17,7,26,4,50,54,0,0,0,0,1,0,2,0,3,3,1,0,0,1,1,3,3,1,7,8,167,5,12,-33,205,Seattle
2012,11,1,3,1,0,0,10,14,40,0,64,64,0,1,0,0,5,6,17,0,28,28,1,0,0,0,1,8,16,0,25,25,0,0,0,0,2,0,5,0,7,7,2,0,0,0,2,0,2,0,4,4,89,7,6,-3,235,Seattle
2013,11,1,5,0,0,1,8,32,45,1,85,86,3,0,0,1,2,12,18,1,32,33,2,0,0,0,6,19,22,0,47,47,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,1,2,0,3,3,115,3,5,-2,236,Seattle
2014,11,1,0,0,2,4,11,16,54,6,81,87,0,0,0,1,4,8,26,1,38,39,0,0,2,2,5,8,21,4,34,38,0,0,0,0,0,0,2,0,2,2,0,0,0,1,2,0,5,1,7,8,110,3,10,-1,237,Seattle
2015,11,1,1,0,0,2,11,17,57,2,85,87,0,0,0,0,5,6,25,0,36,36,1,0,0,2,4,10,30,2,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,5,5,103,0,7,0,238,Seattle
2016,11,1,2,0,0,0,20,19,50,0,89,89,2,0,0,0,8,13,27,0,48,48,0,0,0,0,10,6,16,0,32,32,0,0,0,0,1,0,2,0,3,3,0,0,0,0,1,0,5,0,6,6,107,3,9,-5,233,Seattle
2017,11,1,2,0,0,2,13,16,36,2,65,67,2,0,0,1,7,6,11,1,24,25,0,0,0,1,5,7,22,1,34,35,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,3,0,6,6,87,3,6,-4,234,Seattle
2018,11,1,1,0,0,1,9,16,45,1,70,71,1,0,0,0,1,10,19,0,30,30,0,0,0,1,5,4,22,1,31,32,0,0,0,0,0,0,4,0,4,4,0,0,0,0,3,2,0,0,5,5,91,7,6,-3,235,Seattle
2019,11,1,2,0,1,1,12,29,52,2,93,95,2,0,0,1,5,10,30,1,45,46,0,0,1,0,6,18,17,1,41,42,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,1,3,0,4,4,135,3,4,-2,236,Seattle
2020,11,1,1,0,1,9,27,14,53,10,94,104,0,0,0,3,17,10,27,3,54,57,1,0,0,6,7,4,22,6,33,39,0,0,0,0,0,0,2,0,2,2,0,0,1,0,3,0,2,1,5,6,135,2,9,0,238,Seattle
2021,11,1,4,1,3,2,28,29,66,5,123,128,2,0,1,1,12,11,37,2,60,62,2,1,2,1,13,13,23,3,49,52,0,0,0,0,2,0,3,0,5,5,0,0,0,0,1,5,3,0,9,9,169,5,12,-6,232,Seattle
2022,11,1,3,1,3,2,17,32,46,5,95,100,0,0,2,1,7,19,19,3,45,48,3,1,1,1,9,11,22,2,42,44,0,0,0,0,1,1,3,0,5,5,0,0,0,0,0,1,2,0,3,3,140,5,4,-5,233,Seattle
2023,11,1,1,0,0,3,20,32,48,3,100,103,1,0,0,0,6,17,28,0,51,51,0,0,0,2,12,11,17,2,40,42,0,0,0,0,1,1,0,0,2,2,0,0,0,1,1,3,3,1,7,8,147,2,9,-4,234,Seattle
2024,11,1,1,2,1,5,15,22,44,6,81,87,1,0,1,2,5,10,20,3,35,38,0,2,0,3,9,11,21,3,41,44,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,0,4,4,138,1,8,-2,236,Seattle
2012,12,1,0,0,0,0,14,8,24,0,46,46,0,0,0,0,7,1,8,0,16,16,0,0,0,0,5,6,15,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,4,55,0,4,27,265,Seattle
2013,12,1,2,0,0,0,13,19,49,0,81,81,0,0,0,0,6,10,24,0,40,40,1,0,0,0,7,6,23,0,36,36,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3,1,0,4,4,103,2,6,28,266,Seattle
2014,12,1,1,0,0,0,19,12,28,0,59,59,0,0,0,0,9,7,9,0,25,25,1,0,0,0,4,5,14,0,23,23,0,0,0,0,0,0,2,0,2,2,0,0,0,0,6,0,3,0,9,9,83,2,9,29,267,Seattle
2015,12,1,1,0,0,0,15,16,37,0,68,68,1,0,0,0,6,9,19,0,34,34,0,0,0,0,7,5,15,0,27,27,0,0,0,0,1,0,2,0,3,3,0,0,0,0,1,2,1,0,4,4,86,3,4,30,268,Seattle
2016,12,1,5,0,1,0,11,17,57,1,85,86,2,0,0,0,1,6,26,0,33,33,3,0,1,0,9,9,21,1,39,40,0,0,0,0,0,0,4,0,4,4,0,0,0,0,1,2,6,0,9,9,111,4,11,25,263,Seattle
2017,12,1,1,1,2,0,23,36,45,2,104,106,0,0,0,0,9,20,20,0,49,49,1,1,1,0,9,12,17,1,38,39,0,0,0,0,0,0,2,0,2,2,0,0,1,0,5,4,6,1,15,16,135,3,22,26,264,Seattle
2018,12,1,0,1,0,0,5,19,36,0,60,60,0,0,0,0,0,9,17,0,26,26,0,1,0,0,5,8,10,0,23,23,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,7,0,9,9,77,2,10,27,265,Seattle
2019,12,1,3,1,3,6,22,23,33,9,78,87,3,1,1,0,5,13,22,1,40,41,0,0,2,6,12,10,6,8,28,36,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5,0,4,0,9,9,125,2,10,28,266,Seattle
2020,12,1,2,1,1,3,27,26,53,4,106,110,1,1,0,1,13,11,28,1,52,53,1,0,1,2,11,9,18,3,38,41,0,0,0,0,1,0,3,0,4,4,0,0,0,0,2,6,4,0,12,12,158,5,14,30,268,Seattle
2021,12,1,7,1,3,6,29,30,53,9,112,121,3,1,2,3,8,12,24,5,44,49,3,0,1,2,20,13,23,3,56,59,0,0,0,0,0,0,2,0,2,2,1,0,0,1,1,5,4,1,10,11,161,2,16,24,262,Seattle
2022,12,1,3,0,0,2,9,32,38,2,79,81,2,0,0,1,3,16,21,1,40,41,1,0,0,1,4,9,10,1,23,24,0,0,0,0,1,0,2,0,3,3,0,0,0,0,1,7,5,0,13,13,122,3,16,25,263,Seattle
2023,12,1,5,0,5,0,20,14,51,5,85,90,1,0,1,0,4,6,23,1,33,34,3,0,4,0,12,6,22,4,40,44,0,0,0,0,2,1,2,0,5,5,1,0,0,0,2,1,4,0,7,7,133,5,13,26,264,Seattle
2024,12,1,1,1,4,5,18,37,50,9,105,114,0,0,1,1,6,9,26,2,41,43,1,1,3,4,10,19,23,7,52,59,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,9,1,0,11,11,147,1,13,28,266,Seattle
2012,1,2,1,0,0,0,14,5,19,0,38,38,1,0,0,0,9,3,13,0,25,25,0,0,0,0,4,2,5,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,45,0,4,-307,-69,Seattle
2013,1,2,0,0,1,1,7,23,29,2,59,61,0,0,1,0,4,12,7,1,23,24,0,0,0,1,2,7,15,1,24,25,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,4,6,0,11,11,82,1,12,-305,-67,Seattle
2014,1,2,1,0,1,2,18,21,26,3,65,68,0,0,0,1,8,9,12,1,29,30,1,0,1,1,9,6,9,2,24,26,0,0,0,0,0,1,2,0,3,3,0,0,0,0,1,5,3,0,9,9,88,3,11,-304,-66,Seattle
2015,1,2,1,0,1,0,12,12,26,1,50,51,0,0,0,0,5,8,14,0,27,27,1,0,0,0,5,3,10,0,18,18,0,0,0,0,2,0,1,0,3,3,0,0,1,0,0,1,1,1,2,3,69,3,4,-303,-65,Seattle
2016,1,2,1,1,1,2,13,13,51,3,77,80,0,0,0,1,7,5,27,1,39,40,0,1,1,1,5,5,20,2,30,32,0,0,0,0,1,1,1,0,3,3,1,0,0,0,0,2,3,0,5,5,92,3,6,-309,-71,Seattle
2017,1,2,0,0,1,1,24,16,38,2,78,80,0,0,0,0,12,9,26,0,47,47,0,0,1,1,10,6,6,2,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,9,9,103,1,9,-307,-69,Seattle
2018,1,2,1,0,0,0,15,22,32,0,69,69,1,0,0,0,5,12,14,0,31,31,0,0,0,0,9,9,12,0,30,30,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,1,5,0,6,6,99,2,7,-306,-68,Seattle
2019,1,2,2,0,2,1,21,22,23,3,66,69,0,0,0,0,7,12,14,0,33,33,2,0,2,1,12,9,6,3,27,30,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,3,0,5,5,88,2,7,-305,-67,Seattle
2020,1,2,2,0,2,1,15,23,37,3,75,78,0,0,1,1,6,11,16,2,33,35,2,0,0,0,8,7,16,0,31,31,0,0,0,0,0,0,2,0,2,2,0,0,1,0,1,5,3,1,9,10,113,2,15,-304,-66,Seattle
2021,1,2,6,0,1,1,20,25,49,2,94,96,1,0,0,0,12,12,29,0,53,53,5,0,1,1,8,7,15,2,30,32,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,6,3,0,9,9,123,2,12,-309,-71,Seattle
2022,1,2,4,1,1,3,21,21,61,4,103,107,3,0,1,1,10,13,29,2,52,54,1,1,0,2,10,7,26,2,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,8,8,139,0,10,-308,-70,Seattle
2023,1,2,3,1,1,3,20,17,62,4,99,103,2,1,0,2,5,7,35,2,47,49,0,0,1,1,11,8,18,2,37,39,0,0,0,0,0,0,2,0,2,2,1,0,0,0,4,2,7,0,13,13,130,2,15,-307,-69,Seattle
2024,1,2,2,0,1,5,20,18,48,6,86,92,2,0,1,4,10,10,27,5,47,52,0,0,0,1,9,6,17,1,32,33,0,0,0,0,0,1,1,0,2,2,0,0,0,0,1,1,3,0,5,5,122,4,10,-306,-68,Seattle
2012,2,2,0,0,0,0,9,7,22,0,38,38,0,0,0,0,7,2,7,0,16,16,0,0,0,0,2,4,13,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,55,1,3,-276,-38,Seattle
2013,2,2,1,0,1,2,10,14,36,3,60,63,0,0,0,2,7,4,26,2,37,39,0,0,1,0,3,7,10,1,20,21,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,2,2,83,1,3,-274,-36,Seattle
2014,2,2,0,0,0,2,11,21,32,2,64,66,0,0,0,0,5,9,15,0,29,29,0,0,0,2,5,9,16,2,30,32,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,1,0,4,4,74,1,4,-273,-35,Seattle
2015,2,2,2,0,0,2,10,10,37,2,57,59,1,0,0,2,5,7,24,2,36,38,1,0,0,0,4,3,8,0,15,15,0,0,0,0,1,0,5,0,6,6,0,0,0,0,0,0,0,0,0,0,79,7,1,-272,-34,Seattle
2016,2,2,2,0,1,0,12,13,43,1,68,69,0,0,0,0,5,7,17,0,29,29,1,0,1,0,4,5,19,1,28,29,0,0,0,0,0,0,2,0,2,2,1,0,0,0,3,1,5,0,9,9,96,2,11,-278,-40,Seattle
2017,2,2,0,0,1,2,18,6,36,3,60,63,0,0,0,0,11,5,19,0,35,35,0,0,1,2,6,1,14,3,21,24,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,1,0,2,2,82,2,3,-276,-38,Seattle
2018,2,2,2,0,0,1,11,17,36,1,64,65,1,0,0,0,3,9,21,0,33,33,1,0,0,1,7,5,11,1,23,24,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,3,2,0,6,6,82,3,9,-275,-37,Seattle
2019,2,2,0,0,0,0,11,19,28,0,58,58,0,0,0,0,6,8,18,0,32,32,0,0,0,0,4,8,10,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,4,73,1,5,-274,-36,Seattle
2020,2,2,5,2,2,3,25,21,39,5,85,90,1,1,1,0,16,7,24,1,47,48,3,1,1,3,9,13,14,4,36,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,133,1,4,-273,-35,Seattle
2021,2,2,1,0,2,2,31,26,47,4,104,108,0,0,1,1,13,13,22,2,48,50,1,0,1,1,16,11,20,2,47,49,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,5,0,8,8,138,2,11,-278,-40,Seattle
2022,2,2,7,2,0,4,22,30,48,4,100,104,5,1,0,1,9,17,20,1,46,47,2,1,0,3,12,10,18,3,40,43,0,0,0,0,0,0,4,0,4,4,0,0,0,0,1,3,6,0,10,10,146,4,12,-277,-39,Seattle
2023,2,2,5,0,0,3,18,24,30,3,72,75,4,0,0,1,7,16,15,1,38,39,1,0,0,1,9,5,12,1,26,27,0,0,0,0,1,1,2,0,4,4,0,0,0,1,1,2,1,1,4,5,120,4,7,-276,-38,Seattle
2024,2,2,4,0,1,2,8,30,31,3,69,72,2,0,0,0,2,14,18,0,34,34,1,0,1,2,6,13,10,3,29,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,6,6,104,0,9,-275,-37,Seattle
2012,3,2,1,0,0,0,13,12,35,0,60,60,0,0,0,0,10,9,26,0,45,45,1,0,0,0,2,3,7,0,12,12,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,2,2,82,1,2,-247,-9,Seattle
2013,3,2,0,0,0,0,6,9,36,0,51,51,0,0,0,0,2,4,22,0,28,28,0,0,0,0,4,4,10,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,5,70,0,7,-246,-8,Seattle
2014,3,2,0,0,2,0,7,8,46,2,61,63,0,0,1,0,2,0,17,1,19,20,0,0,1,0,5,8,26,1,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,80,0,3,-245,-7,Seattle
2015,3,2,2,0,1,0,14,14,33,1,61,62,0,0,1,0,10,7,24,1,41,42,2,0,0,0,3,2,4,0,9,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,5,4,0,10,10,84,1,11,-244,-6,Seattle
2016,3,2,1,1,1,0,13,12,47,1,72,73,1,1,1,0,6,9,32,1,47,48,0,0,0,0,6,2,12,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,5,5,100,1,5,-249,-11,Seattle
2017,3,2,0,0,0,0,12,25,35,0,72,72,0,0,0,0,6,12,26,0,44,44,0,0,0,0,5,9,7,0,21,21,0,0,0,0,1,1,2,0,4,4,0,0,0,0,0,3,0,0,3,3,100,4,4,-248,-10,Seattle
2018,3,2,0,0,0,0,15,13,42,0,70,70,0,0,0,0,9,6,28,0,43,43,0,0,0,0,5,6,9,0,20,20,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,4,0,6,6,92,1,6,-247,-9,Seattle
2019,3,2,0,0,1,2,12,17,34,3,63,66,0,0,1,0,7,7,13,1,27,28,0,0,0,2,4,7,19,2,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,6,6,81,0,7,-246,-8,Seattle
2020,3,2,3,0,1,2,19,21,32,3,72,75,2,0,0,1,9,14,19,1,42,43,1,0,1,1,7,6,8,2,21,23,0,0,0,0,2,0,3,0,5,5,0,0,0,0,1,1,2,0,4,4,122,5,5,-244,-6,Seattle
2021,3,2,7,0,1,6,22,24,44,7,90,97,3,0,1,2,12,17,29,3,58,61,4,0,0,4,9,6,14,4,29,33,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,1,0,0,1,1,145,3,3,-250,-12,Seattle
2022,3,2,1,3,2,2,18,27,58,4,103,107,1,1,1,1,6,17,35,2,58,60,0,1,1,1,10,7,22,2,39,41,0,0,0,0,1,1,1,0,3,3,0,1,0,0,1,2,0,0,3,3,145,4,6,-249,-11,Seattle
2023,3,2,8,0,1,3,17,15,31,4,63,67,6,0,0,1,5,7,19,1,31,32,2,0,1,1,11,8,10,2,29,31,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,2,3,99,2,3,-248,-10,Seattle
2024,3,2,3,2,1,2,13,12,22,3,47,50,2,1,1,0,7,7,14,1,28,29,1,1,0,1,6,2,7,1,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,4,5,80,0,9,-246,-8,Seattle
2012,4,2,1,1,1,0,6,13,30,1,49,50,0,1,0,0,5,8,19,0,32,32,1,0,1,0,0,3,8,1,11,12,0,0,0,0,0,1,2,0,3,3,0,0,0,0,1,1,1,0,3,3,77,3,4,-216,22,Seattle
2013,4,2,1,0,0,0,14,12,19,0,45,45,1,0,0,0,11,11,13,0,35,35,0,0,0,0,3,1,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,56,0,3,-215,23,Seattle
2014,4,2,0,0,1,2,5,21,44,3,70,73,0,0,1,2,4,15,33,3,52,55,0,0,0,0,1,2,7,0,10,10,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,3,3,0,6,6,91,2,6,-214,24,Seattle
2015,4,2,2,0,0,0,4,13,31,0,48,48,1,0,0,0,2,11,22,0,35,35,0,0,0,0,2,2,5,0,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,4,71,0,7,-213,25,Seattle
2016,4,2,0,0,2,2,16,9,44,4,69,73,0,0,2,0,13,6,33,2,52,54,0,0,0,2,2,2,10,2,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,86,0,3,-218,20,Seattle
2017,4,2,1,0,2,0,13,16,52,2,81,83,0,0,0,0,10,9,40,0,59,59,0,0,2,0,3,6,9,2,18,20,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,2,0,3,3,101,2,5,-217,21,Seattle
2018,4,2,1,0,0,0,14,23,31,0,68,68,1,0,0,0,8,16,23,0,47,47,0,0,0,0,5,4,6,0,15,15,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,3,1,0,5,5,93,1,5,-216,22,Seattle
2019,4,2,2,0,0,1,11,13,28,1,52,53,2,0,0,0,6,10,14,0,30,30,0,0,0,1,5,0,10,1,15,16,0,0,0,0,0,1,2,0,3,3,0,0,0,0,0,2,2,0,4,4,65,3,4,-215,23,Seattle
2020,4,2,4,0,5,4,17,19,30,9,66,75,3,0,3,2,13,15,18,5,46,51,1,0,1,1,3,4,9,2,16,18,0,0,0,1,0,0,1,1,1,2,0,0,1,0,1,0,2,1,3,4,116,2,8,-213,25,Seattle
2021,4,2,3,0,1,3,23,21,39,4,83,87,2,0,1,2,13,17,29,3,59,62,0,0,0,1,9,3,8,1,20,21,0,0,0,0,1,1,2,0,4,4,1,0,0,0,0,0,0,0,0,0,118,4,1,-219,19,Seattle
2022,4,2,4,0,1,5,9,19,37,6,65,71,3,0,0,1,7,11,21,1,39,40,0,0,1,4,2,6,12,5,20,25,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,3,0,5,5,103,1,8,-218,20,Seattle
2023,4,2,2,0,1,6,12,14,40,7,66,73,2,0,1,3,6,5,31,4,42,46,0,0,0,3,5,9,8,3,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,101,0,3,-217,21,Seattle
2024,4,2,4,1,2,4,7,18,32,6,57,63,1,1,1,2,5,16,20,3,41,44,3,0,1,1,2,2,7,2,11,13,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,4,1,4,5,95,2,6,-215,23,Seattle
2012,5,2,1,0,1,0,7,10,38,1,55,56,1,0,1,0,6,10,25,1,41,42,0,0,0,0,0,0,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,5,69,0,6,-186,52,Seattle
2013,5,2,1,1,0,1,11,18,41,1,70,71,0,0,0,0,8,15,33,0,56,56,1,1,0,1,3,1,4,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,6,93,0,7,-185,53,Seattle
2014,5,2,3,0,1,0,10,18,56,1,84,85,1,0,0,0,6,12,45,0,63,63,2,0,1,0,3,3,9,1,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,6,6,103,0,7,-184,54,Seattle
2015,5,2,1,0,0,1,14,10,39,1,63,64,1,0,0,0,12,8,23,0,43,43,0,0,0,0,1,1,10,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,8,9,78,0,10,-183,55,Seattle
2016,5,2,4,1,2,2,17,12,48,4,77,81,2,1,1,1,14,10,35,2,59,61,2,0,0,1,2,0,7,1,9,10,0,0,0,0,1,1,1,0,3,3,0,0,1,0,0,1,5,1,6,7,118,5,8,-188,50,Seattle
2017,5,2,2,0,0,0,14,13,50,0,77,77,1,0,0,0,13,11,34,0,58,58,1,0,0,0,1,0,8,0,9,9,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,2,4,0,6,6,99,5,6,-187,51,Seattle
2018,5,2,3,0,0,0,20,19,39,0,78,78,3,0,0,0,17,13,31,0,61,61,0,0,0,0,0,3,6,0,9,9,0,0,0,0,1,0,1,0,2,2,0,0,0,0,2,3,1,0,6,6,98,2,9,-186,52,Seattle
2019,5,2,3,0,0,0,11,23,41,0,75,75,1,0,0,0,10,15,30,0,55,55,1,0,0,0,1,3,6,0,10,10,0,0,0,0,0,1,1,0,2,2,1,0,0,0,0,4,4,0,8,8,99,3,9,-185,53,Seattle
2020,5,2,0,2,1,3,23,12,34,4,69,73,0,2,0,1,17,11,24,1,52,53,0,0,1,1,5,1,7,2,13,15,0,0,0,0,1,0,2,0,3,3,0,0,0,1,0,0,1,1,1,2,133,3,8,-183,55,Seattle
