year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2012,1,1,33,6,8,9,69,11,4,14,89,103,13,1,3,5,28,5,0,4,38,42,18,5,5,4,41,5,3,10,50,60,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,399,2,14,-308,-70,San Francisco
2013,1,1,35,13,14,16,97,17,3,27,130,157,8,2,4,5,30,6,2,6,41,47,21,11,10,9,58,9,1,21,76,97,0,0,0,0,0,0,0,0,0,0,6,0,0,2,9,2,0,0,13,13,448,2,34,-306,-68,San Francisco
2014,1,1,34,6,13,13,82,11,4,19,106,125,11,0,6,5,29,4,1,6,38,44,20,6,7,8,48,6,2,13,62,75,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,1,0,6,6,363,1,17,-305,-67,San Francisco
2015,1,1,24,13,14,9,113,18,2,27,140,167,9,2,0,1,51,5,1,2,57,59,12,11,14,7,54,12,1,25,73,98,0,0,0,0,0,0,0,0,0,0,3,0,0,1,8,1,0,0,10,10,413,0,18,-304,-66,San Francisco
2016,1,1,28,8,11,14,113,17,2,19,144,163,7,1,0,5,45,10,1,1,60,61,17,6,10,7,54,4,1,16,65,81,0,1,0,0,1,0,0,1,1,2,4,0,1,2,13,3,0,1,18,19,413,5,34,-310,-72,San Francisco
2017,1,1,23,8,7,13,116,9,1,15,138,153,5,4,0,4,54,3,0,4,61,65,16,4,6,8,56,5,1,10,69,79,1,0,0,0,0,0,0,0,0,0,1,0,1,1,6,1,0,1,8,9,378,2,22,-308,-70,San Francisco
2018,1,1,23,3,6,10,122,14,4,9,146,155,10,2,1,2,44,6,0,3,52,55,12,1,5,8,63,6,4,6,77,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,17,17,337,3,27,-307,-69,San Francisco
2019,1,1,26,10,5,17,54,55,5,15,126,141,5,2,1,7,19,22,0,3,48,51,19,6,4,9,31,29,5,10,69,79,0,0,0,1,0,1,0,0,2,2,2,2,0,0,4,3,0,2,7,9,372,3,21,-306,-68,San Francisco
2020,1,1,14,11,14,15,81,83,2,25,179,204,5,2,3,4,25,44,2,5,73,78,9,9,11,11,50,33,0,20,94,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,12,12,428,3,21,-305,-67,San Francisco
2021,1,1,21,9,7,41,41,86,1,16,168,184,4,3,1,13,20,35,0,4,68,72,15,6,6,26,20,37,1,12,83,95,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,14,0,0,17,17,355,3,28,-310,-72,San Francisco
2022,1,1,21,4,8,8,58,88,2,12,154,166,1,1,5,2,25,36,1,6,63,69,20,3,3,5,29,36,1,6,70,76,0,0,0,0,1,1,0,0,2,2,0,0,0,1,3,15,0,0,19,19,373,3,24,-309,-71,San Francisco
2023,1,1,23,7,10,18,70,91,3,17,179,196,5,1,1,7,24,52,1,2,83,85,17,1,9,10,39,30,2,10,79,89,0,1,0,0,1,1,0,1,2,3,1,4,0,1,6,8,0,4,15,19,407,5,26,-308,-70,San Francisco
2024,1,1,32,10,10,18,48,67,2,20,133,153,6,2,2,4,22,26,1,4,52,56,23,8,8,14,24,30,1,16,68,84,0,0,0,0,0,2,0,0,2,2,3,0,0,0,2,9,0,0,11,11,328,4,23,-307,-69,San Francisco
2012,2,1,26,7,4,12,56,12,2,11,80,91,14,2,1,5,28,5,1,3,38,41,9,3,2,6,20,6,1,5,32,37,1,0,0,1,1,0,0,0,2,2,2,2,1,0,7,1,0,3,8,11,308,4,21,-277,-39,San Francisco
2013,2,1,25,4,2,11,93,21,6,6,125,131,10,2,0,6,50,11,0,2,67,69,9,2,2,4,29,9,6,4,42,46,0,0,0,0,0,0,0,0,0,0,6,0,0,1,14,1,0,0,16,16,369,3,37,-275,-37,San Francisco
2014,2,1,23,15,6,10,81,11,1,21,102,123,9,1,2,7,32,4,1,3,43,46,13,13,3,3,41,5,0,16,49,65,0,0,1,0,1,0,0,1,1,2,1,1,0,0,7,2,0,1,9,10,348,4,24,-274,-36,San Francisco
2015,2,1,23,15,10,14,91,20,3,25,125,150,10,3,5,7,50,4,1,8,61,69,12,11,5,6,30,12,2,16,48,64,0,0,0,0,0,1,0,0,1,1,1,1,0,1,11,3,0,1,15,16,339,2,36,-273,-35,San Francisco
2016,2,1,18,6,3,14,99,20,1,9,133,142,9,1,2,7,52,8,1,3,67,70,6,4,1,7,32,9,0,5,48,53,0,0,0,0,1,0,0,0,1,1,3,1,0,0,14,3,0,1,17,18,358,3,33,-279,-41,San Francisco
2017,2,1,18,7,4,18,115,13,3,11,146,157,3,3,1,8,55,2,1,4,65,69,8,3,2,10,36,10,1,5,56,61,0,0,0,0,0,1,0,0,1,1,7,1,1,0,24,0,1,2,24,26,355,3,42,-277,-39,San Francisco
2018,2,1,19,8,9,18,86,13,1,17,117,134,9,3,3,9,33,7,0,6,49,55,10,3,6,8,41,3,1,9,52,61,0,0,0,0,2,1,0,0,3,3,0,2,0,1,10,2,0,2,13,15,270,6,21,-276,-38,San Francisco
2019,2,1,30,2,6,15,64,101,4,8,180,188,18,0,2,6,31,35,1,2,72,74,11,2,3,8,27,41,2,5,76,81,0,0,0,0,3,1,0,0,4,4,1,0,1,1,3,24,1,1,28,29,383,6,41,-275,-37,San Francisco
2020,2,1,26,8,5,10,67,87,0,13,164,177,9,1,2,6,23,30,0,3,59,62,16,7,3,4,38,39,0,10,81,91,0,0,0,0,0,1,0,0,1,1,1,0,0,0,6,17,0,0,23,23,310,1,28,-274,-36,San Francisco
2021,2,1,25,8,7,29,29,70,5,15,128,143,10,5,2,9,16,37,0,7,62,69,13,1,4,18,10,22,5,5,50,55,0,0,0,0,0,1,0,0,1,1,2,2,1,2,3,10,0,3,15,18,296,1,27,-279,-41,San Francisco
2022,2,1,18,5,3,12,38,69,4,8,119,127,7,4,1,7,20,35,1,5,62,67,9,1,1,3,12,20,2,2,35,37,0,0,1,0,1,3,0,1,4,5,2,0,0,2,5,11,1,0,18,18,288,8,25,-278,-40,San Francisco
2023,2,1,19,10,4,13,39,87,7,14,139,153,8,6,0,2,28,33,3,6,63,69,8,4,3,9,9,44,3,7,62,69,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,10,1,1,14,15,317,0,27,-277,-39,San Francisco
2024,2,1,21,5,7,10,40,53,3,12,103,115,8,3,4,3,25,17,1,7,45,52,12,2,2,7,11,30,2,4,48,52,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,6,0,1,10,11,266,1,18,-276,-38,San Francisco
2012,3,1,23,6,5,12,66,17,2,11,95,106,16,1,1,4,37,11,0,2,52,54,6,5,4,7,21,3,1,9,31,40,0,0,0,0,2,0,0,0,2,2,1,0,0,1,6,3,1,0,10,10,296,2,25,-248,-10,San Francisco
2013,3,1,32,9,5,21,96,13,1,14,130,144,22,4,1,14,45,8,0,5,67,72,9,3,4,5,40,3,1,7,48,55,0,0,0,0,1,0,0,0,1,1,1,2,0,2,10,2,0,2,14,16,409,1,30,-247,-9,San Francisco
2014,3,1,25,6,5,19,89,20,2,11,128,139,12,2,0,9,38,8,1,2,55,57,12,4,5,8,40,9,1,9,57,66,0,0,0,0,0,0,0,0,0,0,1,0,0,2,11,3,0,0,16,16,348,1,25,-246,-8,San Francisco
2015,3,1,23,5,6,14,104,16,2,11,134,145,12,0,2,10,52,11,1,2,73,75,9,5,4,3,43,5,1,9,51,60,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,0,0,0,10,10,359,0,25,-245,-7,San Francisco
2016,3,1,22,2,7,18,94,14,2,9,126,135,13,0,3,9,55,7,0,3,71,74,8,1,3,5,23,6,2,4,34,38,0,0,0,1,0,0,0,0,1,1,1,1,1,3,16,1,0,2,20,22,334,3,34,-250,-12,San Francisco
2017,3,1,32,8,4,23,121,21,2,12,165,177,20,3,3,14,73,15,2,6,102,108,9,5,1,6,34,4,0,6,44,50,0,0,0,1,2,1,0,0,4,4,3,0,0,2,12,1,0,0,15,15,412,6,35,-249,-11,San Francisco
2018,3,1,29,11,1,12,105,7,3,12,124,136,20,4,1,4,63,5,1,5,72,77,6,7,0,6,27,0,2,7,33,40,0,0,0,0,0,0,0,0,0,0,3,0,0,2,15,2,0,0,19,19,292,1,29,-248,-10,San Francisco
2019,3,1,16,5,6,6,59,77,2,11,142,153,5,2,2,4,37,41,0,4,82,86,8,2,4,1,18,32,2,6,51,57,0,0,0,0,0,0,0,0,0,0,3,1,0,1,4,4,0,1,9,10,325,2,19,-247,-9,San Francisco
2020,3,1,20,8,6,16,68,74,1,14,158,172,12,1,2,9,31,48,0,3,88,91,8,5,2,7,33,21,0,7,61,68,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,5,1,4,9,13,333,3,18,-245,-7,San Francisco
2021,3,1,27,8,3,17,38,49,1,11,104,115,12,6,2,5,23,35,0,8,63,71,13,2,0,11,15,9,1,2,35,37,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,5,0,1,6,7,249,0,16,-251,-13,San Francisco
2022,3,1,29,4,6,16,47,100,1,10,163,173,15,1,4,7,28,52,1,5,87,92,12,1,2,9,16,31,0,3,56,59,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,17,0,2,20,22,356,1,32,-250,-12,San Francisco
2023,3,1,20,8,6,12,64,108,1,14,184,198,9,5,4,4,42,67,0,9,113,122,10,2,2,8,19,24,1,4,51,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,17,0,1,20,21,369,3,27,-249,-11,San Francisco
2024,3,1,11,3,1,19,37,51,1,4,107,111,8,2,1,6,20,26,1,3,52,55,2,1,0,13,14,22,0,1,49,50,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,3,0,0,5,5,253,1,10,-247,-9,San Francisco
2012,4,1,29,5,6,20,76,15,1,11,111,122,15,2,4,12,44,10,0,6,66,72,8,3,1,8,26,5,1,4,39,43,0,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,0,1,6,7,309,0,20,-217,21,San Francisco
2013,4,1,34,5,7,19,75,19,2,12,113,125,23,5,2,10,50,14,1,7,74,81,8,0,3,9,13,3,1,3,25,28,1,0,0,0,1,0,0,0,1,1,2,0,2,0,11,2,0,2,13,15,314,4,23,-216,22,San Francisco
2014,4,1,22,4,4,12,91,18,3,8,121,129,12,2,3,8,55,13,3,5,76,81,8,2,0,2,21,3,0,2,26,28,0,0,0,0,3,0,0,0,3,3,2,0,1,2,12,2,0,1,16,17,327,4,28,-215,23,San Francisco
2015,4,1,19,7,6,14,101,20,1,13,135,148,10,2,3,7,68,16,1,5,91,96,5,5,3,6,23,3,0,8,32,40,0,0,0,1,2,0,0,0,3,3,4,0,0,0,8,1,0,0,9,9,361,3,20,-214,24,San Francisco
2016,4,1,20,16,6,21,106,23,1,22,150,172,11,10,3,16,64,9,0,13,89,102,7,5,1,4,26,10,0,6,40,46,0,0,0,0,1,1,0,0,2,2,2,1,2,1,15,3,1,3,19,22,410,2,38,-219,19,San Francisco
2017,4,1,35,9,4,13,129,15,4,13,157,170,19,4,1,8,78,8,1,5,94,99,13,4,3,5,42,5,2,7,52,59,0,0,0,0,0,0,0,0,0,0,3,1,0,0,9,2,1,1,11,12,375,1,27,-218,20,San Francisco
2018,4,1,18,5,7,12,77,13,3,12,102,114,10,2,3,5,39,4,3,5,48,53,3,3,4,6,31,6,0,7,43,50,0,0,0,0,0,0,0,0,0,0,5,0,0,1,7,3,0,0,11,11,245,2,22,-217,21,San Francisco
2019,4,1,24,5,7,7,46,79,1,12,132,144,11,2,5,3,32,55,1,7,90,97,11,2,2,1,11,16,0,4,28,32,0,0,0,0,1,0,0,0,1,1,2,1,0,3,2,8,0,1,13,14,315,2,20,-216,22,San Francisco
2020,4,1,21,5,3,17,33,44,2,8,94,102,7,2,2,8,22,31,2,4,61,65,13,3,0,9,11,7,0,3,27,30,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,5,0,1,5,6,227,1,11,-214,24,San Francisco
2021,4,1,14,0,5,21,35,67,4,5,123,128,9,0,4,4,21,39,2,4,64,68,5,0,1,12,10,18,2,1,40,41,0,0,0,0,0,2,0,0,2,2,0,0,0,5,4,8,0,0,17,17,255,2,21,-220,18,San Francisco
2022,4,1,17,4,6,18,57,79,4,10,154,164,6,1,2,8,36,50,3,3,94,97,11,2,2,10,21,21,1,4,52,56,0,0,0,0,0,4,0,0,4,4,0,1,2,0,0,4,0,3,4,7,327,5,8,-219,19,San Francisco
2023,4,1,24,5,11,15,43,86,2,16,144,160,13,2,2,5,27,54,1,4,86,90,11,2,7,8,14,24,1,9,46,55,0,0,0,1,1,0,0,0,2,2,0,1,2,1,1,8,0,3,10,13,359,7,19,-218,20,San Francisco
2024,4,1,13,4,7,18,36,35,2,11,89,100,9,4,3,10,20,20,1,7,50,57,3,0,3,8,10,11,1,3,29,32,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,4,0,1,10,11,254,3,19,-216,22,San Francisco
2012,5,1,26,8,3,19,78,16,0,11,113,124,16,4,2,13,56,13,0,6,82,88,8,4,1,6,11,3,0,5,20,25,1,0,0,0,2,0,0,0,2,2,1,0,0,0,9,0,0,0,9,9,308,6,15,-187,51,San Francisco
2013,5,1,24,7,4,20,77,7,1,11,104,115,12,3,1,17,55,5,1,4,77,81,11,4,3,2,16,2,0,7,20,27,0,0,0,1,0,0,0,0,1,1,1,0,0,0,6,0,0,0,6,6,329,4,12,-186,52,San Francisco
2014,5,1,33,11,5,6,86,10,2,16,102,118,23,2,2,1,53,7,0,4,61,65,6,9,2,4,21,1,1,11,26,37,0,0,0,0,1,0,0,0,1,1,4,0,1,1,11,2,1,1,14,15,331,4,33,-185,53,San Francisco
2015,5,1,12,8,5,21,108,24,0,13,153,166,5,4,2,17,62,15,0,6,94,100,5,4,3,2,33,4,0,7,39,46,0,0,0,1,0,0,0,0,1,1,2,0,0,1,13,5,0,0,19,19,372,1,28,-184,54,San Francisco
2016,5,1,34,8,9,13,99,12,4,17,124,141,22,4,2,7,63,8,1,6,78,84,9,3,5,4,29,4,3,8,37,45,0,0,0,0,0,0,0,0,0,0,3,1,2,2,7,0,0,3,9,12,356,2,22,-189,49,San Francisco
2017,5,1,33,5,6,21,107,10,0,11,138,149,22,3,2,13,82,7,0,5,102,107,7,2,4,8,16,2,0,6,26,32,2,0,0,0,1,0,0,0,1,1,2,0,0,0,8,1,0,0,9,9,368,6,19,-188,50,San Francisco
2018,5,1,17,2,6,11,65,10,1,8,86,94,13,1,2,4,43,5,1,3,52,55,3,0,3,5,10,2,0,3,17,20,0,0,0,1,0,1,0,0,2,2,1,1,1,1,12,2,0,2,15,17,223,3,25,-187,51,San Francisco
2019,5,1,20,6,10,12,48,69,0,16,129,145,10,6,6,4,31,49,0,12,84,96,6,0,3,6,11,15,0,3,32,35,0,0,0,0,1,0,0,0,1,1,4,0,1,2,5,5,0,1,12,13,330,2,21,-186,52,San Francisco
2020,5,1,24,4,5,22,38,50,2,9,110,119,11,2,4,14,28,21,1,6,63,69,11,1,1,8,10,23,1,2,41,43,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,5,0,1,5,6,243,1,11,-184,54,San Francisco
2021,5,1,19,2,6,17,26,83,2,8,126,134,10,1,2,12,20,67,1,3,99,102,9,1,4,4,6,12,1,5,22,27,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,4,4,261,1,8,-190,48,San Francisco
2022,5,1,19,7,12,17,53,60,1,19,130,149,11,3,7,4,32,35,0,10,71,81,7,3,3,8,14,18,1,6,40,46,0,0,0,2,1,2,0,0,5,5,1,1,2,3,6,5,0,3,14,17,315,5,24,-189,49,San Francisco
2023,5,1,14,5,7,11,38,65,3,12,114,126,7,2,3,4,27,42,1,5,73,78,5,3,4,6,8,16,1,7,30,37,0,0,0,1,0,2,0,0,3,3,2,0,0,0,3,5,1,0,8,8,321,11,18,-188,50,San Francisco
2024,5,1,17,4,6,9,37,47,2,10,93,103,8,3,6,1,26,35,1,9,62,71,9,1,0,6,10,10,1,1,26,27,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,2,0,0,4,4,278,5,14,-186,52,San Francisco
2012,6,1,33,7,4,18,93,16,1,11,127,138,23,6,4,16,62,14,0,10,92,102,4,0,0,1,18,0,0,0,19,19,0,0,0,0,1,1,0,0,2,2,6,1,0,1,12,1,1,1,14,15,355,2,30,-156,82,San Francisco
2013,6,1,27,8,14,13,84,24,2,22,121,143,19,4,7,10,60,20,2,11,90,101,5,4,6,2,15,0,0,10,17,27,0,0,0,0,0,0,0,0,0,0,3,0,1,1,9,4,0,1,14,15,370,1,33,-155,83,San Francisco
2014,6,1,24,10,6,6,82,18,2,16,106,122,12,5,3,5,58,9,2,8,72,80,7,4,3,1,19,3,0,7,23,30,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,6,0,1,11,12,288,2,30,-154,84,San Francisco
2015,6,1,18,9,6,17,122,21,2,15,160,175,9,5,4,13,98,14,2,9,125,134,7,2,1,2,17,2,0,3,21,24,0,0,0,0,0,0,0,0,0,0,2,2,1,2,7,5,0,3,14,17,406,2,33,-153,85,San Francisco
2016,6,1,33,10,7,11,107,12,4,17,130,147,22,7,5,7,76,6,1,12,89,101,8,3,1,2,14,4,1,4,20,24,1,0,0,0,0,0,0,0,0,0,2,0,1,2,17,2,2,1,21,22,353,1,40,-158,80,San Francisco
2017,6,1,24,7,4,10,110,14,2,11,134,145,18,5,4,5,78,8,0,9,91,100,6,1,0,5,15,4,2,1,24,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,2,0,1,19,20,355,1,26,-157,81,San Francisco
2018,6,1,14,6,4,23,59,76,2,10,158,168,7,1,1,15,39,47,2,2,101,103,5,3,1,5,18,19,0,4,42,46,0,0,0,0,0,1,0,0,1,1,2,2,2,3,2,9,0,4,14,18,361,1,32,-156,82,San Francisco
2019,6,1,23,5,10,8,56,114,2,15,178,193,15,2,8,2,35,72,1,10,109,119,6,3,2,5,18,19,1,5,42,47,0,0,0,0,0,3,0,0,3,3,2,0,0,1,3,20,0,0,24,24,348,3,29,-155,83,San Francisco
2020,6,1,23,4,6,38,40,58,3,10,136,146,15,3,5,13,28,38,1,8,79,87,6,1,0,22,9,15,2,1,46,47,1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,5,0,1,11,12,321,1,19,-153,85,San Francisco
2021,6,1,35,3,3,22,37,99,2,6,158,164,20,3,2,10,28,79,1,5,117,122,12,0,0,10,8,13,1,0,31,31,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,7,0,1,10,11,322,1,23,-159,79,San Francisco
2022,6,1,31,6,4,15,46,97,1,10,158,168,18,2,0,12,32,64,1,2,108,110,10,2,3,3,14,23,0,5,40,45,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,10,0,3,10,13,362,1,21,-158,80,San Francisco
2023,6,1,10,4,8,15,50,61,4,12,126,138,6,4,7,6,33,43,3,11,82,93,4,0,1,9,14,9,0,1,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1,0,12,12,329,1,24,-157,81,San Francisco
2024,6,1,24,7,8,15,45,33,3,15,93,108,13,2,7,9,31,21,3,9,61,70,9,3,1,6,11,10,0,4,27,31,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,0,2,5,7,272,1,17,-155,83,San Francisco
2012,7,1,32,9,7,11,70,17,2,16,98,114,19,4,2,6,50,10,0,6,66,72,10,3,5,4,16,5,2,8,25,33,0,0,0,0,0,0,0,0,0,0,3,2,0,1,4,2,0,2,7,9,294,0,19,-126,112,San Francisco
2013,7,1,23,9,5,5,73,10,2,14,88,102,13,2,5,4,56,5,1,7,65,72,8,7,0,0,12,4,1,7,16,23,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,1,0,0,7,7,316,1,19,-125,113,San Francisco
2014,7,1,29,8,3,8,82,20,3,11,110,121,22,4,0,5,68,13,2,4,86,90,5,3,3,3,6,2,0,6,11,17,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,5,1,1,13,14,327,0,27,-124,114,San Francisco
2015,7,1,26,9,5,7,105,20,1,14,132,146,15,4,1,4,81,8,1,5,93,98,9,3,1,3,14,6,0,4,23,27,0,0,0,0,1,0,0,0,1,1,2,2,3,0,9,6,0,5,15,20,364,1,39,-123,115,San Francisco
2016,7,1,31,7,6,18,137,9,2,13,164,177,22,5,4,16,90,6,2,9,112,121,7,2,2,1,33,3,0,4,37,41,0,0,0,0,0,0,0,0,0,0,2,0,0,1,14,0,0,0,15,15,398,0,25,-128,110,San Francisco
2017,7,1,30,8,8,15,125,18,2,16,158,174,16,1,2,9,74,12,1,3,95,98,11,6,3,5,31,3,1,9,39,48,0,0,0,0,2,0,0,0,2,2,3,1,3,1,18,3,0,4,22,26,343,3,39,-127,111,San Francisco
2018,7,1,19,8,10,24,34,92,2,18,150,168,12,4,4,13,24,66,1,8,103,111,5,3,6,10,8,19,0,9,37,46,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,7,1,1,10,11,309,1,18,-126,112,San Francisco
2019,7,1,24,10,7,11,61,68,4,17,140,157,15,3,3,5,42,46,2,6,93,99,7,7,3,4,15,9,1,10,28,38,0,0,0,0,0,0,0,0,0,0,2,0,1,2,4,13,1,1,19,20,342,0,34,-125,113,San Francisco
2020,7,1,17,4,1,15,37,58,0,5,110,115,10,3,1,8,22,42,0,4,72,76,5,1,0,7,12,13,0,1,32,33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,6,6,248,2,7,-123,115,San Francisco
2021,7,1,28,3,7,20,39,116,4,10,175,185,18,2,4,14,26,99,4,6,139,145,10,0,2,5,13,11,0,2,29,31,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,0,2,7,9,311,0,15,-129,109,San Francisco
2022,7,1,17,7,5,22,36,97,2,12,155,167,9,6,4,12,23,76,0,10,111,121,6,0,1,7,12,12,2,1,31,32,1,0,0,3,0,0,0,0,3,3,1,1,0,0,1,9,0,1,10,11,359,6,20,-128,110,San Francisco
2023,7,1,30,7,10,34,46,70,1,17,150,167,16,4,5,16,34,45,0,9,95,104,10,3,3,15,8,14,1,6,37,43,1,0,0,2,0,0,0,0,2,2,3,0,2,1,4,11,0,2,16,18,373,3,28,-127,111,San Francisco
2024,7,1,11,13,3,16,38,51,2,16,105,121,6,8,1,7,23,33,0,9,63,72,2,4,2,7,12,13,2,6,32,38,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,5,0,1,10,11,254,1,18,-125,113,San Francisco
2012,8,1,27,9,3,18,82,23,4,12,123,135,19,6,3,14,52,13,3,9,79,88,2,3,0,3,19,5,1,3,27,30,2,0,0,0,0,0,0,0,0,0,4,0,0,1,11,5,0,0,17,17,363,5,30,-95,143,San Francisco
2013,8,1,36,10,2,14,102,13,2,12,129,141,26,6,1,10,76,11,2,7,97,104,7,4,1,1,17,0,0,5,18,23,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,2,0,0,14,14,354,0,32,-94,144,San Francisco
2014,8,1,23,4,3,15,102,25,0,7,142,149,15,2,1,6,68,9,0,3,83,86,6,2,2,8,20,9,0,4,37,41,0,0,0,0,3,3,0,0,6,6,2,0,0,1,11,4,0,0,16,16,354,7,28,-93,145,San Francisco
2015,8,1,31,13,5,12,103,21,3,18,136,154,19,8,1,7,68,15,2,9,90,99,8,4,4,4,21,5,1,8,30,38,1,0,0,0,0,0,0,0,0,0,3,1,0,1,14,1,0,1,16,17,357,3,35,-92,146,San Francisco
2016,8,1,26,12,6,16,121,22,2,18,159,177,19,9,4,12,98,14,1,13,124,137,4,2,2,3,16,5,1,4,24,28,0,1,0,0,0,0,0,1,0,1,3,0,0,1,7,3,0,0,11,11,386,1,25,-97,141,San Francisco
2017,8,1,23,7,4,14,91,11,1,11,116,127,14,5,4,11,65,7,1,9,83,92,3,2,0,3,13,1,0,2,17,19,1,0,0,0,1,0,0,0,1,1,5,0,0,0,12,3,0,0,15,15,319,4,32,-96,142,San Francisco
2018,8,1,22,7,6,24,67,102,3,13,193,206,16,6,5,13,47,70,2,11,130,141,6,1,1,7,13,17,1,2,37,39,0,0,0,1,2,3,0,0,6,6,0,0,0,3,5,12,0,0,20,20,389,6,29,-95,143,San Francisco
2019,8,1,26,12,9,10,43,100,3,21,153,174,20,9,5,5,30,71,3,14,106,120,4,3,2,4,9,19,0,5,32,37,1,0,0,1,0,0,0,0,1,1,1,0,2,0,4,10,0,2,14,16,360,2,28,-94,144,San Francisco
2020,8,1,24,8,4,21,39,64,3,12,124,136,14,3,2,8,31,44,2,5,83,88,9,5,1,9,7,13,1,6,29,35,0,0,0,0,1,1,0,0,2,2,1,0,1,4,0,6,0,1,10,11,284,2,20,-92,146,San Francisco
2021,8,1,23,6,10,24,42,64,3,16,130,146,11,2,5,10,26,44,0,7,80,87,7,3,3,12,14,18,2,6,44,50,1,0,0,0,1,0,0,0,1,1,4,1,2,2,1,2,1,3,5,8,300,3,23,-98,140,San Francisco
2022,8,1,16,6,5,12,37,79,4,11,128,139,12,1,3,9,21,56,3,4,86,90,3,2,2,0,15,14,1,4,29,33,0,0,0,1,0,3,0,0,4,4,1,3,0,2,1,6,0,3,9,12,289,5,17,-97,141,San Francisco
2023,8,1,22,8,3,21,50,94,5,11,165,176,12,6,1,9,42,74,5,7,125,132,7,2,1,10,8,14,0,3,32,35,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,6,0,1,8,9,392,13,15,-96,142,San Francisco
2024,8,1,14,3,9,19,39,45,1,12,103,115,6,3,4,10,24,27,1,7,61,68,5,0,3,9,12,15,0,3,36,39,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,3,0,2,6,8,263,1,17,-94,144,San Francisco
2012,9,1,31,9,8,10,96,18,2,17,124,141,18,2,4,7,49,8,1,6,64,70,10,6,4,2,40,9,0,10,51,61,0,0,0,0,0,0,0,0,0,0,3,1,0,1,7,1,1,1,9,10,357,1,19,-64,174,San Francisco
2013,9,1,22,16,4,10,101,20,2,20,131,151,11,4,2,7,60,8,1,6,75,81,11,8,2,1,34,9,0,10,44,54,0,0,0,1,0,0,0,0,1,1,0,4,0,1,7,3,1,4,11,15,367,1,23,-63,175,San Francisco
2014,9,1,36,4,3,8,85,12,1,7,105,112,17,0,1,5,55,7,1,1,67,68,14,4,2,1,19,4,0,6,24,30,0,0,0,1,0,0,0,0,1,1,5,0,0,1,11,1,0,0,13,13,297,3,29,-62,176,San Francisco
2015,9,1,32,4,2,16,103,15,2,6,134,140,19,1,2,6,63,9,2,3,78,81,10,2,0,7,23,3,0,2,33,35,0,0,0,1,1,0,0,0,2,2,3,1,0,2,16,3,0,1,21,22,375,5,40,-61,177,San Francisco
