year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2022,6,4,29,7,8,16,34,89,2,15,139,154,14,4,4,12,22,66,1,8,100,108,8,1,1,4,9,15,1,2,28,30,2,0,1,0,0,0,0,1,0,1,5,2,2,0,3,8,0,4,11,15,262,4,28,-155,83,San Francisco
2023,6,4,27,4,9,16,36,77,1,13,129,142,18,3,7,3,30,59,0,10,92,102,7,0,1,10,5,9,1,1,24,25,0,0,1,0,0,1,0,1,1,2,2,1,0,3,1,8,0,1,12,13,247,3,23,-154,84,San Francisco
2024,6,4,20,6,7,14,28,45,3,13,87,100,11,5,6,7,20,32,1,11,59,70,7,0,1,5,4,8,2,1,17,18,0,0,0,1,0,0,0,0,1,1,2,1,0,1,4,5,0,1,10,11,208,1,17,-152,86,San Francisco
2012,7,4,26,5,5,7,61,17,6,10,85,95,16,2,3,3,43,11,2,5,57,62,7,2,2,3,11,4,3,4,18,22,0,0,0,0,0,1,0,0,1,1,3,1,0,1,7,1,1,1,9,10,314,1,29,-123,115,San Francisco
2013,7,4,16,11,7,10,73,10,4,18,93,111,9,4,3,8,49,7,2,7,64,71,4,4,2,1,12,0,1,6,13,19,0,1,0,0,0,0,0,1,0,1,3,2,2,1,12,3,1,4,16,20,282,1,42,-122,116,San Francisco
2014,7,4,22,4,4,18,86,25,1,8,129,137,13,2,1,11,63,18,1,3,92,95,4,2,1,5,15,6,0,3,26,29,0,0,0,1,0,0,0,0,1,1,5,0,2,1,8,1,0,2,10,12,289,3,29,-121,117,San Francisco
2015,7,4,31,8,6,8,99,23,6,14,130,144,16,3,3,7,66,16,2,6,89,95,8,5,2,0,22,4,3,7,26,33,0,0,0,0,1,0,0,0,1,1,7,0,1,1,10,3,1,1,14,15,327,3,43,-120,118,San Francisco
2016,7,4,25,6,4,16,70,11,2,10,97,107,18,3,0,10,55,9,0,3,74,77,5,3,3,5,9,1,1,6,15,21,0,0,0,0,0,0,0,0,0,0,2,0,1,1,6,1,1,1,8,9,266,1,31,-125,113,San Francisco
2017,7,4,31,6,4,9,131,18,3,10,158,168,21,4,4,5,99,13,2,8,117,125,7,2,0,2,25,5,1,2,32,34,0,0,0,2,0,0,0,0,2,2,3,0,0,0,7,0,0,0,7,7,316,3,24,-124,114,San Francisco
2018,7,4,20,8,12,11,37,71,4,20,119,139,11,1,6,6,25,46,2,7,77,84,8,5,4,5,10,18,1,9,33,42,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,7,1,4,9,13,271,0,33,-123,115,San Francisco
2019,7,4,19,8,10,14,43,68,1,18,125,143,9,4,5,8,28,49,0,9,85,94,9,3,3,4,9,14,1,6,27,33,0,0,0,2,0,1,0,0,3,3,1,1,2,0,6,4,0,3,10,13,250,3,23,-122,116,San Francisco
2020,7,4,35,7,4,23,21,54,5,11,98,109,22,4,3,9,16,32,4,7,57,64,10,2,1,13,4,14,1,3,31,34,0,0,0,1,0,0,0,0,1,1,3,1,0,0,1,8,0,1,9,10,228,1,19,-120,118,San Francisco
2021,7,4,22,4,7,15,30,78,7,11,123,134,15,3,1,4,18,61,3,4,83,87,3,1,3,10,11,10,3,4,31,35,0,0,0,1,0,3,0,0,4,4,4,0,3,0,1,4,1,3,5,8,233,4,22,-126,112,San Francisco
2022,7,4,23,4,10,12,33,84,5,14,129,143,14,4,4,4,22,53,3,8,79,87,6,0,4,8,8,21,0,4,37,41,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,10,2,2,13,15,251,1,30,-125,113,San Francisco
2023,7,4,29,6,13,16,23,113,1,19,152,171,13,3,5,3,15,87,1,8,105,113,11,3,6,12,3,17,0,9,32,41,0,0,1,0,0,0,0,1,0,1,5,0,1,1,5,9,0,1,15,16,294,3,32,-124,114,San Francisco
2024,7,4,18,7,9,17,23,54,2,16,94,110,14,3,4,8,18,33,1,7,59,66,4,4,3,8,1,15,0,7,24,31,0,0,0,1,1,1,0,0,3,3,0,0,2,0,3,5,1,2,8,10,216,4,23,-122,116,San Francisco
2012,8,4,33,11,5,9,89,17,4,16,115,131,18,4,2,8,56,9,0,6,73,79,12,4,3,1,24,8,3,7,33,40,0,0,0,0,1,0,1,0,1,1,3,3,0,0,8,0,0,3,8,11,309,3,23,-92,146,San Francisco
2013,8,4,23,10,7,12,103,13,0,17,128,145,13,4,3,8,63,8,0,7,79,86,9,5,4,1,34,3,0,9,38,47,0,0,0,1,0,0,0,0,1,1,1,1,0,2,6,2,0,1,10,11,311,2,17,-91,147,San Francisco
2014,8,4,27,5,4,6,87,19,3,9,112,121,18,4,1,3,58,16,3,5,77,82,7,1,3,2,23,3,0,4,28,32,1,0,0,0,1,0,0,0,1,1,1,0,0,1,5,0,0,0,6,6,289,4,11,-90,148,San Francisco
2015,8,4,21,7,6,7,95,7,3,13,109,122,7,1,5,4,74,4,1,6,82,88,12,6,1,3,12,3,0,7,18,25,0,0,0,0,1,0,0,0,1,1,2,0,0,0,8,0,2,0,8,8,299,3,16,-89,149,San Francisco
2016,8,4,23,2,2,10,92,13,1,4,115,119,17,1,0,8,70,10,1,1,88,89,4,1,2,1,9,2,0,3,12,15,1,0,0,1,2,0,0,0,3,3,1,0,0,0,11,1,0,0,12,12,264,4,22,-94,144,San Francisco
2017,8,4,34,5,5,11,100,14,2,10,125,135,18,1,2,7,65,11,2,3,83,86,11,4,3,4,18,3,0,7,25,32,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,0,0,0,17,17,302,1,30,-93,145,San Francisco
2018,8,4,29,10,7,20,47,87,1,17,154,171,14,3,3,9,32,55,1,6,96,102,11,5,4,8,12,25,0,9,45,54,0,1,0,1,0,0,0,1,1,2,4,1,0,2,3,7,0,1,12,13,292,3,21,-92,146,San Francisco
2019,8,4,23,10,4,7,47,81,3,14,135,149,17,6,0,3,28,66,1,6,97,103,6,4,1,3,16,8,2,5,27,32,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,7,0,3,11,14,262,0,20,-91,147,San Francisco
2020,8,4,25,4,3,18,16,60,0,7,94,101,9,4,1,3,12,43,0,5,58,63,11,0,1,10,3,11,0,1,24,25,2,0,0,3,1,0,0,0,4,4,3,0,1,2,0,6,0,1,8,9,216,10,18,-89,149,San Francisco
2021,8,4,22,7,5,20,26,63,3,12,109,121,13,3,4,12,19,43,3,7,74,81,6,3,0,7,4,16,0,3,27,30,0,0,0,0,2,0,0,0,2,2,3,1,1,1,1,4,0,2,6,8,242,4,15,-95,143,San Francisco
2022,8,4,16,9,6,25,50,98,2,15,173,188,9,5,6,9,35,68,1,11,112,123,7,3,0,16,10,19,1,3,45,48,0,0,0,0,0,1,0,0,1,1,0,1,0,0,5,10,0,1,15,16,297,2,23,-94,144,San Francisco
2023,8,4,22,11,10,9,43,92,1,21,144,165,13,6,7,2,36,62,0,13,100,113,8,4,3,7,6,21,1,7,34,41,0,0,0,0,0,2,0,0,2,2,1,1,0,0,1,7,0,1,8,9,271,2,14,-93,145,San Francisco
2024,8,4,12,5,3,16,37,54,2,8,107,115,7,2,3,6,23,35,1,5,64,69,5,2,0,10,13,18,1,2,41,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,3,217,0,8,-91,147,San Francisco
2012,9,4,28,7,2,19,103,21,3,9,143,152,13,4,0,14,74,16,1,4,104,108,9,2,0,4,22,4,1,2,30,32,1,0,0,0,0,0,0,0,0,0,5,1,2,1,7,1,1,3,9,12,311,1,30,-61,177,San Francisco
2013,9,4,37,9,0,18,76,25,2,9,119,128,25,3,0,12,46,15,2,3,73,76,9,5,0,5,20,4,0,5,29,34,2,0,0,0,0,0,0,0,0,0,1,1,0,1,10,6,0,1,17,18,340,5,25,-60,178,San Francisco
2014,9,4,25,4,5,16,104,13,2,9,133,142,16,2,4,11,70,8,2,6,89,95,9,2,1,4,17,5,0,3,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,18,18,334,1,31,-59,179,San Francisco
2015,9,4,25,8,3,16,122,26,4,11,164,175,17,2,2,11,79,19,3,4,109,113,6,6,1,5,23,5,1,7,33,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20,2,0,0,22,22,359,2,39,-58,180,San Francisco
2016,9,4,25,5,5,14,116,16,2,10,146,156,16,0,3,7,70,7,0,3,84,87,5,4,2,4,27,7,2,6,38,44,1,0,0,1,0,0,0,0,1,1,3,1,0,2,19,2,0,1,23,24,300,3,36,-63,175,San Francisco
2017,9,4,22,7,3,11,96,7,2,10,114,124,14,3,1,5,59,5,2,4,69,73,8,3,2,4,24,2,0,5,30,35,0,0,0,0,1,0,0,0,1,1,0,1,0,2,12,0,0,1,14,15,293,4,30,-62,176,San Francisco
2018,9,4,15,4,7,15,48,89,2,11,152,163,8,2,4,7,34,53,2,6,94,100,5,1,2,7,10,22,0,3,39,42,0,0,0,1,0,0,0,0,1,1,2,1,1,0,4,14,0,2,18,20,282,2,25,-61,177,San Francisco
2019,9,4,19,5,6,9,34,67,1,11,110,121,10,4,4,4,28,41,1,8,73,81,5,1,1,2,3,20,0,2,25,27,0,0,0,0,0,0,0,0,0,0,4,0,1,3,3,6,0,1,12,13,251,0,18,-60,178,San Francisco
2020,9,4,18,2,7,24,22,69,3,9,115,124,12,1,4,11,16,45,2,5,72,77,3,0,3,10,4,11,1,3,25,28,0,0,0,0,0,3,0,0,3,3,3,1,0,3,2,10,0,1,15,16,231,3,27,-58,180,San Francisco
2021,9,4,41,8,9,16,51,99,2,17,166,183,21,5,3,5,35,74,0,8,114,122,14,2,4,9,13,19,2,6,41,47,0,0,0,0,1,0,0,0,1,1,6,1,2,2,2,6,0,3,10,13,295,1,23,-64,174,San Francisco
2022,9,4,25,9,7,17,46,118,1,16,181,197,14,3,2,9,30,67,1,5,106,111,9,5,5,7,15,29,0,10,51,61,0,0,0,0,0,3,0,0,3,3,2,1,0,1,1,19,0,1,21,22,302,5,31,-63,175,San Francisco
2023,9,4,10,7,6,10,32,58,1,13,100,113,8,6,5,4,29,44,1,11,77,88,2,0,1,5,3,8,0,1,16,17,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,6,0,1,6,7,229,1,11,-62,176,San Francisco
2024,9,4,14,8,7,13,34,24,2,15,71,86,7,6,4,7,31,18,2,10,56,66,5,2,3,6,2,3,0,5,11,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,4,4,209,4,6,-60,178,San Francisco
2012,10,4,20,10,5,13,79,13,0,15,105,120,12,2,2,9,46,9,0,4,64,68,5,5,3,3,22,4,0,8,29,37,0,1,0,0,0,0,0,1,0,1,3,2,0,1,11,0,0,2,12,14,289,1,27,-31,207,San Francisco
2013,10,4,27,14,2,16,117,19,3,16,152,168,15,5,2,11,63,7,1,7,81,88,10,8,0,4,40,11,2,8,55,63,1,0,0,0,1,0,0,0,1,1,1,1,0,1,13,1,0,1,15,16,395,4,27,-30,208,San Francisco
2014,10,4,28,14,10,12,130,22,2,24,164,188,14,1,0,8,68,15,0,1,91,92,10,12,8,3,53,7,2,20,63,83,0,0,0,1,0,0,0,0,1,1,4,1,2,0,9,0,0,3,9,12,377,3,29,-29,209,San Francisco
2015,10,4,23,10,9,14,108,18,1,19,140,159,11,2,4,5,73,11,1,6,89,95,9,7,5,7,28,6,0,12,41,53,0,0,0,0,1,0,0,0,1,1,3,1,0,2,6,1,0,1,9,10,297,2,21,-28,210,San Francisco
2016,10,4,16,12,1,11,108,24,3,13,143,156,8,3,0,5,54,10,3,3,69,72,4,9,0,6,41,10,0,9,57,66,1,0,0,0,0,1,0,0,1,1,3,0,1,0,13,3,0,1,16,17,343,5,33,-33,205,San Francisco
2017,10,4,20,4,6,11,121,9,1,10,141,151,8,3,4,6,59,4,1,7,69,76,10,1,2,3,41,3,0,3,47,50,0,0,0,0,1,0,0,0,1,1,2,0,0,2,20,2,0,0,24,24,326,1,39,-32,206,San Francisco
2018,10,4,25,4,4,7,57,115,3,8,179,187,11,0,2,4,27,67,2,2,98,100,11,4,2,2,22,34,1,6,58,64,1,0,0,0,0,0,0,0,0,0,2,0,0,1,8,14,0,0,23,23,330,4,36,-31,207,San Francisco
2019,10,4,23,13,4,24,65,141,1,17,230,247,14,9,1,12,46,72,1,10,130,140,8,4,3,9,17,42,0,7,68,75,1,0,0,1,2,1,0,0,4,4,0,0,0,2,0,26,0,0,28,28,379,5,34,-30,208,San Francisco
2020,10,4,21,7,6,14,19,59,2,13,92,105,10,4,5,4,11,31,1,9,46,55,9,2,1,9,4,27,0,3,40,43,0,0,0,0,1,0,0,0,1,1,2,1,0,1,3,1,1,1,5,6,185,2,12,-28,210,San Francisco
2021,10,4,22,9,3,9,37,112,1,12,158,170,14,7,2,4,26,73,1,9,103,112,7,2,1,3,9,23,0,3,35,38,0,0,0,0,0,1,0,0,1,1,1,0,0,2,2,15,0,0,19,19,286,4,26,-34,204,San Francisco
2022,10,4,19,4,3,10,29,95,1,7,134,141,11,4,2,4,17,45,0,6,66,72,6,0,1,5,6,39,1,1,50,51,1,0,0,0,0,2,0,0,2,2,1,0,0,1,6,9,0,0,16,16,267,5,28,-33,205,San Francisco
2023,10,4,13,5,9,11,30,67,1,14,108,122,2,2,4,5,18,42,0,6,65,71,9,2,5,5,9,15,1,7,29,36,0,0,0,0,0,1,0,0,1,1,2,1,0,1,3,9,0,1,13,14,217,2,22,-32,206,San Francisco
2024,10,4,26,4,3,22,36,45,3,7,103,110,12,2,3,7,27,19,1,5,53,58,12,1,0,12,5,22,2,1,39,40,0,0,0,1,0,2,0,0,3,3,2,1,0,2,4,2,0,1,8,9,242,4,16,-30,208,San Francisco
2012,11,4,29,12,6,17,92,19,1,18,128,146,10,4,1,9,40,7,0,5,56,61,14,7,5,6,42,11,1,12,59,71,0,0,0,1,0,0,0,0,1,1,5,1,0,1,10,1,0,1,12,13,316,1,22,0,238,San Francisco
2013,11,4,10,4,5,12,77,19,1,9,108,117,5,1,2,3,40,8,1,3,51,54,4,2,3,8,31,10,0,5,49,54,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,1,0,1,8,9,263,2,17,1,239,San Francisco
2014,11,4,24,7,5,19,87,16,2,12,122,134,11,4,1,9,42,7,2,5,58,63,9,3,4,8,35,7,0,7,50,57,0,0,0,0,0,0,0,0,0,0,4,0,0,2,10,2,0,0,14,14,312,0,31,2,240,San Francisco
2015,11,4,27,6,3,11,90,22,2,9,123,132,10,2,1,5,38,10,1,3,53,56,15,4,2,6,33,9,1,6,48,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,3,0,0,22,22,328,1,33,3,241,San Francisco
2016,11,4,34,7,6,12,127,15,4,13,154,167,15,3,3,10,64,6,2,6,80,86,14,3,3,1,52,8,1,6,61,67,0,0,0,0,0,0,0,0,0,0,5,1,0,1,11,1,1,1,13,14,361,4,33,-2,236,San Francisco
2017,11,4,17,3,6,7,131,7,3,9,145,154,7,1,3,2,62,3,0,4,67,71,9,2,2,4,53,3,3,4,60,64,0,0,1,0,2,0,0,1,2,3,1,0,0,1,14,1,0,0,16,16,309,4,26,-1,237,San Francisco
2018,11,4,16,8,8,9,34,92,3,16,135,151,6,5,3,4,22,52,1,8,78,86,9,3,5,5,9,33,2,8,47,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,0,0,10,10,273,2,18,0,238,San Francisco
2019,11,4,20,9,4,12,33,107,2,13,152,165,7,6,2,5,24,40,0,8,69,77,12,3,2,7,5,49,2,5,61,66,0,0,0,0,0,1,0,0,1,1,1,0,0,0,4,17,0,0,21,21,319,2,35,1,239,San Francisco
2020,11,4,18,7,7,22,22,60,4,14,104,118,8,5,1,5,10,23,2,6,38,44,7,2,4,16,10,25,2,6,51,57,0,0,0,0,0,2,0,0,2,2,3,0,2,1,2,10,0,2,13,15,217,2,24,3,241,San Francisco
2021,11,4,20,8,5,22,35,96,3,13,153,166,3,3,3,7,23,50,1,6,80,86,14,4,2,15,10,34,2,6,59,65,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,12,0,1,14,15,290,4,22,-3,235,San Francisco
2022,11,4,22,8,5,10,34,78,2,13,122,135,11,3,3,4,20,40,0,6,64,70,8,5,1,6,12,28,1,6,46,52,1,0,0,0,1,2,0,0,3,3,2,0,1,0,1,8,1,1,9,10,254,4,19,-2,236,San Francisco
2023,11,4,14,7,8,18,38,40,3,15,96,111,4,2,3,2,17,19,1,5,38,43,9,5,5,12,18,17,2,10,47,57,0,0,0,0,0,1,0,0,1,1,1,0,0,4,3,3,0,0,10,10,215,1,14,-1,237,San Francisco
2024,11,4,18,5,7,8,43,36,3,12,87,99,7,1,5,2,23,17,0,6,42,48,10,4,2,6,10,18,3,6,34,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,11,11,207,0,13,1,239,San Francisco
2012,12,4,23,8,1,16,76,20,0,9,112,121,7,0,1,6,28,6,0,1,40,41,14,8,0,10,33,10,0,8,53,61,0,0,0,0,1,1,0,0,2,2,2,0,0,0,14,3,0,0,17,17,270,3,32,30,268,San Francisco
2013,12,4,26,4,3,13,80,22,0,7,115,122,12,2,0,7,29,6,0,2,42,44,12,2,2,4,42,12,0,4,58,62,0,0,0,0,0,0,0,0,0,0,2,0,1,2,9,4,0,1,15,16,292,2,35,31,269,San Francisco
2014,12,4,20,2,5,10,103,16,2,7,129,136,8,1,2,3,42,3,1,3,48,51,10,1,1,3,49,12,1,2,64,66,1,0,0,0,0,0,0,0,0,0,1,0,2,4,12,1,0,2,17,19,285,4,28,32,270,San Francisco
2015,12,4,29,0,6,20,100,22,3,6,142,148,15,0,3,10,34,9,0,3,53,56,13,0,2,8,55,10,3,2,73,75,0,0,0,0,1,1,0,0,2,2,1,0,1,2,10,2,0,1,14,15,324,4,31,33,271,San Francisco
2016,12,4,29,10,6,15,116,19,0,16,150,166,10,5,0,2,47,6,0,5,55,60,12,5,6,12,50,8,0,11,70,81,0,0,0,0,0,0,0,0,0,0,7,0,0,1,19,5,0,0,25,25,323,1,46,28,266,San Francisco
2017,12,4,27,2,5,18,123,10,3,7,151,158,9,0,0,6,45,5,0,0,56,56,16,2,4,12,60,4,3,6,76,82,0,0,0,0,0,0,0,0,0,0,2,0,1,0,18,1,0,1,19,20,299,0,31,29,267,San Francisco
2018,12,4,14,8,4,13,38,95,2,12,146,158,5,3,1,7,22,41,2,4,70,74,7,2,3,3,11,38,0,5,52,57,0,0,0,1,0,0,0,0,1,1,2,3,0,2,5,16,0,3,23,26,282,3,33,30,268,San Francisco
2019,12,4,30,6,5,22,56,105,1,11,183,194,7,3,2,11,29,25,1,5,65,70,20,3,2,7,16,61,0,5,84,89,1,0,0,0,1,0,0,0,1,1,2,0,1,4,10,19,0,1,33,34,334,5,43,31,269,San Francisco
2020,12,4,18,6,9,22,40,81,2,15,143,158,3,4,4,7,27,40,1,8,74,82,10,1,4,9,11,28,1,5,48,53,1,0,0,0,0,2,0,0,2,2,4,1,1,6,2,11,0,2,19,21,244,4,34,33,271,San Francisco
2021,12,4,30,6,6,11,47,104,2,12,162,174,6,3,1,1,24,42,1,4,67,71,23,3,4,9,18,42,1,7,69,76,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,20,0,1,26,27,293,1,39,27,265,San Francisco
2022,12,4,18,4,7,20,27,86,2,11,133,144,6,3,4,5,18,38,1,7,61,68,10,1,3,14,7,40,1,4,61,65,1,0,0,0,0,1,0,0,1,1,1,0,0,1,2,7,0,0,10,10,242,2,17,28,266,San Francisco
2023,12,4,21,11,4,14,34,73,7,15,121,136,6,6,2,3,22,19,3,8,44,52,13,2,2,9,10,49,4,4,68,72,0,0,0,0,0,1,0,0,1,1,2,3,0,2,2,4,0,3,8,11,230,3,19,29,267,San Francisco
2024,12,4,9,4,4,9,51,28,3,8,88,96,4,1,2,2,31,6,1,3,39,42,4,2,2,7,11,17,0,4,35,39,0,0,0,0,0,1,1,0,1,1,1,1,0,0,9,4,1,1,13,14,210,4,25,31,269,San Francisco
2012,1,5,40,6,3,9,85,11,1,9,105,114,11,1,3,3,33,5,1,4,41,45,24,4,0,4,39,5,0,4,48,52,0,0,0,0,0,0,0,0,0,0,5,1,0,2,13,1,0,1,16,17,314,2,36,-304,-66,San Francisco
2013,1,5,15,8,3,20,86,15,2,11,121,132,8,2,2,8,37,5,0,4,50,54,7,6,1,9,41,8,2,7,58,65,0,0,0,1,0,0,0,0,1,1,0,0,0,2,8,2,0,0,12,12,285,4,25,-302,-64,San Francisco
2014,1,5,24,5,5,14,71,14,2,10,99,109,5,1,0,9,41,8,0,1,58,59,15,3,5,3,27,4,2,8,34,42,0,1,0,0,0,0,0,1,0,1,4,0,0,2,3,2,0,0,7,7,241,1,15,-301,-63,San Francisco
2015,1,5,24,8,8,14,104,19,2,16,137,153,15,5,4,5,43,7,1,9,55,64,8,3,4,7,42,9,1,7,58,65,0,0,0,0,1,0,0,0,1,1,1,0,0,2,18,3,0,0,23,23,341,2,38,-300,-62,San Francisco
2016,1,5,15,5,6,11,84,14,1,11,109,120,6,3,3,3,41,2,0,6,46,52,9,1,3,7,31,11,0,4,49,53,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,1,1,1,14,15,285,1,28,-306,-68,San Francisco
2017,1,5,33,6,5,16,106,20,2,11,142,153,15,0,3,9,54,6,1,3,69,72,14,6,2,6,40,12,1,8,58,66,0,0,0,1,2,0,0,0,3,3,4,0,0,0,10,2,0,0,12,12,334,7,33,-304,-66,San Francisco
2018,1,5,33,4,9,10,119,13,3,13,142,155,19,2,2,4,49,4,1,4,57,61,12,2,6,5,59,9,1,8,73,81,1,0,0,0,1,0,0,0,1,1,1,0,1,1,10,0,1,1,11,12,319,5,24,-303,-65,San Francisco
2019,1,5,12,7,5,11,34,100,2,12,145,157,6,1,3,3,16,50,1,4,69,73,6,6,0,7,12,38,1,6,57,63,0,0,0,0,0,1,0,0,1,1,0,0,2,1,6,11,0,2,18,20,266,3,27,-302,-64,San Francisco
2020,1,5,9,9,8,13,45,84,4,17,142,159,3,5,2,5,20,47,3,7,72,79,4,3,5,5,21,31,1,8,57,65,1,0,0,0,0,1,0,0,1,1,1,1,1,3,4,5,0,2,12,14,270,3,22,-301,-63,San Francisco
2021,1,5,10,8,5,19,28,63,2,13,110,123,5,1,2,5,23,31,0,3,59,62,3,3,2,10,2,22,2,5,34,39,0,2,0,0,0,2,0,2,2,4,2,2,1,4,3,8,0,3,15,18,240,6,28,-306,-68,San Francisco
2022,1,5,15,4,7,11,45,63,0,11,119,130,6,1,5,9,24,29,0,6,62,68,8,2,2,2,16,24,0,4,42,46,0,0,0,0,1,0,0,0,1,1,1,1,0,0,4,10,0,1,14,15,244,3,27,-305,-67,San Francisco
2023,1,5,16,1,2,28,26,74,4,3,128,131,6,0,1,10,14,36,0,1,60,61,10,0,1,16,8,29,3,1,53,54,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,9,1,1,15,16,243,3,22,-304,-66,San Francisco
2024,1,5,18,4,2,15,28,78,3,6,121,127,7,0,1,3,15,39,2,1,57,58,9,1,1,10,9,35,1,2,54,56,0,0,0,1,0,0,0,0,1,1,2,3,0,1,4,4,0,3,9,12,245,2,18,-303,-65,San Francisco
2012,2,5,26,6,1,8,63,17,2,7,88,95,11,3,0,2,34,7,2,3,43,46,12,3,1,5,24,8,0,4,37,41,0,0,0,1,0,0,0,0,1,1,3,0,0,0,5,2,0,0,7,7,274,1,19,-273,-35,San Francisco
2013,2,5,35,5,2,16,65,16,1,7,97,104,12,1,0,10,33,5,0,1,48,49,19,4,2,5,22,6,1,6,33,39,1,0,0,0,1,0,0,0,1,1,3,0,0,1,9,5,0,0,15,15,302,4,35,-271,-33,San Francisco
2014,2,5,27,8,5,16,103,11,3,13,130,143,14,2,1,6,43,5,0,3,54,57,11,5,2,6,41,3,2,7,50,57,0,1,0,1,0,0,1,1,1,2,2,0,2,3,19,3,0,2,25,27,327,4,41,-270,-32,San Francisco
2015,2,5,18,7,6,13,115,15,0,13,143,156,5,1,1,3,58,8,0,2,69,71,12,6,4,8,39,7,0,10,54,64,1,0,0,0,2,0,0,0,2,2,0,0,1,2,16,0,0,1,18,19,320,6,27,-269,-31,San Francisco
2016,2,5,26,4,2,22,126,23,1,6,171,177,10,1,0,12,63,7,0,1,82,83,13,2,1,5,42,10,1,3,57,60,0,0,1,2,0,0,0,1,2,3,3,1,0,3,21,6,0,1,30,31,375,6,44,-275,-37,San Francisco
2017,2,5,23,6,3,10,102,14,3,9,126,135,10,3,0,4,50,6,1,3,60,63,10,3,3,4,38,6,2,6,48,54,0,0,0,0,1,0,0,0,1,1,3,0,0,2,13,2,0,0,17,17,298,1,34,-273,-35,San Francisco
2018,2,5,14,7,7,10,80,13,1,14,103,117,9,2,5,6,42,3,1,7,51,58,4,4,2,4,23,9,0,6,36,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,1,0,1,16,17,245,1,22,-272,-34,San Francisco
2019,2,5,15,3,7,12,40,92,0,10,144,154,5,2,3,2,23,41,0,5,66,71,8,1,4,9,11,25,0,5,45,50,0,0,0,0,0,1,0,0,1,1,2,0,0,1,6,25,0,0,32,32,272,3,43,-271,-33,San Francisco
2020,2,5,27,10,5,12,47,70,0,15,129,144,7,3,3,5,21,28,0,6,54,60,16,5,2,6,18,32,0,7,56,63,1,0,0,0,0,1,0,0,1,1,3,2,0,1,8,9,0,2,18,20,259,3,29,-270,-32,San Francisco
2021,2,5,35,8,5,29,34,56,3,13,119,132,10,6,3,6,21,24,1,9,51,60,22,2,1,20,11,24,2,3,55,58,2,0,0,0,0,2,0,0,2,2,1,0,1,3,2,6,0,1,11,12,246,5,24,-275,-37,San Francisco
2022,2,5,23,8,4,7,45,67,3,12,119,131,10,5,3,2,19,32,0,8,53,61,12,3,1,4,23,27,3,4,54,58,0,0,0,0,2,0,0,0,2,2,1,0,0,1,1,8,0,0,10,10,237,2,18,-274,-36,San Francisco
2023,2,5,23,7,6,10,38,94,1,13,142,155,14,5,1,4,25,57,1,6,86,92,9,2,5,6,10,29,0,7,45,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,11,11,252,0,15,-273,-35,San Francisco
2024,2,5,18,7,1,13,41,55,1,8,109,117,12,4,0,7,27,25,0,4,59,63,5,3,1,5,7,23,1,4,35,39,0,0,0,0,1,0,0,0,1,1,1,0,0,1,6,7,0,0,14,14,211,2,24,-272,-34,San Francisco
2012,3,5,31,11,3,17,56,8,1,14,81,95,20,4,2,11,37,2,1,6,50,56,11,7,1,5,9,6,0,8,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,11,11,292,2,24,-244,-6,San Francisco
